claim_id,policy_region,claim_date,claim_type,amount
17277,N,2024-07-26,travel,648
17278,S,2024-04-06,auto,797
17279,W,2024-02-24,health,490
17280,S,2024-01-14,health,740
17281,S,2024-04-29,travel,492
17282,E,2024-07-24,auto,931
17283,S,2024-04-30,health,586
17284,E,2024-08-31,home,466
17285,E,2024-07-13,home,864
17286,E,2024-02-20,home,497
17287,W,2024-04-04,auto,771
17288,W,2024-03-25,travel,546
17289,N,2024-02-06,auto,644
17290,E,2024-07-19,auto,896
17291,E,2024-08-13,health,669
17292,W,2024-06-19,health,525
17293,N,2024-02-14,auto,USD 599
17294,N,2024-07-14,health,715
17295,S,2024-08-18,home,1113
17296,S,2024-08-23,travel,564
17297,W,2024-03-27,health,443
17298,N,2024-01-29,home,795
17299,S,2024-09-29,health,412
17300,S,2024-10-10,auto,638
17301,E,2024-06-23,travel,548
17302,E,2024-08-21,travel,764
17303,N,2024-06-27,home,590
17304,N,2024-02-02,auto,391
17305,S,2024-02-23,health,440
17306,S,2024-02-17,home,790
17307,N,2024-04-16,auto,752
17308,N,2024-05-01,travel,743
17309,E,2024-03-11,travel,487
17310,N,2024-03-11,home,601
17311,W,2024-07-22,home,803
17312,S,2024-05-01,travel,$671
17313,S,2024-03-08,travel,622
17314,W,2024-01-24,health,580
17315,E,2024-10-10,home,624
17316,S,2024-05-21,home,344
17317,S,2024-11-20,auto,372
17318,E,2024-09-14,auto,717
17319,W,2024-06-06,travel,1053
17320,E,2024-09-12,health,515
17321,E,2024-09-03,auto,622
17322,W,2024-03-05,home,$752
17323,E,2024-07-21,home,618
17324,N,2024-03-07,travel,663
17325,W,2024-11-23,health,1037
17326,S,2024-11-20,health,958
17327,S,2024-09-05,travel,620
17328,N,2024-03-10,travel,861
17330,E,2024-02-25,home,536
17331,E,2024-11-16,travel,680
17332,N,2024-02-29,home,796
17333,S,2024-09-25,home,$523
17334,N,2024-09-24,home,918
17335,W,2024-10-23,health,701
17336,E,2024-11-08,health,718
17337,N,2024-09-04,health,$696
17338,E,2024-07-08,auto,878
17339,S,2024-05-17,home,929
17340,S,2024-04-15,travel,594
17342,S,2024-01-04,health,USD 702
17343,W,2024-09-20,travel,554
17344,E,2024-08-24,health,674
17345,S,2024-10-31,home,470
17346,W,2024-06-25,auto,USD 540
17347,W,2024-08-31,health,1058
17348,N,2024-10-25,auto,593
17349,E,2024-09-15,auto,788
17350,E,2024-10-08,auto,796
17351,E,2024-04-17,health,778
17352,S,2024-01-01,auto,859
17354,S,2024-09-24,home,607
17355,S,2024-04-16,health,1189
17356,S,2024-02-14,health,791
17357,S,2024-06-05,health,535
17358,N,2024-08-14,travel,538
17359,W,2024-05-16,health,505
17360,N,2024-11-21,home,685
17361,N,2024-05-02,auto,723
17362,W,2024-08-19,auto,788
17363,N,2024-04-22,health,496
17364,S,2024-06-27,health,548
17365,E,2024-07-28,health,747
17366,N,2024-09-25,health,641
17367,W,2024-05-27,health,548
17368,N,2024-11-23,health,535
17369,E,2024-05-19,travel,516
17370,S,2024-03-31,auto,686
17371,N,2024-03-09,health,1075
17372,E,2024-02-22,auto,815
17373,N,2024-01-11,travel,679
17374,W,2024-11-21,travel,673
17375,S,2024-03-22,home,523
17376,W,2024-06-19,health,732
17377,W,2024-10-26,home,$637
17378,W,2024-06-08,travel,612
17379,S,2024-04-16,health,698
17380,N,2024-02-25,auto,706
17381,E,2024-07-26,auto,770
17382,W,2024-11-09,health,USD 510
17383,S,2024-04-21,travel,758
17384,W,2024-10-13,health,USD 392
17385,N,2024-10-29,travel,428
17386,E,2024-03-05,travel,833
17387,E,2024-04-19,home,$955
17388,N,2024-11-26,health,482
17389,N,2024-07-28,health,935
17390,W,2024-08-16,travel,507
17391,E,2024-06-11,home,USD 873
17392,N,2024-07-17,travel,668
17393,E,2024-09-16,home,548
17394,E,2024-06-24,auto,776
17395,N,2024-02-15,travel,786
17396,E,2024-04-21,auto,519
17397,S,2024-06-17,health,701
17398,E,2024-06-01,home,540
17399,N,2024-08-31,auto,620
17400,W,2024-06-21,travel,542
17401,S,2024-02-02,travel,939
17402,E,2024-10-11,home,738
17404,N,2024-02-05,auto,799
17405,W,2024-11-17,home,620
17406,N,2024-09-04,travel,"$1,125"
17407,E,2024-04-23,home,701
17408,W,2024-08-14,health,514
17409,W,2024-08-18,health,681
17410,E,2024-09-19,home,478
17411,W,2024-11-21,travel,700
17412,W,2024-06-11,travel,714
17413,E,2024-11-19,home,556
17414,N,2024-04-08,auto,754
17415,S,2024-10-04,home,982
17416,E,2024-03-19,health,601
17417,E,2024-09-13,auto,583
17418,N,2024-06-01,auto,544
17419,E,2024-05-08,travel,USD 577
17420,E,2024-08-01,health,792
17421,N,2024-06-12,auto,951
17422,N,2024-07-09,travel,750
17423,E,2024-03-07,auto,813
17424,S,2024-08-16,auto,657
17425,W,2024-02-11,home,704
17426,N,2024-02-06,auto,USD 755
17427,W,2024-06-04,health,690
17428,W,2024-03-20,auto,537
17429,W,2024-05-06,travel,431
17430,S,2024-02-15,auto,566
17431,S,2024-03-15,auto,757
17432,E,2024-09-27,travel,494
17433,W,2024-04-28,travel,777
17434,W,2024-03-02,home,USD 596
17435,E,2024-11-11,health,744
17436,W,2024-10-18,auto,604
17437,E,2024-09-23,auto,1006
17438,E,2024-01-19,health,765
17439,W,2024-02-15,health,745
17440,S,2024-03-11,health,536
17441,W,2024-05-21,home,670
17442,S,2024-01-02,health,614
17443,N,2024-03-08,auto,760
17444,W,2024-01-16,auto,554
17446,E,2024-09-01,home,692
17447,W,2024-06-28,home,469
17448,S,2024-01-23,travel,629
17449,W,2024-09-14,health,459
17450,W,2024-05-20,travel,653
17451,S,2024-06-09,home,677
17452,N,2024-05-16,health,659
17453,W,2024-08-13,auto,642
17454,S,2024-08-09,health,902
17456,E,2024-03-06,auto,823
17457,N,2024-09-12,travel,705
17458,E,2024-02-19,home,466
17459,S,2024-11-07,auto,567
17460,N,2024-04-22,travel,828
17461,N,2024-07-06,travel,549
17462,E,2024-09-10,travel,587
17463,W,2024-01-28,health,781
17464,E,2024-03-02,auto,670
17465,S,2024-06-08,health,830
17466,W,2024-04-24,travel,468
17467,S,2024-05-31,auto,469
17468,N,2024-02-20,home,$712
17469,N,2024-10-21,travel,897
17470,E,2024-08-30,health,870
17471,N,2024-10-30,home,735
17472,S,2024-06-10,auto,727
17473,N,2024-11-20,health,792
17474,E,2024-02-27,home,741
17475,N,2024-10-27,travel,924
17476,E,2024-11-11,home,623
17477,E,2024-11-13,travel,777
17478,N,2024-05-28,travel,502
17479,E,2024-10-23,home,509
17480,E,2024-09-30,health,1037
17481,W,2024-01-15,auto,616
17482,N,2024-10-05,health,836
17483,S,2024-04-27,auto,590
17484,W,2024-10-27,travel,561
17485,S,2024-06-05,auto,512
17486,W,2024-02-22,auto,1140
17487,S,2024-09-16,auto,749
17488,E,2024-04-05,health,438
17490,E,2024-06-03,home,420
17491,E,2024-09-16,travel,487
17492,S,2024-05-16,health,597
17493,S,2024-01-08,auto,628
17494,S,2024-02-29,auto,640
17495,E,2024-03-02,health,759
17496,N,2024-09-01,home,932
17497,S,2024-05-07,health,728
17498,S,2024-09-21,auto,648
17499,W,2024-03-22,auto,815
17500,E,2024-05-24,travel,822
17501,W,2024-05-18,health,$740
17502,W,2024-02-07,health,$576
17503,S,2024-02-24,home,883
17504,N,2024-10-19,auto,606
17505,E,2024-09-14,health,732
17506,N,2024-07-25,travel,494
17507,W,2024-02-03,auto,458
17508,W,2024-01-08,home,700
17509,S,2024-01-26,home,441
17510,W,2024-02-25,home,931
17511,W,2024-04-12,home,673
17512,S,2024-01-27,home,674
17513,E,2024-07-28,travel,$774
17514,E,2024-04-06,health,743
17515,W,2024-08-11,health,440
17516,W,2024-05-16,travel,USD 623
17517,N,2024-05-15,home,502
17519,S,2024-08-28,travel,481
17520,E,2024-09-17,home,871
17521,N,2024-10-27,home,568
17522,N,2024-02-15,travel,776
17523,E,2024-01-07,home,724
17524,N,2024-02-11,auto,1024
17525,E,2024-01-14,travel,672
17526,E,2024-08-02,travel,720
17527,N,2024-09-01,health,564
17528,W,2024-10-29,home,836
17529,S,2024-10-02,home,718
17530,E,2024-07-15,travel,660
17531,S,2024-01-06,health,607
17532,W,2024-03-19,home,1188
17533,W,2024-06-13,home,529
17534,S,2024-11-02,travel,617
17535,S,2024-02-09,home,611
17536,S,2024-04-25,home,918
17537,W,2024-09-29,auto,648
17538,W,2024-01-11,travel,861
17539,W,2024-04-25,auto,418
17540,S,2024-03-29,auto,626
17541,N,2024-03-07,health,479
17542,N,2024-10-03,auto,994
17543,N,2024-01-23,travel,522
17544,N,2024-06-07,auto,507
17545,N,2024-05-07,health,524
17546,W,2024-06-01,auto,$520
17547,W,2024-10-22,travel,775
17548,E,2024-02-13,travel,$637
17549,E,2024-03-03,auto,545
17550,E,2024-06-12,auto,527
17551,E,2024-04-15,home,584
17552,W,2024-09-09,auto,708
17553,N,2024-04-11,home,505
17555,S,2024-09-01,home,685
17556,S,2024-06-06,auto,608
17557,S,2024-07-03,auto,800
17558,S,2024-01-21,home,796
17559,W,2024-08-18,auto,1199
17560,S,2024-09-22,travel,661
17561,S,2024-03-05,health,$650
17562,E,2024-08-21,travel,721
17563,W,2024-10-29,travel,711
17564,N,2024-07-30,auto,661
17565,N,2024-02-21,auto,458
17566,W,2024-07-10,auto,533
17567,E,2024-09-27,travel,431
17568,S,2024-02-03,home,632
17569,N,2024-01-18,travel,969
17570,N,2024-04-19,health,764
17571,N,2024-10-04,auto,674
17572,E,2024-06-11,travel,549
17573,E,2024-06-26,auto,550
17574,S,2024-06-02,health,1137
17575,N,2024-05-28,travel,648
17576,N,2024-05-02,travel,620
17577,S,2024-05-10,home,591
17578,N,2024-02-08,travel,613
17579,W,2024-03-27,auto,659
17580,E,2024-11-12,travel,858
17581,W,2024-07-06,travel,505
17582,W,2024-01-23,health,452
17583,W,2024-01-09,health,800
17584,W,2024-02-02,home,893
17585,S,2024-02-09,travel,466
17586,N,2024-09-02,home,503
17587,E,2024-07-30,auto,571
17588,N,2024-04-04,health,930
17589,E,2024-03-30,auto,$613
17590,E,2024-03-05,health,908
17591,E,2024-02-14,home,384
17592,N,2024-08-04,home,567
17593,S,2024-05-03,health,671
17594,W,2024-02-14,health,845
17595,S,2024-08-16,auto,563
17596,W,2024-02-29,travel,1167
17597,W,2024-09-30,travel,657
17598,W,2024-09-18,home,581
17599,E,2024-06-07,auto,685
17600,E,2024-01-21,auto,702
17601,E,2024-06-09,home,$474
17603,S,2024-01-25,home,808
17604,W,2024-10-08,travel,438
17605,N,2024-11-16,travel,660
17606,S,2024-10-22,health,751
17607,N,2024-04-24,home,445
17608,N,2024-04-16,travel,846
17609,N,2024-05-10,auto,723
17610,E,2024-10-01,health,853
17611,W,2024-11-20,home,647
17612,W,2024-02-23,health,599
17613,N,2024-04-17,health,688
17614,S,2024-07-03,home,721
17615,S,2024-05-13,home,734
17616,W,2024-01-24,auto,543
17617,E,2024-01-21,travel,919
17618,E,2024-06-28,health,903
17619,N,2024-03-10,health,599
17620,N,2024-01-26,health,580
17621,W,2024-10-07,home,804
17622,E,2024-10-02,home,792
17623,W,2024-05-26,auto,682
17624,N,2024-03-15,health,USD 634
17625,N,2024-06-10,travel,647
17626,E,2024-06-03,home,666
17627,W,2024-01-21,auto,573
17628,S,2024-02-15,home,618
17629,E,2024-05-08,auto,559
17630,N,2024-09-06,health,687
17631,W,2024-05-16,health,610
17632,W,2024-04-17,travel,678
17633,E,2024-04-24,health,877
17634,N,2024-10-26,home,USD 726
17635,S,2024-03-19,travel,619
17636,W,2024-02-29,travel,691
17637,N,2024-06-27,home,835
17638,W,2024-01-04,health,644
17639,N,2024-08-08,travel,439
17640,E,2024-01-01,travel,788
17642,W,2024-01-20,health,567
17643,N,2024-03-12,health,774
17644,N,2024-11-14,auto,789
17645,S,2024-04-22,home,750
17646,W,2024-11-01,home,857
17647,N,2024-09-23,health,710
17648,E,2024-02-16,home,533
17649,W,2024-03-29,auto,766
17650,E,2024-05-03,home,758
17651,W,2024-08-28,home,768
17652,W,2024-06-12,auto,896
17653,S,2024-01-27,auto,558
17654,W,2024-01-21,travel,643
17655,W,2024-08-12,auto,650
17656,N,2024-10-16,auto,554
17657,N,2024-10-28,health,USD 631
17658,W,2024-06-28,health,USD 377
17659,W,2024-09-03,health,925
17660,S,2024-01-11,auto,986
17661,S,2024-04-07,home,476
17662,N,2024-03-23,auto,532
17663,E,2024-05-11,travel,629
17664,W,2024-07-14,travel,707
17665,N,2024-02-19,auto,738
17666,W,2024-06-18,auto,829
17667,N,2024-06-13,auto,USD 622
17668,S,2024-01-28,travel,685
17669,E,2024-09-15,travel,$643
17670,E,2024-07-02,auto,953
17671,E,2024-04-10,health,538
17672,W,2024-11-01,auto,$591
17673,E,2024-10-22,home,925
17674,S,2024-06-09,travel,527
17675,W,2024-06-02,home,792
17676,E,2024-05-16,home,USD 652
17677,S,2024-07-09,home,854
17678,W,2024-11-21,auto,732
17679,N,2024-04-12,health,695
17680,S,2024-04-23,home,531
17681,E,2024-01-24,travel,679
17682,E,2024-04-19,home,614
17683,N,2024-08-31,auto,730
17684,N,2024-08-13,travel,674
17685,N,2024-05-16,auto,481
17686,N,2024-02-20,home,$970
17687,E,2024-04-03,auto,356
17688,S,2024-07-19,travel,713
17689,E,2024-03-26,travel,807
17690,N,2024-10-09,travel,973
17691,N,2024-02-18,home,452
17692,E,2024-09-20,travel,983
17693,N,2024-01-09,health,518
17694,N,2024-09-11,travel,734
17695,W,2024-08-03,home,636
17696,N,2024-09-03,health,USD 794
17697,N,2024-02-26,home,1097
17698,N,2024-06-10,travel,645
17699,N,2024-11-02,travel,717
17700,E,2024-05-05,home,800
17701,W,2024-03-31,auto,723
17702,N,2024-03-08,home,665
17703,W,2024-05-12,home,517
17704,N,2024-11-25,home,522
17705,W,2024-02-10,health,$672
17706,E,2024-09-27,home,478
17707,N,2024-08-24,home,833
17708,E,2024-07-15,auto,745
17709,E,2024-08-21,auto,711
17710,N,2024-11-01,home,623
17711,W,2024-08-21,home,560
17712,N,2024-10-17,home,630
17713,N,2024-03-11,travel,611
17714,N,2024-10-01,home,1017
17715,E,2024-05-18,auto,636
17716,N,2024-03-24,travel,829
17717,N,2024-01-12,travel,597
17718,W,2024-06-29,home,USD 570
17719,N,2024-02-02,health,592
17720,N,2024-10-01,auto,797
17721,W,2024-09-13,home,549
17722,N,2024-09-14,home,649
17723,W,2024-03-04,auto,639
17724,W,2024-05-17,travel,515
17725,W,2024-03-17,travel,519
17726,N,2024-11-07,home,479
17727,W,2024-04-26,home,1002
17728,E,2024-06-24,auto,606
17729,S,2024-05-14,auto,721
17730,E,2024-02-21,home,476
17731,E,2024-05-24,health,1130
17732,N,2024-05-09,travel,621
17733,N,2024-06-16,auto,842
17734,N,2024-03-19,auto,779
17735,W,2024-06-14,home,600
17736,E,2024-10-31,auto,784
17737,E,2024-11-07,auto,414
17738,W,2024-08-23,health,688
17739,N,2024-09-23,health,638
17740,E,2024-09-02,auto,456
17741,N,2024-04-18,home,626
17742,W,2024-09-23,home,1040
17743,E,2024-09-27,travel,691
17744,N,2024-02-29,travel,663
17745,N,2024-06-06,health,762
17746,S,2024-05-26,health,683
17747,E,2024-03-08,auto,761
17748,S,2024-03-30,health,705
17749,S,2024-05-15,travel,574
17750,W,2024-03-28,home,720
17751,S,2024-10-02,auto,$505
17752,E,2024-09-22,auto,574
17753,S,2024-09-08,health,682
17754,S,2024-06-19,travel,476
17756,E,2024-03-30,health,516
17757,N,2024-08-14,home,842
17758,S,2024-05-02,home,457
17759,W,2024-11-21,home,593
17760,S,2024-06-20,auto,840
17761,N,2024-08-16,health,569
17762,W,2024-07-11,travel,702
17763,N,2024-07-28,home,722
17765,E,2024-09-18,health,$796
17766,E,2024-08-25,home,1034
17767,E,2024-07-14,travel,679
17768,N,2024-03-17,health,699
17769,W,2024-03-20,home,730
17770,E,2024-02-27,home,$635
17771,S,2024-01-08,travel,538
17773,N,2024-07-24,travel,738
17774,N,2024-03-01,auto,562
17775,W,2024-05-20,home,629
17776,W,2024-07-19,auto,$725
17777,W,2024-10-06,travel,674
17778,E,2024-09-20,travel,807
17780,E,2024-04-04,home,758
17781,E,2024-02-19,auto,488
17782,N,2024-10-24,auto,684
17783,E,2024-09-11,health,USD 689
17784,E,2024-01-28,travel,715
17785,W,2024-02-03,auto,884
17786,S,2024-03-08,health,$667
17787,S,2024-04-24,home,582
17789,W,2024-07-16,auto,826
17790,S,2024-03-22,home,706
17791,W,2024-02-23,travel,875
17792,N,2024-04-27,auto,512
17793,S,2024-10-11,health,439
17794,S,2024-07-17,home,459
17795,W,2024-07-22,auto,513
17796,S,2024-11-10,home,787
17797,W,2024-10-17,travel,550
17798,W,2024-09-05,travel,570
17799,S,2024-10-10,auto,634
17800,E,2024-04-12,health,432
17801,N,2024-02-27,health,552
17802,E,2024-10-25,auto,574
17803,N,2024-10-17,auto,759
17804,W,2024-04-01,health,721
17805,S,2024-07-12,auto,524
17806,S,2024-01-28,travel,659
17807,E,2024-09-16,auto,439
17808,W,2024-01-18,home,712
17809,N,2024-07-19,home,873
17810,N,2024-03-03,home,USD 494
17811,N,2024-07-12,home,917
17812,E,2024-08-10,auto,821
17813,N,2024-06-30,travel,633
17814,E,2024-08-31,health,729
17815,S,2024-05-17,home,1120
17816,N,2024-09-05,travel,762
17817,E,2024-03-27,travel,680
17818,W,2024-03-29,health,748
17819,E,2024-05-07,health,537
17820,W,2024-02-01,health,891
17821,N,2024-05-01,travel,648
17822,N,2024-04-26,health,497
17823,W,2024-02-13,auto,596
17824,N,2024-06-25,health,734
17825,S,2024-01-03,auto,$872
17826,N,2024-07-07,health,532
17827,N,2024-09-20,home,441
17828,N,2024-10-23,home,943
17829,E,2024-10-02,health,634
17830,N,2024-06-18,auto,547
17831,S,2024-01-15,home,816
17832,N,2024-01-14,health,$676
17833,E,2024-01-05,health,837
17834,S,2024-09-20,home,570
17835,N,2024-10-31,auto,512
17836,W,2024-07-11,home,778
17837,N,2024-05-01,auto,803
17838,N,2024-06-04,home,590
17839,E,2024-08-15,auto,789
17840,N,2024-01-07,health,832
17841,E,2024-01-22,health,866
17842,W,2024-03-18,travel,$908
17843,E,2024-09-16,home,$452
17844,W,2024-07-30,health,656
17845,N,2024-01-19,home,843
17846,N,2024-01-27,health,742
17847,N,2024-09-28,travel,745
17848,N,2024-06-27,health,1052
17849,W,2024-07-02,travel,889
17850,N,2024-11-11,auto,458
17851,S,2024-02-04,auto,655
17852,S,2024-01-06,home,$753
17853,S,2024-06-06,travel,719
17854,W,2024-01-02,auto,883
17855,W,2024-08-05,health,830
17856,N,2024-07-10,travel,771
17857,N,2024-05-22,travel,620
17858,W,2024-07-15,travel,797
17859,W,2024-03-04,home,488
17860,W,2024-11-03,auto,957
17861,W,2024-09-03,health,USD 701
17862,W,2024-04-01,auto,490
17863,E,2024-02-13,home,624
17864,W,2024-11-19,auto,325
17865,W,2024-05-24,travel,506
17866,W,2024-09-26,auto,871
17867,W,2024-07-18,auto,649
17868,N,2024-10-04,home,732
17869,N,2024-03-19,travel,739
17870,N,2024-02-26,auto,687
17871,W,2024-05-22,auto,899
17872,S,2024-09-30,health,579
17873,E,2024-08-28,travel,477
17874,E,2024-10-19,health,566
17875,N,2024-10-13,auto,448
17876,S,2024-10-27,health,574
17877,W,2024-07-01,auto,656
17878,W,2024-02-16,travel,472
17879,S,2024-02-12,home,1010
17880,N,2024-03-20,auto,399
17881,N,2024-03-25,travel,799
17882,W,2024-06-07,travel,"$1,006"
17883,S,2024-06-23,travel,604
17884,E,2024-05-25,health,729
17885,W,2024-01-30,auto,$633
17887,N,2024-11-11,home,950
17888,N,2024-03-08,home,788
17889,N,2024-04-08,auto,604
17890,N,2024-05-31,auto,823
17891,W,2024-09-23,travel,687
17892,E,2024-11-13,health,$490
17893,N,2024-11-10,auto,624
17894,N,2024-05-29,travel,665
17895,N,2024-04-16,health,474
17896,S,2024-05-30,home,612
17897,N,2024-11-08,home,1003
17898,E,2024-07-05,home,930
17899,W,2024-07-07,health,694
17900,E,2024-09-14,health,521
17901,W,2024-01-03,home,529
17902,N,2024-09-19,home,$794
17903,E,2024-05-23,home,473
17904,E,2024-04-21,auto,549
17905,E,2024-08-18,travel,759
17906,W,2024-06-01,health,781
17907,E,2024-07-29,auto,866
17908,S,2024-10-15,health,944
17909,S,2024-06-02,health,647
17910,N,2024-09-21,health,875
17911,E,2024-06-28,auto,892
17912,S,2024-03-14,auto,529
17913,S,2024-06-17,auto,653
17914,N,2024-05-16,home,945
17915,N,2024-07-13,travel,800
17916,S,2024-08-08,home,USD 590
17917,E,2024-08-31,home,701
17918,S,2024-08-03,home,717
17919,N,2024-08-24,travel,863
17920,W,2024-05-05,health,736
17921,S,2024-02-10,travel,585
17922,E,2024-03-13,home,438
17923,W,2024-02-19,auto,513
17924,N,2024-07-29,travel,832
17925,W,2024-11-07,home,830
17926,N,2024-06-22,auto,741
17928,E,2024-03-23,health,810
17929,S,2024-04-14,health,$437
17931,E,2024-01-11,health,675
17932,E,2024-10-30,health,561
17933,N,2024-05-13,health,647
17934,E,2024-09-14,health,986
17935,S,2024-04-07,auto,USD 705
17936,W,2024-11-02,travel,815
17937,S,2024-05-26,travel,899
17938,E,2024-09-17,health,410
17939,S,2024-09-15,home,709
17940,N,2024-10-19,home,1109
17941,E,2024-02-22,travel,769
17942,S,2024-03-15,travel,577
17943,E,2024-10-19,health,841
17944,W,2024-06-25,travel,698
17945,E,2024-07-26,travel,503
17946,E,2024-02-25,home,608
17947,W,2024-03-27,auto,642
17949,W,2024-11-16,home,607
17950,W,2024-04-17,home,467
17951,N,2024-04-09,health,979
17952,N,2024-03-16,health,522
17953,E,2024-03-25,home,676
17954,S,2024-04-23,travel,827
17955,N,2024-04-19,home,601
17956,S,2024-01-22,auto,564
17957,E,2024-07-13,auto,413
17958,W,2024-05-07,travel,519
17959,W,2024-08-22,home,870
17960,E,2024-11-10,home,775
17961,W,2024-01-25,travel,729
17962,E,2024-02-12,home,774
17963,E,2024-09-23,travel,568
17964,S,2024-01-24,travel,736
17965,E,2024-10-06,home,425
17967,N,2024-01-02,auto,627
17968,E,2024-02-11,health,USD 694
17969,N,2024-01-14,health,610
17970,W,2024-01-04,home,679
17971,E,2024-08-21,health,705
17972,E,2024-04-19,home,502
17973,S,2024-09-28,travel,521
17974,N,2024-04-16,auto,641
17975,S,2024-03-14,health,968
17976,S,2024-08-06,home,456
17977,S,2024-08-27,travel,1004
17978,S,2024-06-22,home,739
17979,N,2024-06-12,travel,527
17980,E,2024-09-30,auto,1018
17981,W,2024-01-17,health,644
17982,N,2024-03-20,travel,USD 1019
17983,S,2024-04-29,home,596
17984,E,2024-11-07,health,612
17985,N,2024-01-17,home,689
17986,W,2024-07-12,auto,523
17987,E,2024-10-20,home,USD 494
17988,W,2024-07-30,health,792
17989,N,2024-02-04,home,737
17991,W,2024-08-20,travel,571
17992,E,2024-08-17,auto,526
17994,W,2024-05-26,home,701
17996,W,2024-08-22,home,508
17997,S,2024-10-24,home,576
17998,E,2024-06-23,auto,924
17999,S,2024-01-11,home,609
18000,N,2024-07-18,health,559
18001,E,2024-01-20,home,601
18002,W,2024-06-22,travel,776
18003,N,2024-04-02,home,692
18004,N,2024-08-07,home,633
18005,E,2024-01-16,auto,849
18006,E,2024-10-16,auto,786
18007,W,2024-09-03,home,588
18008,W,2024-07-09,auto,958
18009,W,2024-09-29,home,714
18010,N,2024-09-13,home,553
18011,N,2024-10-19,home,675
18012,S,2024-02-26,home,816
18013,N,2024-08-26,travel,474
18014,S,2024-03-02,travel,921
18015,S,2024-05-14,home,679
18016,N,2024-01-16,auto,974
18017,N,2024-04-20,travel,583
18018,N,2024-10-02,home,597
18019,S,2024-04-07,travel,1029
18020,N,2024-07-03,auto,653
18021,W,2024-06-23,travel,503
18022,E,2024-03-09,travel,727
18023,S,2024-09-19,auto,437
18024,W,2024-05-05,auto,896
18025,S,2024-07-30,health,475
18026,E,2024-04-14,home,885
18027,N,2024-11-12,travel,580
18028,W,2024-03-17,home,715
18029,N,2024-01-02,travel,492
18030,E,2024-01-26,travel,704
18031,S,2024-10-05,health,397
18032,E,2024-09-19,auto,487
18033,N,2024-08-21,travel,682
18034,N,2024-04-02,health,527
18035,W,2024-08-05,home,789
18036,N,2024-02-11,home,707
18037,E,2024-09-05,travel,731
18038,S,2024-04-17,health,501
18039,W,2024-07-26,travel,678
18040,E,2024-11-24,home,$741
18041,N,2024-03-09,auto,518
18043,N,2024-01-07,health,528
18044,E,2024-09-01,auto,637
18045,W,2024-06-14,health,625
18046,N,2024-06-20,health,1005
18047,S,2024-04-12,auto,545
18048,N,2024-09-18,home,817
18049,S,2024-07-30,travel,718
18050,N,2024-05-30,auto,765
18051,E,2024-04-22,home,798
18052,E,2024-03-07,travel,USD 635
18053,N,2024-07-05,home,606
18054,S,2024-10-26,home,$427
18055,N,2024-09-29,travel,433
18056,S,2024-07-29,auto,587
18057,E,2024-05-23,health,785
18058,N,2024-09-16,auto,1129
18059,W,2024-07-29,travel,776
18060,W,2024-01-23,travel,700
18062,N,2024-08-14,health,640
18063,N,2024-03-16,health,662
18064,W,2024-01-14,auto,622
18065,S,2024-04-13,travel,642
18066,E,2024-08-19,auto,778
18067,N,2024-09-07,health,493
18068,W,2024-11-14,auto,471
18069,S,2024-04-10,auto,987
18070,W,2024-05-16,travel,784
18071,W,2024-03-30,auto,610
18072,S,2024-06-09,auto,470
18073,E,2024-02-05,health,600
18074,W,2024-01-12,home,$550
18075,N,2024-11-14,travel,703
18076,W,2024-10-22,travel,628
18077,W,2024-03-19,home,717
18078,S,2024-05-22,travel,728
18079,N,2024-02-22,home,913
18080,E,2024-02-09,home,498
18081,W,2024-04-22,auto,744
18082,S,2024-02-01,health,655
18083,W,2024-04-21,auto,477
18084,N,2024-08-28,auto,748
18085,W,2024-03-11,travel,640
18086,S,2024-02-26,home,692
18087,N,2024-02-05,travel,572
18088,S,2024-11-04,home,603
18089,W,2024-06-14,home,682
18091,N,2024-02-18,health,1123
18092,E,2024-03-17,auto,575
18093,N,2024-05-17,health,560
18094,S,2024-01-15,travel,806
18095,E,2024-02-09,home,"$1,003"
18096,N,2024-04-01,health,1177
18097,S,2024-01-24,health,543
18098,W,2024-07-16,auto,521
18099,N,2024-05-05,home,712
18100,W,2024-07-28,home,$454
18101,N,2024-09-11,travel,780
18102,W,2024-04-03,auto,838
18104,S,2024-01-10,travel,795
18105,E,2024-07-28,auto,1012
18106,S,2024-03-22,home,695
18107,N,2024-05-25,home,563
18108,N,2024-06-22,auto,611
18109,E,2024-07-22,home,522
18110,W,2024-11-15,health,487
18111,N,2024-08-01,travel,602
18112,N,2024-06-17,travel,782
18113,W,2024-06-14,auto,559
18114,S,2024-03-20,home,764
18115,N,2024-11-11,health,701
18116,N,2024-08-18,health,923
18117,S,2024-10-23,health,634
18118,N,2024-04-15,home,471
18119,E,2024-01-10,health,467
18120,N,2024-03-27,travel,920
18121,N,2024-07-24,home,819
18122,S,2024-02-01,home,580
18123,W,2024-06-04,home,561
18124,N,2024-09-21,travel,462
18125,W,2024-11-04,home,615
18126,S,2024-02-09,health,USD 711
18127,S,2024-08-07,health,493
18128,S,2024-01-24,health,775
18129,N,2024-08-29,travel,485
18130,E,2024-01-07,home,810
18131,W,2024-07-26,auto,852
18132,W,2024-05-07,travel,665
18133,S,2024-10-19,health,554
18134,N,2024-05-23,travel,497
18135,N,2024-06-04,health,741
18136,E,2024-09-30,travel,839
18137,W,2024-07-03,auto,783
18138,E,2024-10-07,home,705
18139,N,2024-08-12,auto,674
18140,E,2024-07-12,health,566
18141,S,2024-06-07,home,$624
