account_id,event_date,event_type
4251,2024-07-31,cancel
4252,2024-11-20,start
4253,2024-11-01,start
4254,2024-05-15,start
4254,2024-06-18,pause
4254,2024-08-21,resume
4254,2024-09-25,pause
4254,2024-10-28,resume
4255,2024-04-02,start
4255,2024-06-17,pause
4255,2024-07-17,resume
4255,2024-10-02,cancel
4256,2024-04-08,start
4256,2024-04-29,cancel
4257,2024-10-07,start
4257,2024-11-07,cancel
4258,2024-01-28,start
4259,2024-11-24,start
4260,2024-11-12,start
4261,2024-09-18,start
4262,2024-01-30,start
4262,2024-07-14,cancel
4263,2024-02-20,start
4264,2024-03-25,start
4265,2024-11-18,start
4266,2024-05-04,start
4266,2024-09-11,pause
4266,2024-10-31,resume
4267,2024-11-15,start
4268,2024-01-16,start
4268,2024-07-05,cancel
4269,2024-02-27,start
4269,2024-08-23,cancel
4270,2024-05-16,start
4270,2024-06-24,pause
4270,2024-08-21,resume
4270,2024-09-28,pause
4270,2024-12-18,resume
4271,2024-09-09,start
4271,2024-10-21,cancel
4272,2024-03-13,start
4272,2024-10-19,cancel
4273,2024-10-21,start
4274,2024-07-23,start
4275,2024-05-25,start
4275,2024-08-04,pause
4275,2024-10-04,resume
4275,2024-12-06,pause
4276,2024-01-11,start
4276,2024-09-07,cancel
4277,2024-02-05,start
4277,2024-03-30,cancel
4278,2024-01-15,start
4278,2024-07-05,cancel
4279,2024-08-08,start
4280,2024-05-28,start
4280,2024-10-03,pause
4280,2024-12-03,resume
4281,2024-10-04,start
4282,2024-06-21,start
4282,2024-12-15,pause
4283,2024-03-15,start
4284,2024-09-14,start
4285,2024-11-01,start
4286,2024-06-30,start
4286,2024-08-12,cancel
4287,2024-06-23,start
4287,2024-10-30,cancel
4288,2024-07-24,start
4289,2024-02-26,start
4289,2024-05-30,cancel
4290,2024-10-21,start
4291,2024-09-21,start
4292,2024-10-10,start
4293,2024-06-30,start
4294,2024-11-24,start
4295,2024-08-29,start
4296,2024-04-02,start
4296,2024-06-06,cancel
4297,2024-11-02,start
4298,2024-09-16,start
4299,2024-11-03,start
4300,2024-07-17,start
4301,2024-07-11,start
4302,2024-09-10,start
4302,2024-10-21,cancel
4303,2024-06-02,start
4303,2024-06-23,pause
4303,2024-08-07,resume
4304,2024-07-20,start
4304,2024-10-06,cancel
4305,2024-10-24,start
4306,2024-06-18,start
4306,2024-09-04,cancel
4307,2024-10-20,start
4308,2024-03-27,start
4309,2024-03-20,start
4309,2024-04-27,cancel
4310,2024-04-16,start
4310,2024-07-30,pause
4310,2024-09-07,resume
4310,2024-12-02,pause
4311,2024-09-01,start
4311,2024-11-14,cancel
4312,2024-07-28,start
4313,2024-06-30,start
4313,2024-12-23,cancel
4314,2024-02-10,start
4314,2024-07-29,cancel
4315,2024-08-24,start
4316,2024-01-28,start
4316,2024-09-01,cancel
4317,2024-05-19,start
4317,2024-08-02,pause
4317,2024-09-13,resume
4317,2024-10-23,pause
4318,2024-03-10,start
4319,2024-07-09,start
4319,2024-08-08,cancel
4320,2024-07-02,start
4320,2024-09-14,cancel
4321,2024-08-07,start
4322,2024-05-25,start
4322,2024-08-25,pause
4322,2024-10-27,resume
4323,2024-01-26,start
4323,2024-02-20,cancel
4324,2024-08-16,start
4325,2024-01-15,start
4325,2024-09-12,cancel
4326,2024-04-16,start
4326,2024-07-08,cancel
4327,2024-07-21,start
4328,2024-04-06,start
4328,2024-05-23,pause
4328,2024-08-06,resume
4328,2024-10-26,pause
4329,2024-06-03,start
4329,2024-09-06,pause
4329,2024-11-16,resume
4330,2024-06-06,start
4330,2024-12-13,pause
4331,2024-01-06,start
4331,2024-09-10,cancel
4332,2024-10-30,start
4333,2024-11-09,start
4334,2024-09-26,start
4335,2024-08-28,start
4336,2024-02-12,start
4337,2024-11-03,start
4338,2024-04-04,start
4338,2024-04-28,pause
4338,2024-06-19,resume
4338,2024-11-13,pause
4339,2024-07-15,start
4339,2024-12-11,cancel
4340,2024-08-01,start
4341,2024-10-21,start
4342,2024-03-31,start
4342,2024-09-13,cancel
4343,2024-01-02,start
4343,2024-04-21,cancel
4344,2024-05-31,start
4344,2024-08-13,pause
4344,2024-10-28,resume
4344,2024-11-24,pause
4345,2024-08-17,start
4346,2024-05-01,start
4346,2024-06-25,cancel
4347,2024-04-03,start
4347,2024-06-10,pause
4347,2024-09-04,resume
4347,2024-10-04,pause
4347,2024-11-13,resume
4348,2024-02-16,start
4349,2024-09-23,start
4350,2024-10-24,start
4351,2024-06-21,start
4351,2024-09-16,pause
4351,2024-11-25,resume
4352,2024-06-14,start
4352,2024-09-05,pause
4352,2024-10-27,resume
4353,2024-09-15,start
4354,2024-05-03,start
4355,2024-02-16,start
4356,2024-11-09,start
4357,2024-04-21,start
4358,2024-01-25,start
4359,2024-08-08,start
4360,2024-11-08,start
4361,2024-06-14,start
4361,2024-08-12,pause
4361,2024-09-21,resume
4362,2024-05-25,start
4362,2024-08-08,pause
4362,2024-09-19,resume
4363,2024-07-02,start
4363,2024-11-25,cancel
4364,2024-05-23,start
4364,2024-11-17,pause
4365,2024-04-24,start
4365,2024-08-29,pause
4365,2024-10-07,resume
4366,2024-08-28,start
4367,2024-10-04,start
4368,2024-02-19,start
4369,2024-08-22,start
4370,2024-01-01,start
4370,2024-03-29,cancel
4371,2024-05-05,start
4371,2024-11-07,pause
4372,2024-09-20,start
4373,2024-04-27,start
4373,2024-09-25,pause
4373,2024-12-13,resume
4374,2024-08-04,start
4374,2024-12-23,cancel
4375,2024-08-26,start
4375,2024-12-11,cancel
4376,2024-08-26,start
4377,2024-11-15,start
4378,2024-02-09,start
4378,2024-12-24,cancel
4379,2024-03-13,start
4379,2024-07-12,cancel
4380,2024-10-12,start
4381,2024-09-18,start
4382,2024-06-27,start
4382,2024-11-01,pause
4383,2024-08-07,start
4384,2024-04-26,start
4384,2024-06-23,cancel
4385,2024-05-26,start
4385,2024-08-27,pause
4385,2024-10-18,resume
4386,2024-02-08,start
4387,2024-03-16,start
4387,2024-05-05,cancel
4388,2024-09-29,start
4389,2024-08-30,start
4390,2024-05-01,start
4391,2024-04-01,start
4391,2024-05-29,pause
4391,2024-07-22,resume
4391,2024-08-15,pause
4391,2024-11-09,resume
4392,2024-09-02,start
4393,2024-09-24,start
4394,2024-05-01,start
4395,2024-08-23,start
4396,2024-02-28,start
4397,2024-06-03,start
4397,2024-08-30,pause
4397,2024-11-04,resume
4397,2024-11-30,pause
4398,2024-07-02,start
4399,2024-09-29,start
4400,2024-05-26,start
4400,2024-11-04,cancel
4401,2024-02-09,start
4401,2024-03-01,cancel
4402,2024-09-01,start
4403,2024-04-18,start
4403,2024-09-24,pause
4403,2024-11-17,resume
4404,2024-04-26,start
4404,2024-09-19,cancel
4405,2024-05-03,start
4405,2024-08-23,pause
4405,2024-10-01,resume
4405,2024-11-03,pause
4405,2024-12-10,resume
4406,2024-07-17,start
4407,2024-02-05,start
4407,2024-08-18,cancel
4408,2024-11-08,start
4409,2024-10-01,start
4410,2024-05-09,start
4410,2024-07-07,pause
4410,2024-08-07,resume
4411,2024-01-23,start
4412,2024-10-28,start
4413,2024-02-13,start
4414,2024-06-01,start
4414,2024-08-01,pause
4414,2024-09-21,resume
4414,2024-10-21,cancel
4415,2024-11-08,start
4416,2024-09-04,start
4417,2024-04-12,start
4417,2024-07-27,pause
4417,2024-10-10,resume
4418,2024-01-22,start
4419,2024-11-15,start
4420,2024-10-14,start
4421,2024-03-25,start
4422,2024-10-16,start
4423,2024-03-10,start
4424,2024-07-25,start
4425,2024-03-22,start
4426,2024-10-29,start
4427,2024-06-11,start
4428,2024-09-19,start
4429,2024-07-19,start
4430,2024-09-03,start
4431,2024-02-04,start
4432,2024-11-13,start
4433,2024-10-08,start
4433,2024-11-01,cancel
4434,2024-05-03,start
4434,2024-10-05,cancel
4435,2024-05-25,start
4435,2024-09-30,pause
4435,2024-12-14,resume
4436,2024-06-22,start
4436,2024-09-11,pause
4436,2024-12-03,resume
4437,2024-03-06,start
4438,2024-01-14,start
4438,2024-08-23,cancel
4439,2024-02-17,start
4440,2024-10-30,start
4441,2024-04-11,start
4441,2024-06-19,pause
4441,2024-08-19,resume
4441,2024-09-17,cancel
4442,2024-04-21,start
4443,2024-04-17,start
4443,2024-05-10,pause
4443,2024-07-16,resume
4443,2024-10-08,pause
4443,2024-11-24,resume
4444,2024-06-02,start
4444,2024-12-09,cancel
4445,2024-03-27,start
4446,2024-02-08,start
4446,2024-07-23,cancel
4447,2024-03-25,start
4448,2024-11-10,start
4449,2024-09-18,start
4450,2024-02-22,start
4451,2024-08-20,start
4452,2024-10-29,start
4453,2024-06-07,start
4454,2024-06-20,start
4454,2024-08-20,pause
4454,2024-09-25,resume
4455,2024-10-13,start
4456,2024-01-24,start
4457,2024-05-11,start
4457,2024-06-18,pause
4457,2024-07-18,resume
4457,2024-09-18,pause
4457,2024-10-23,resume
4458,2024-04-12,start
4458,2024-05-14,pause
4458,2024-06-27,resume
4459,2024-02-23,start
4459,2024-11-30,cancel
4460,2024-01-30,start
4461,2024-05-26,start
4461,2024-07-25,pause
4461,2024-10-02,resume
4462,2024-01-08,start
4463,2024-07-03,start
4464,2024-02-03,start
4464,2024-05-30,cancel
4465,2024-02-19,start
4465,2024-07-16,cancel
4466,2024-05-17,start
4466,2024-08-01,pause
4466,2024-10-22,resume
4466,2024-12-15,cancel
4467,2024-11-14,start
4468,2024-10-22,start
4469,2024-11-08,start
4470,2024-06-06,start
4470,2024-07-15,pause
4470,2024-09-09,resume
4471,2024-02-24,start
4472,2024-05-23,start
4472,2024-07-01,pause
4472,2024-08-07,resume
4472,2024-10-25,pause
4472,2024-12-20,resume
4473,2024-05-21,start
4473,2024-07-25,pause
4473,2024-09-23,resume
4474,2024-07-11,start
4475,2024-01-08,start
4476,2024-07-12,start
4477,2024-05-04,start
4477,2024-10-17,cancel
4478,2024-05-30,start
4478,2024-10-18,pause
4479,2024-10-10,start
4480,2024-02-28,start
4481,2024-11-16,start
4482,2024-03-25,start
4483,2024-06-05,start
4483,2024-08-27,pause
4483,2024-10-29,resume
4484,2024-09-26,start
4485,2024-06-06,start
4485,2024-12-04,pause
4486,2024-05-16,start
4486,2024-07-10,pause
4486,2024-08-09,resume
4486,2024-08-30,pause
4486,2024-10-11,resume
4487,2024-06-30,start
4487,2024-11-09,cancel
4488,2024-01-14,start
4488,2024-08-21,cancel
4489,2024-10-02,start
4490,2024-09-23,start
4491,2024-04-05,start
4491,2024-07-31,pause
4491,2024-10-24,resume
4491,2024-12-21,pause
4492,2024-03-17,start
4493,2024-01-26,start
4494,2024-05-21,start
4494,2024-07-15,pause
4494,2024-10-13,resume
4494,2024-11-06,pause
4494,2024-12-13,resume
4495,2024-06-17,start
4495,2024-10-14,cancel
4496,2024-01-01,start
4496,2024-03-05,cancel
4497,2024-08-05,start
4498,2024-01-04,start
4499,2024-02-27,start
4499,2024-05-03,cancel
4500,2024-03-09,start
4501,2024-04-08,start
4501,2024-07-18,pause
4501,2024-08-27,resume
4501,2024-11-23,pause
4502,2024-05-26,start
4502,2024-09-07,pause
4502,2024-10-16,resume
4502,2024-12-21,pause
4503,2024-03-06,start
4504,2024-09-13,start
4505,2024-04-04,start
4505,2024-05-29,pause
4505,2024-08-24,resume
4506,2024-06-21,start
4506,2024-11-20,pause
4507,2024-11-08,start
4508,2024-01-25,start
4509,2024-07-27,start
4510,2024-03-21,start
4511,2024-02-28,start
4512,2024-03-06,start
4512,2024-05-29,cancel
4513,2024-03-24,start
4513,2024-11-10,cancel
4514,2024-02-04,start
4514,2024-07-03,cancel
4515,2024-02-20,start
4516,2024-07-16,start
4517,2024-02-11,start
4518,2024-09-19,start
4519,2024-01-27,start
4520,2024-07-09,start
4520,2024-12-03,cancel
4521,2024-03-29,start
4521,2024-11-30,cancel
4522,2024-06-12,start
4522,2024-07-12,pause
4522,2024-10-08,resume
4523,2024-05-09,start
4524,2024-09-28,start
4525,2024-09-18,start
4526,2024-06-29,start
4527,2024-03-03,start
4528,2024-10-18,start
4528,2024-11-24,cancel
4529,2024-02-23,start
4530,2024-09-02,start
4531,2024-01-19,start
4531,2024-10-05,cancel
4532,2024-04-29,start
4532,2024-05-24,pause
4532,2024-08-09,resume
4532,2024-10-16,pause
4532,2024-12-14,resume
4533,2024-05-10,start
4533,2024-09-18,pause
4533,2024-11-18,resume
4534,2024-06-21,start
4534,2024-07-26,pause
4534,2024-09-28,resume
4535,2024-04-27,start
4535,2024-09-08,pause
4535,2024-11-01,resume
4535,2024-11-25,pause
4536,2024-04-21,start
4536,2024-05-21,pause
4536,2024-07-21,resume
4536,2024-08-30,pause
4536,2024-11-18,resume
4537,2024-03-15,start
4537,2024-07-31,cancel
4538,2024-03-28,start
4538,2024-12-07,cancel
4539,2024-02-10,start
4540,2024-05-29,start
4540,2024-07-10,pause
4540,2024-08-22,resume
4540,2024-10-18,pause
4540,2024-11-24,resume
4541,2024-05-27,start
4541,2024-06-18,pause
4541,2024-09-05,resume
4541,2024-11-01,pause
4541,2024-12-04,resume
4542,2024-08-07,start
4542,2024-10-14,cancel
4543,2024-09-20,start
4543,2024-11-25,cancel
4544,2024-08-27,start
4545,2024-05-22,start
4545,2024-06-29,pause
4545,2024-08-11,resume
4545,2024-09-19,pause
4545,2024-10-25,resume
4545,2024-12-09,pause
4546,2024-07-24,start
4547,2024-05-30,start
4547,2024-07-07,pause
4547,2024-09-03,resume
4548,2024-08-22,start
4549,2024-10-15,start
4550,2024-04-19,start
4550,2024-05-15,pause
4550,2024-08-03,resume
4550,2024-11-19,cancel
4551,2024-06-08,start
4551,2024-08-13,pause
4551,2024-10-09,resume
4552,2024-11-12,start
4553,2024-06-01,start
4553,2024-09-09,pause
4553,2024-11-26,resume
4554,2024-01-26,start
4554,2024-02-20,cancel
4555,2024-11-15,start
4556,2024-08-06,start
4557,2024-08-31,start
4557,2024-12-19,cancel
4558,2024-05-08,start
4558,2024-07-19,pause
4558,2024-09-24,resume
4558,2024-12-16,pause
4559,2024-09-15,start
4560,2024-03-07,start
4560,2024-09-07,cancel
4561,2024-04-14,start
4561,2024-11-23,pause
4562,2024-01-23,start
4562,2024-11-13,cancel
4563,2024-04-24,start
4563,2024-06-24,pause
4563,2024-08-16,resume
4564,2024-10-26,start
4565,2024-07-08,start
4566,2024-10-22,start
4567,2024-07-17,start
4568,2024-06-06,start
4568,2024-08-18,pause
4568,2024-10-08,resume
4568,2024-11-06,cancel
4569,2024-06-10,start
4569,2024-12-12,pause
4570,2024-03-13,start
4571,2024-09-19,start
4572,2024-08-01,start
4573,2024-03-15,start
4573,2024-05-10,cancel
4574,2024-08-12,start
4574,2024-09-05,cancel
4575,2024-02-06,start
4575,2024-10-21,cancel
4576,2024-02-13,start
4576,2024-04-09,cancel
4577,2024-08-03,start
4577,2024-12-07,cancel
4578,2024-11-20,start
4579,2024-06-25,start
4579,2024-08-21,cancel
4580,2024-03-19,start
4580,2024-10-18,cancel
4581,2024-07-25,start
4581,2024-12-02,cancel
4582,2024-05-11,start
4582,2024-07-22,pause
4582,2024-09-18,resume
4582,2024-10-19,pause
4582,2024-12-07,resume
4583,2024-07-04,start
4584,2024-04-05,start
4584,2024-06-03,pause
4584,2024-08-25,resume
4585,2024-07-29,start
4586,2024-04-19,start
4586,2024-07-01,pause
4586,2024-09-09,resume
4587,2024-08-14,start
4588,2024-03-12,start
4589,2024-03-13,start
4589,2024-08-13,cancel
4590,2024-09-16,start
4590,2024-12-13,cancel
4591,2024-04-16,start
4591,2024-10-09,pause
4591,2024-11-13,resume
4592,2024-08-29,start
4593,2024-07-07,start
4593,2024-12-05,cancel
4594,2024-01-24,start
4595,2024-05-27,start
4595,2024-08-03,pause
4595,2024-09-04,resume
4596,2024-11-17,start
4597,2024-07-30,start
4598,2024-03-18,start
4598,2024-05-01,cancel
4599,2024-08-03,start
4600,2024-04-24,start
4600,2024-07-16,cancel
4601,2024-03-05,start
4601,2024-05-29,cancel
4602,2024-10-28,start
4603,2024-07-09,start
4603,2024-12-20,cancel
4604,2024-06-21,start
4604,2024-10-25,pause
4605,2024-03-09,start
4605,2024-04-13,cancel
4606,2024-09-05,start
4607,2024-06-25,start
4607,2024-09-21,pause
4607,2024-12-05,resume
4608,2024-04-12,start
4608,2024-06-23,pause
4608,2024-08-20,resume
4609,2024-05-17,start
4609,2024-07-27,pause
4609,2024-09-09,resume
4610,2024-05-15,start
4610,2024-12-13,cancel
4611,2024-02-25,start
4612,2024-05-13,start
4612,2024-08-04,pause
4612,2024-10-15,resume
4613,2024-06-13,start
4613,2024-08-28,pause
4613,2024-10-31,resume
4614,2024-06-03,start
4614,2024-07-09,cancel
4615,2024-09-21,start
4616,2024-06-06,start
4616,2024-06-26,pause
4616,2024-08-10,resume
4617,2024-08-05,start
4617,2024-09-16,cancel
4618,2024-05-04,start
4618,2024-05-25,pause
4618,2024-07-01,resume
4618,2024-08-25,cancel
4619,2024-06-12,start
4619,2024-09-13,cancel
4620,2024-05-12,start
4620,2024-08-02,cancel
4621,2024-01-08,start
4622,2024-08-22,start
4622,2024-10-30,cancel
4623,2024-01-02,start
4624,2024-07-07,start
4625,2024-04-07,start
4625,2024-10-23,pause
4625,2024-12-20,resume
4626,2024-09-22,start
4627,2024-09-03,start
4628,2024-03-22,start
4628,2024-07-04,cancel
4629,2024-10-08,start
4630,2024-03-26,start
4631,2024-02-25,start
4632,2024-04-19,start
4633,2024-07-28,start
4633,2024-10-25,cancel
4634,2024-04-18,start
4634,2024-06-05,pause
4634,2024-09-03,resume
4634,2024-10-02,pause
4634,2024-12-25,resume
4635,2024-01-19,start
4635,2024-10-18,cancel
4636,2024-04-07,start
4636,2024-05-21,pause
4636,2024-06-28,resume
4637,2024-08-02,start
4638,2024-09-15,start
4639,2024-04-09,start
4639,2024-05-30,pause
4639,2024-07-13,resume
4639,2024-09-01,pause
4639,2024-11-02,resume
4640,2024-03-18,start
4640,2024-11-22,cancel
4641,2024-02-08,start
4642,2024-01-11,start
4643,2024-07-11,start
4643,2024-11-18,cancel
4644,2024-06-21,start
4644,2024-09-08,pause
4644,2024-10-14,resume
4645,2024-11-03,start
4646,2024-10-10,start
4647,2024-05-12,start
4647,2024-07-31,pause
4647,2024-10-07,resume
4648,2024-10-13,start
4649,2024-02-13,start
4650,2024-05-14,start
4650,2024-07-22,pause
4650,2024-10-13,resume
4650,2024-11-09,pause
4651,2024-07-10,start
4651,2024-10-20,cancel
4652,2024-05-25,start
4652,2024-06-28,pause
4652,2024-09-07,resume
4653,2024-10-03,start
4654,2024-03-23,start
4654,2024-05-19,cancel
4655,2024-11-10,start
4656,2024-09-25,start
4657,2024-07-25,start
4658,2024-11-25,start
4659,2024-02-07,start
4660,2024-11-25,start
4661,2024-06-23,start
4661,2024-10-15,pause
4661,2024-12-18,resume
4662,2024-10-05,start
4663,2024-05-13,start
4663,2024-10-15,pause
4663,2024-11-28,resume
4664,2024-09-10,start
4665,2024-05-23,start
4665,2024-06-29,pause
4665,2024-07-30,resume
4665,2024-10-27,pause
4665,2024-12-03,resume
4666,2024-05-05,start
4666,2024-06-24,pause
4666,2024-09-12,resume
4666,2024-10-18,pause
4666,2024-12-04,resume
4667,2024-01-07,start
4667,2024-12-11,cancel
4668,2024-09-01,start
4669,2024-05-04,start
4669,2024-06-11,pause
4669,2024-08-20,resume
4670,2024-06-23,start
4670,2024-11-25,pause
4671,2024-09-21,start
4672,2024-03-12,start
4673,2024-09-29,start
4674,2024-04-24,start
4674,2024-05-18,pause
4674,2024-07-20,resume
4674,2024-10-17,pause
4674,2024-12-23,resume
4675,2024-04-06,start
4675,2024-12-22,pause
4676,2024-04-19,start
4676,2024-06-11,cancel
4677,2024-10-12,start
4678,2024-11-07,start
4679,2024-11-20,start
4680,2024-07-10,start
4681,2024-02-18,start
4681,2024-09-21,cancel
4682,2024-05-28,start
4682,2024-08-03,pause
4682,2024-10-23,resume
4682,2024-12-22,pause
4683,2024-11-17,start
4684,2024-06-28,start
4684,2024-08-19,pause
4684,2024-09-24,resume
4685,2024-09-04,start
4686,2024-05-15,start
4686,2024-07-18,pause
4686,2024-10-14,resume
4686,2024-11-11,pause
4686,2024-12-24,resume
4687,2024-11-25,start
4688,2024-08-01,start
4688,2024-12-01,cancel
4689,2024-01-27,start
4689,2024-10-05,cancel
4690,2024-02-01,start
4691,2024-08-21,start
4692,2024-11-10,start
4693,2024-11-13,start
4694,2024-10-07,start
4695,2024-06-14,start
4695,2024-10-11,pause
4695,2024-12-08,resume
4696,2024-02-19,start
4697,2024-05-03,start
4697,2024-07-01,pause
4697,2024-07-31,resume
4698,2024-11-16,start
4699,2024-07-08,start
4700,2024-07-06,start
4701,2024-08-20,start
4702,2024-09-30,start
4703,2024-04-11,start
4703,2024-07-20,pause
4703,2024-08-31,resume
4703,2024-11-17,cancel
4704,2024-03-05,start
4705,2024-01-30,start
4705,2024-08-24,cancel
4706,2024-03-13,start
4707,2024-03-01,start
4707,2024-11-17,cancel
4708,2024-01-31,start
4708,2024-07-17,cancel
4709,2024-03-21,start
4710,2024-09-22,start
4711,2024-06-01,start
4711,2024-08-25,pause
4711,2024-11-08,resume
4712,2024-06-02,start
4713,2024-06-06,start
4713,2024-08-07,pause
4713,2024-09-18,resume
4713,2024-11-16,pause
4713,2024-12-19,resume
4714,2024-06-18,start
4714,2024-12-02,cancel
4715,2024-10-24,start
4715,2024-11-23,cancel
4716,2024-04-14,start
4716,2024-08-05,pause
4716,2024-09-23,resume
4717,2024-08-02,start
4718,2024-06-05,start
4718,2024-10-02,cancel
4719,2024-05-29,start
4719,2024-12-08,pause
4720,2024-06-20,start
4720,2024-11-08,cancel
4721,2024-05-18,start
4721,2024-08-03,cancel
4722,2024-05-25,start
4722,2024-07-20,pause
4722,2024-10-04,resume
4722,2024-11-16,pause
4723,2024-05-09,start
4723,2024-12-06,pause
4724,2024-01-24,start
4725,2024-06-07,start
4725,2024-08-06,pause
4725,2024-10-25,resume
4726,2024-02-22,start
4727,2024-08-31,start
4728,2024-05-30,start
4728,2024-11-04,pause
4729,2024-06-17,start
4729,2024-11-11,pause
4730,2024-06-19,start
4730,2024-08-31,pause
4730,2024-10-27,resume
4731,2024-06-10,start
4732,2024-04-10,start
4733,2024-07-04,start
4734,2024-09-12,start
4735,2024-09-11,start
4736,2024-09-21,start
4736,2024-11-09,cancel
4737,2024-08-25,start
4738,2024-01-26,start
4739,2024-10-26,start
4740,2024-02-01,start
4741,2024-11-05,start
4742,2024-03-29,start
4742,2024-11-25,cancel
4743,2024-11-05,start
4744,2024-07-30,start
4745,2024-06-27,start
4745,2024-11-16,pause
4745,2024-12-19,resume
4746,2024-01-19,start
4747,2024-04-21,start
4747,2024-06-20,pause
4747,2024-09-11,resume
4748,2024-09-21,start
4749,2024-08-27,start
4750,2024-01-17,start
4751,2024-05-15,start
4751,2024-08-12,cancel
4752,2024-05-25,start
4752,2024-10-08,pause
4752,2024-11-22,resume
4753,2024-03-25,start
4754,2024-07-17,start
4755,2024-04-01,start
4755,2024-05-21,pause
4755,2024-07-09,resume
4755,2024-08-24,pause
4755,2024-10-05,resume
4755,2024-12-15,pause
4756,2024-01-12,start
4756,2024-05-27,cancel
4757,2024-07-10,start
4758,2024-03-21,start
4759,2024-01-04,start
4760,2024-03-15,start
4760,2024-05-05,cancel
4761,2024-04-07,start
4761,2024-11-24,cancel
4762,2024-07-28,start
4762,2024-11-06,cancel
4763,2024-04-22,start
4764,2024-06-11,start
4764,2024-09-17,pause
4764,2024-11-30,resume
4765,2024-09-19,start
4766,2024-01-05,start
4766,2024-10-31,cancel
4767,2024-10-20,start
4768,2024-10-30,start
4769,2024-02-07,start
4769,2024-05-23,cancel
4770,2024-05-26,start
4770,2024-11-16,pause
4770,2024-12-25,resume
4771,2024-09-17,start
4772,2024-09-15,start
4773,2024-05-31,start
4773,2024-08-17,pause
4773,2024-10-28,resume
4774,2024-09-29,start
4775,2024-08-01,start
4776,2024-07-11,start
4777,2024-04-07,start
4777,2024-10-15,cancel
4778,2024-03-30,start
4778,2024-12-16,cancel
4779,2024-08-14,start
4779,2024-10-08,cancel
4780,2024-01-29,start
4780,2024-10-17,cancel
4781,2024-09-11,start
4782,2024-04-27,start
4782,2024-06-24,pause
4782,2024-08-18,resume
4783,2024-08-10,start
4784,2024-11-23,start
4785,2024-05-20,start
4785,2024-07-15,pause
4785,2024-09-18,resume
4786,2024-05-05,start
4786,2024-09-15,pause
4786,2024-12-07,resume
4787,2024-11-12,start
4788,2024-09-11,start
4789,2024-10-28,start
4790,2024-04-23,start
4790,2024-05-30,pause
4790,2024-08-18,resume
4790,2024-12-10,pause
4791,2024-06-07,start
4791,2024-11-15,pause
4792,2024-06-26,start
4792,2024-09-12,pause
4792,2024-10-18,resume
4793,2024-04-01,start
4793,2024-05-05,pause
4793,2024-07-14,resume
4793,2024-09-16,pause
4793,2024-11-04,resume
4794,2024-03-29,start
4795,2024-07-14,start
4796,2024-05-23,start
4796,2024-06-12,pause
4796,2024-08-05,resume
4797,2024-02-02,start
4797,2024-04-23,cancel
4798,2024-08-29,start
4799,2024-02-27,start
4799,2024-05-20,cancel
4800,2024-10-22,start
4801,2024-01-28,start
4801,2024-11-17,cancel
4802,2024-02-07,start
4803,2024-11-23,start
4804,2024-01-24,start
4804,2024-04-05,cancel
4805,2024-11-23,start
4806,2024-09-15,start
4807,2024-04-22,start
4807,2024-09-25,pause
4807,2024-12-10,resume
4808,2024-08-07,start
4809,2024-07-14,start
4810,2024-07-10,start
4810,2024-09-24,cancel
4811,2024-03-13,start
4812,2024-01-02,start
4812,2024-04-12,cancel
4813,2024-11-19,start
4814,2024-06-05,start
4815,2024-05-24,start
4815,2024-06-15,pause
4815,2024-09-12,resume
4815,2024-10-29,pause
4815,2024-12-11,resume
4816,2024-03-28,start
4817,2024-11-14,start
4818,2024-11-12,start
4819,2024-11-04,start
4820,2024-11-24,start
4821,2024-03-03,start
4821,2024-05-05,cancel
4822,2024-07-11,start
4822,2024-11-04,cancel
4823,2024-09-24,start
4824,2024-02-17,start
4825,2024-07-17,start
4825,2024-10-06,cancel
4826,2024-06-23,start
4826,2024-08-21,pause
4826,2024-10-19,resume
4827,2024-01-11,start
4827,2024-02-13,cancel
4828,2024-06-15,start
4828,2024-07-06,pause
4828,2024-08-30,resume
4828,2024-11-21,pause
4829,2024-01-12,start
4829,2024-08-06,cancel
4830,2024-11-20,start
4831,2024-05-05,start
4831,2024-10-02,pause
4831,2024-11-05,resume
4832,2024-04-12,start
4832,2024-08-18,pause
4832,2024-10-27,resume
4832,2024-12-15,pause
4833,2024-06-26,start
4833,2024-08-12,pause
4833,2024-10-23,resume
4834,2024-03-27,start
4835,2024-09-29,start
4836,2024-02-11,start
4836,2024-10-23,cancel
4837,2024-11-08,start
4838,2024-09-08,start
4839,2024-08-30,start
4840,2024-11-14,start
4841,2024-05-18,start
4842,2024-03-30,start
4843,2024-07-29,start
4844,2024-02-04,start
4844,2024-09-27,cancel
4845,2024-08-03,start
4846,2024-03-06,start
4847,2024-01-03,start
4848,2024-01-28,start
4848,2024-05-15,cancel
4849,2024-11-20,start
4850,2024-07-02,start
4851,2024-04-21,start
4851,2024-09-29,pause
4851,2024-11-07,resume
4851,2024-12-08,pause
4852,2024-08-24,start
4853,2024-11-11,start
4854,2024-06-25,start
4854,2024-08-31,pause
4854,2024-10-06,resume
4855,2024-05-26,start
4855,2024-07-31,pause
4855,2024-09-14,resume
4856,2024-06-10,start
4856,2024-11-12,pause
4857,2024-06-05,start
4857,2024-07-01,pause
4857,2024-09-08,resume
4858,2024-02-18,start
4858,2024-05-02,cancel
4859,2024-01-21,start
4859,2024-05-15,cancel
4860,2024-07-15,start
4861,2024-05-06,start
4861,2024-06-01,pause
4861,2024-08-13,resume
