account_id,signup_date,plan,seats
4161,2024-08-29,business,5
4162,2024-08-11,enterprise,37
4163,2024-11-08,business,37
4164,2024-05-02,business,8
4165,2024-06-12,enterprise,9
4166,2024-05-07,team,39
4167,2024-11-08,team,34
4168,2024-09-28,team,2
4169,2024-07-09,team,3
4170,2024-11-14,team,27
4171,2024-09-23,business,37
4172,2024-02-27,team,36
4173,2024-05-11,business,14
4174,2024-05-08,team,31
4175,2024-05-16,business,28
4176,2024-09-16,business,31
4177,2024-11-16,enterprise,24
4178,2024-04-20,team,11
4179,2024-01-09,team,31
4180,2024-02-14,enterprise,31
4181,2024-07-05,enterprise,12
4182,2024-05-13,team,31
4183,2024-01-22,enterprise,18
4184,2024-02-19,business,19
4185,2024-08-21,team,29
4186,2024-02-22,business,23
4187,2024-06-30,team,21
4188,2024-08-12,business,36
4189,2024-10-22,business,22
4190,2024-06-20,enterprise,5
4191,2024-07-15,team,16
4192,2024-06-02,team,4
4193,2024-03-02,enterprise,37
4194,2024-01-22,team,20
4195,2024-02-18,team,28
4196,2024-09-05,team,39
4197,2024-08-10,team,3
4198,2024-01-18,enterprise,16
4199,2024-03-19,business,10
4200,2024-04-30,team,40
4201,2024-10-18,business,2
4202,2024-01-10,enterprise,24
4203,2024-08-13,enterprise,19
4204,2024-07-29,enterprise,14
4205,2024-01-09,enterprise,26
4206,2024-02-17,team,29
4207,2024-06-03,business,9
4208,2024-07-26,team,27
4209,2024-10-17,business,34
4210,2024-05-26,business,3
4211,2024-02-19,team,8
4212,2024-05-14,enterprise,33
4213,2024-08-24,team,33
4214,2024-04-14,team,10
4215,2024-08-21,business,16
4216,2024-02-10,business,22
4217,2024-02-12,team,15
4218,2024-04-08,team,17
4219,2024-04-01,team,28
4220,2024-08-16,team,27
4221,2024-04-21,business,23
4222,2024-04-04,business,18
4223,2024-03-22,business,26
4224,2024-11-06,team,2
4225,2024-05-08,team,34
4226,2024-05-02,business,21
4227,2024-07-12,enterprise,35
4228,2024-11-09,team,40
4229,2024-06-06,business,22
4230,2024-03-27,enterprise,23
4231,2024-09-04,business,29
4232,2024-09-02,enterprise,19
4233,2024-11-09,enterprise,14
4234,2024-05-08,team,10
4235,2024-02-28,business,29
4236,2024-06-19,business,25
4237,2024-09-11,team,26
4238,2024-01-21,enterprise,39
4239,2024-11-22,team,32
4240,2024-08-14,enterprise,15
4241,2024-03-17,business,8
4242,2024-07-26,team,18
4243,2024-04-08,enterprise,10
4244,2024-03-21,team,32
4245,2024-06-02,business,28
4246,2024-11-10,business,30
4247,2024-08-15,team,38
4248,2024-10-15,business,25
4249,2024-09-08,team,17
4250,2024-03-13,business,31
4251,2024-02-28,enterprise,11
4252,2024-11-20,enterprise,12
4253,2024-11-01,enterprise,16
4254,2024-05-15,team,26
4255,2024-04-02,team,19
4256,2024-04-08,business,31
4257,2024-10-07,enterprise,37
4258,2024-01-28,enterprise,18
4259,2024-11-24,team,5
4260,2024-11-12,team,20
4261,2024-09-18,business,17
4262,2024-01-30,team,10
4263,2024-02-20,team,20
4264,2024-03-25,team,3
4265,2024-11-18,team,31
4266,2024-05-04,team,40
4267,2024-11-15,enterprise,25
4268,2024-01-16,team,16
4269,2024-02-27,team,31
4270,2024-05-16,team,25
4271,2024-09-09,team,9
4272,2024-03-13,business,13
4273,2024-10-21,enterprise,25
4274,2024-07-23,team,15
4275,2024-05-25,enterprise,2
4276,2024-01-11,business,39
4277,2024-02-05,team,28
4278,2024-01-15,team,5
4279,2024-08-08,team,8
4280,2024-05-28,enterprise,10
4281,2024-10-04,team,12
4282,2024-06-21,enterprise,16
4283,2024-03-15,team,17
4284,2024-09-14,enterprise,37
4285,2024-11-01,business,31
4286,2024-06-30,enterprise,21
4287,2024-06-23,team,14
4288,2024-07-24,team,26
4289,2024-02-26,team,35
4290,2024-10-21,enterprise,26
4291,2024-09-21,team,13
4292,2024-10-10,enterprise,9
4293,2024-06-30,team,35
4294,2024-11-24,enterprise,31
4295,2024-08-29,team,22
4296,2024-04-02,team,40
4297,2024-11-02,team,23
4298,2024-09-16,team,23
4299,2024-11-03,team,24
4300,2024-07-17,business,36
4301,2024-07-11,team,19
4302,2024-09-10,team,14
4303,2024-06-02,team,20
4304,2024-07-20,enterprise,17
4305,2024-10-24,team,20
4306,2024-06-18,team,6
4307,2024-10-20,business,20
4308,2024-03-27,team,5
4309,2024-03-20,enterprise,20
4310,2024-04-16,business,14
4311,2024-09-01,team,15
4312,2024-07-28,enterprise,18
4313,2024-06-30,team,6
4314,2024-02-10,business,3
4315,2024-08-24,team,10
4316,2024-01-28,team,37
4317,2024-05-19,team,11
4318,2024-03-10,business,40
4319,2024-07-09,enterprise,7
4320,2024-07-02,business,39
4321,2024-08-07,team,17
4322,2024-05-25,team,6
4323,2024-01-26,team,34
4324,2024-08-16,enterprise,8
4325,2024-01-15,enterprise,28
4326,2024-04-16,team,10
4327,2024-07-21,team,8
4328,2024-04-06,enterprise,27
4329,2024-06-03,team,40
4330,2024-06-06,enterprise,25
4331,2024-01-06,enterprise,12
4332,2024-10-30,team,14
4333,2024-11-09,business,31
4334,2024-09-26,enterprise,17
4335,2024-08-28,business,11
4336,2024-02-12,business,34
4337,2024-11-03,team,20
4338,2024-04-04,business,32
4339,2024-07-15,enterprise,15
4340,2024-08-01,enterprise,17
4341,2024-10-21,enterprise,36
4342,2024-03-31,team,11
4343,2024-01-02,team,3
4344,2024-05-31,team,11
4345,2024-08-17,enterprise,2
4346,2024-05-01,enterprise,22
4347,2024-04-03,business,30
4348,2024-02-16,enterprise,32
4349,2024-09-23,enterprise,5
4350,2024-10-24,enterprise,21
4351,2024-06-21,enterprise,16
4352,2024-06-14,enterprise,26
4353,2024-09-15,business,13
4354,2024-05-03,business,38
4355,2024-02-16,business,17
4356,2024-11-09,business,3
4357,2024-04-21,team,5
4358,2024-01-25,team,23
4359,2024-08-08,team,3
4360,2024-11-08,team,29
4361,2024-06-14,team,21
4362,2024-05-25,team,8
4363,2024-07-02,team,4
4364,2024-05-23,enterprise,5
4365,2024-04-24,team,40
4366,2024-08-28,team,11
4367,2024-10-04,enterprise,32
4368,2024-02-19,team,20
4369,2024-08-22,business,20
4370,2024-01-01,business,9
4371,2024-05-05,enterprise,31
4372,2024-09-20,team,36
4373,2024-04-27,team,4
4374,2024-08-04,business,30
4375,2024-08-26,enterprise,9
4376,2024-08-26,team,18
4377,2024-11-15,team,36
4378,2024-02-09,team,3
4379,2024-03-13,business,18
4380,2024-10-12,business,17
4381,2024-09-18,team,6
4382,2024-06-27,team,14
4383,2024-08-07,team,40
4384,2024-04-26,team,19
4385,2024-05-26,enterprise,11
4386,2024-02-08,team,10
4387,2024-03-16,team,35
4388,2024-09-29,team,15
4389,2024-08-30,enterprise,40
4390,2024-05-01,team,8
4391,2024-04-01,business,19
4392,2024-09-02,enterprise,8
4393,2024-09-24,team,9
4394,2024-05-01,enterprise,2
4395,2024-08-23,team,19
4396,2024-02-28,team,14
4397,2024-06-03,team,7
4398,2024-07-02,enterprise,32
4399,2024-09-29,business,19
4400,2024-05-26,team,32
4401,2024-02-09,team,27
4402,2024-09-01,team,14
4403,2024-04-18,business,10
4404,2024-04-26,business,30
4405,2024-05-03,team,3
4406,2024-07-17,team,18
4407,2024-02-05,team,2
4408,2024-11-08,team,5
4409,2024-10-01,enterprise,31
4410,2024-05-09,team,7
4411,2024-01-23,enterprise,19
4412,2024-10-28,team,31
4413,2024-02-13,team,5
4414,2024-06-01,team,8
4415,2024-11-08,team,39
4416,2024-09-04,enterprise,24
4417,2024-04-12,enterprise,15
4418,2024-01-22,team,25
4419,2024-11-15,enterprise,40
4420,2024-10-14,enterprise,5
4421,2024-03-25,enterprise,37
4422,2024-10-16,business,17
4423,2024-03-10,business,19
4424,2024-07-25,business,35
4425,2024-03-22,team,5
4426,2024-10-29,business,13
4427,2024-06-11,business,30
4428,2024-09-19,business,8
4429,2024-07-19,team,2
4430,2024-09-03,business,31
4431,2024-02-04,team,6
4432,2024-11-13,team,8
4433,2024-10-08,team,37
4434,2024-05-03,business,4
4435,2024-05-25,team,18
4436,2024-06-22,enterprise,30
4437,2024-03-06,team,6
4438,2024-01-14,team,9
4439,2024-02-17,enterprise,23
4440,2024-10-30,enterprise,15
4441,2024-04-11,team,24
4442,2024-04-21,enterprise,39
4443,2024-04-17,team,7
4444,2024-06-02,enterprise,26
4445,2024-03-27,team,19
4446,2024-02-08,business,40
4447,2024-03-25,team,34
4448,2024-11-10,enterprise,31
4449,2024-09-18,enterprise,23
4450,2024-02-22,team,38
4451,2024-08-20,team,6
4452,2024-10-29,business,13
4453,2024-06-07,enterprise,9
4454,2024-06-20,business,22
4455,2024-10-13,team,24
4456,2024-01-24,team,26
4457,2024-05-11,team,13
4458,2024-04-12,team,29
4459,2024-02-23,team,39
4460,2024-01-30,team,32
4461,2024-05-26,enterprise,28
4462,2024-01-08,team,13
4463,2024-07-03,business,39
4464,2024-02-03,team,36
4465,2024-02-19,team,24
4466,2024-05-17,team,7
4467,2024-11-14,business,24
4468,2024-10-22,business,4
4469,2024-11-08,team,24
4470,2024-06-06,enterprise,11
4471,2024-02-24,team,16
4472,2024-05-23,business,5
4473,2024-05-21,team,20
4474,2024-07-11,enterprise,11
4475,2024-01-08,enterprise,30
4476,2024-07-12,business,21
4477,2024-05-04,team,22
4478,2024-05-30,team,23
4479,2024-10-10,enterprise,3
4480,2024-02-28,team,8
4481,2024-11-16,team,27
4482,2024-03-25,enterprise,23
4483,2024-06-05,team,4
4484,2024-09-26,team,38
4485,2024-06-06,team,2
4486,2024-05-16,team,33
4487,2024-06-30,enterprise,5
4488,2024-01-14,business,39
4489,2024-10-02,business,16
4490,2024-09-23,team,29
4491,2024-04-05,business,21
4492,2024-03-17,team,28
4493,2024-01-26,team,12
4494,2024-05-21,team,7
4495,2024-06-17,business,2
4496,2024-01-01,team,29
4497,2024-08-05,team,12
4498,2024-01-04,business,32
4499,2024-02-27,business,19
4500,2024-03-09,team,16
4501,2024-04-08,team,23
4502,2024-05-26,team,32
4503,2024-03-06,enterprise,10
4504,2024-09-13,enterprise,32
4505,2024-04-04,team,38
4506,2024-06-21,business,12
4507,2024-11-08,business,33
4508,2024-01-25,team,12
4509,2024-07-27,enterprise,12
4510,2024-03-21,business,25
4511,2024-02-28,enterprise,24
4512,2024-03-06,business,5
4513,2024-03-24,team,6
4514,2024-02-04,business,13
4515,2024-02-20,business,14
4516,2024-07-16,business,9
4517,2024-02-11,team,35
4518,2024-09-19,team,21
4519,2024-01-27,team,19
4520,2024-07-09,business,20
4521,2024-03-29,enterprise,33
4522,2024-06-12,team,23
4523,2024-05-09,business,8
4524,2024-09-28,business,20
4525,2024-09-18,team,34
4526,2024-06-29,team,18
4527,2024-03-03,enterprise,26
4528,2024-10-18,team,37
4529,2024-02-23,enterprise,4
4530,2024-09-02,business,12
4531,2024-01-19,team,28
4532,2024-04-29,team,23
4533,2024-05-10,business,33
4534,2024-06-21,team,8
4535,2024-04-27,team,2
4536,2024-04-21,team,28
4537,2024-03-15,business,25
4538,2024-03-28,team,21
4539,2024-02-10,team,19
4540,2024-05-29,business,22
4541,2024-05-27,business,25
4542,2024-08-07,team,16
4543,2024-09-20,team,5
4544,2024-08-27,team,33
4545,2024-05-22,team,38
4546,2024-07-24,team,18
4547,2024-05-30,team,31
4548,2024-08-22,team,28
4549,2024-10-15,team,40
4550,2024-04-19,team,14
4551,2024-06-08,business,4
4552,2024-11-12,team,7
4553,2024-06-01,business,35
4554,2024-01-26,team,15
4555,2024-11-15,enterprise,16
4556,2024-08-06,business,13
4557,2024-08-31,enterprise,37
4558,2024-05-08,enterprise,33
4559,2024-09-15,enterprise,35
4560,2024-03-07,team,32
4561,2024-04-14,business,6
4562,2024-01-23,business,11
4563,2024-04-24,team,34
4564,2024-10-26,business,2
4565,2024-07-08,business,7
4566,2024-10-22,team,31
4567,2024-07-17,business,7
4568,2024-06-06,team,23
4569,2024-06-10,team,7
4570,2024-03-13,team,22
4571,2024-09-19,team,28
4572,2024-08-01,enterprise,10
4573,2024-03-15,team,24
4574,2024-08-12,enterprise,36
4575,2024-02-06,team,26
4576,2024-02-13,team,18
4577,2024-08-03,team,36
4578,2024-11-20,business,27
4579,2024-06-25,team,32
4580,2024-03-19,team,8
4581,2024-07-25,business,40
4582,2024-05-11,enterprise,18
4583,2024-07-04,business,31
4584,2024-04-05,team,36
4585,2024-07-29,business,37
4586,2024-04-19,team,13
4587,2024-08-14,business,19
4588,2024-03-12,team,21
4589,2024-03-13,business,8
4590,2024-09-16,enterprise,13
4591,2024-04-16,team,40
4592,2024-08-29,team,10
4593,2024-07-07,team,11
4594,2024-01-24,team,29
4595,2024-05-27,enterprise,5
4596,2024-11-17,enterprise,27
4597,2024-07-30,business,4
4598,2024-03-18,team,6
4599,2024-08-03,enterprise,5
4600,2024-04-24,team,6
4601,2024-03-05,team,36
4602,2024-10-28,team,11
4603,2024-07-09,enterprise,16
4604,2024-06-21,team,32
4605,2024-03-09,team,34
4606,2024-09-05,enterprise,25
4607,2024-06-25,team,24
4608,2024-04-12,business,22
4609,2024-05-17,enterprise,22
4610,2024-05-15,enterprise,4
4611,2024-02-25,business,17
4612,2024-05-13,team,25
4613,2024-06-13,team,6
4614,2024-06-03,team,25
4615,2024-09-21,business,34
4616,2024-06-06,enterprise,2
4617,2024-08-05,team,24
4618,2024-05-04,business,3
4619,2024-06-12,business,39
4620,2024-05-12,team,13
4621,2024-01-08,team,2
4622,2024-08-22,enterprise,13
4623,2024-01-02,team,17
4624,2024-07-07,team,8
4625,2024-04-07,business,37
4626,2024-09-22,team,7
4627,2024-09-03,enterprise,37
4628,2024-03-22,team,38
4629,2024-10-08,team,40
4630,2024-03-26,enterprise,15
4631,2024-02-25,team,23
4632,2024-04-19,team,6
4633,2024-07-28,team,37
4634,2024-04-18,enterprise,6
4635,2024-01-19,enterprise,39
4636,2024-04-07,enterprise,40
4637,2024-08-02,team,19
4638,2024-09-15,business,25
4639,2024-04-09,business,35
4640,2024-03-18,team,37
4641,2024-02-08,enterprise,18
4642,2024-01-11,business,2
4643,2024-07-11,team,22
4644,2024-06-21,business,8
4645,2024-11-03,team,30
4646,2024-10-10,enterprise,31
4647,2024-05-12,team,33
4648,2024-10-13,team,23
4649,2024-02-13,enterprise,8
4650,2024-05-14,team,22
4651,2024-07-10,team,21
4652,2024-05-25,team,32
4653,2024-10-03,team,40
4654,2024-03-23,business,4
4655,2024-11-10,business,5
4656,2024-09-25,team,8
4657,2024-07-25,team,12
4658,2024-11-25,team,4
4659,2024-02-07,business,2
4660,2024-11-25,team,38
4661,2024-06-23,team,6
4662,2024-10-05,enterprise,16
4663,2024-05-13,team,16
4664,2024-09-10,team,4
4665,2024-05-23,business,23
4666,2024-05-05,business,37
4667,2024-01-07,business,32
4668,2024-09-01,team,25
4669,2024-05-04,business,33
4670,2024-06-23,enterprise,5
4671,2024-09-21,team,22
4672,2024-03-12,business,8
4673,2024-09-29,business,13
4674,2024-04-24,team,20
4675,2024-04-06,team,24
4676,2024-04-19,team,37
4677,2024-10-12,team,33
4678,2024-11-07,team,14
4679,2024-11-20,team,2
4680,2024-07-10,enterprise,25
4681,2024-02-18,enterprise,15
4682,2024-05-28,enterprise,33
4683,2024-11-17,team,2
4684,2024-06-28,team,15
4685,2024-09-04,team,24
4686,2024-05-15,business,29
4687,2024-11-25,team,27
4688,2024-08-01,business,40
4689,2024-01-27,enterprise,32
4690,2024-02-01,team,12
4691,2024-08-21,enterprise,10
4692,2024-11-10,team,20
4693,2024-11-13,enterprise,10
4694,2024-10-07,business,5
4695,2024-06-14,business,36
4696,2024-02-19,team,15
4697,2024-05-03,team,39
4698,2024-11-16,team,27
4699,2024-07-08,business,19
4700,2024-07-06,team,18
4701,2024-08-20,team,4
4702,2024-09-30,team,8
4703,2024-04-11,team,33
4704,2024-03-05,business,36
4705,2024-01-30,business,5
4706,2024-03-13,business,36
4707,2024-03-01,enterprise,13
4708,2024-01-31,team,35
4709,2024-03-21,business,12
4710,2024-09-22,team,11
4711,2024-06-01,business,2
4712,2024-06-02,team,33
4713,2024-06-06,team,14
4714,2024-06-18,team,21
4715,2024-10-24,enterprise,17
4716,2024-04-14,business,27
4717,2024-08-02,team,26
4718,2024-06-05,business,32
4719,2024-05-29,team,22
4720,2024-06-20,team,35
4721,2024-05-18,enterprise,35
4722,2024-05-25,business,33
4723,2024-05-09,business,20
4724,2024-01-24,business,19
4725,2024-06-07,team,2
4726,2024-02-22,team,10
4727,2024-08-31,team,19
4728,2024-05-30,team,6
4729,2024-06-17,team,12
4730,2024-06-19,enterprise,24
4731,2024-06-10,business,31
4732,2024-04-10,team,21
4733,2024-07-04,enterprise,31
4734,2024-09-12,business,16
4735,2024-09-11,team,39
4736,2024-09-21,team,35
4737,2024-08-25,enterprise,28
4738,2024-01-26,team,9
4739,2024-10-26,team,39
4740,2024-02-01,team,19
4741,2024-11-05,business,40
4742,2024-03-29,enterprise,32
4743,2024-11-05,enterprise,39
4744,2024-07-30,team,15
4745,2024-06-27,team,8
4746,2024-01-19,business,32
4747,2024-04-21,business,18
4748,2024-09-21,team,13
4749,2024-08-27,team,35
4750,2024-01-17,team,30
4751,2024-05-15,team,36
4752,2024-05-25,business,21
4753,2024-03-25,enterprise,34
4754,2024-07-17,team,40
4755,2024-04-01,business,38
4756,2024-01-12,team,40
4757,2024-07-10,team,38
4758,2024-03-21,team,31
4759,2024-01-04,team,25
4760,2024-03-15,business,19
4761,2024-04-07,team,23
4762,2024-07-28,team,19
4763,2024-04-22,team,10
4764,2024-06-11,team,4
4765,2024-09-19,enterprise,22
4766,2024-01-05,enterprise,23
4767,2024-10-20,business,8
4768,2024-10-30,enterprise,33
4769,2024-02-07,team,37
4770,2024-05-26,team,13
4771,2024-09-17,business,36
4772,2024-09-15,team,11
4773,2024-05-31,team,30
4774,2024-09-29,business,2
4775,2024-08-01,team,24
4776,2024-07-11,team,10
4777,2024-04-07,team,8
4778,2024-03-30,team,29
4779,2024-08-14,team,16
4780,2024-01-29,business,32
4781,2024-09-11,enterprise,26
4782,2024-04-27,team,20
4783,2024-08-10,team,29
4784,2024-11-23,team,7
4785,2024-05-20,enterprise,39
4786,2024-05-05,enterprise,30
4787,2024-11-12,team,32
4788,2024-09-11,team,8
4789,2024-10-28,enterprise,6
4790,2024-04-23,team,7
4791,2024-06-07,business,19
4792,2024-06-26,team,34
4793,2024-04-01,team,18
4794,2024-03-29,enterprise,21
4795,2024-07-14,enterprise,9
4796,2024-05-23,team,36
4797,2024-02-02,team,24
4798,2024-08-29,team,12
4799,2024-02-27,business,20
4800,2024-10-22,team,37
4801,2024-01-28,team,19
4802,2024-02-07,team,33
4803,2024-11-23,enterprise,20
4804,2024-01-24,enterprise,9
4805,2024-11-23,business,37
4806,2024-09-15,team,31
4807,2024-04-22,enterprise,11
4808,2024-08-07,enterprise,22
4809,2024-07-14,enterprise,15
4810,2024-07-10,business,34
4811,2024-03-13,team,29
4812,2024-01-02,business,36
4813,2024-11-19,team,4
4814,2024-06-05,team,36
4815,2024-05-24,team,11
4816,2024-03-28,team,26
4817,2024-11-14,enterprise,2
4818,2024-11-12,team,15
4819,2024-11-04,business,6
4820,2024-11-24,team,12
4821,2024-03-03,enterprise,31
4822,2024-07-11,team,23
4823,2024-09-24,team,35
4824,2024-02-17,team,14
4825,2024-07-17,team,31
4826,2024-06-23,team,18
4827,2024-01-11,business,22
4828,2024-06-15,business,12
4829,2024-01-12,team,13
4830,2024-11-20,enterprise,21
4831,2024-05-05,team,3
4832,2024-04-12,enterprise,36
4833,2024-06-26,team,17
4834,2024-03-27,team,37
4835,2024-09-29,team,30
4836,2024-02-11,team,27
4837,2024-11-08,team,23
4838,2024-09-08,business,6
4839,2024-08-30,team,31
4840,2024-11-14,team,27
4841,2024-05-18,business,35
4842,2024-03-30,business,12
4843,2024-07-29,team,30
4844,2024-02-04,team,2
4845,2024-08-03,team,29
4846,2024-03-06,business,3
4847,2024-01-03,team,27
4848,2024-01-28,business,18
4849,2024-11-20,team,18
4850,2024-07-02,enterprise,27
4851,2024-04-21,business,30
4852,2024-08-24,enterprise,3
4853,2024-11-11,enterprise,9
4854,2024-06-25,business,28
4855,2024-05-26,business,26
4856,2024-06-10,enterprise,21
4857,2024-06-05,team,40
4858,2024-02-18,team,38
4859,2024-01-21,enterprise,21
4860,2024-07-15,enterprise,39
4861,2024-05-06,business,23
4862,2024-01-17,team,3
4863,2024-03-13,team,38
4864,2024-07-14,team,15
4865,2024-09-03,team,19
4866,2024-04-03,business,32
4867,2024-01-07,enterprise,8
4868,2024-11-06,team,7
4869,2024-05-12,team,11
4870,2024-06-12,enterprise,27
4871,2024-01-20,business,25
4872,2024-09-17,team,18
4873,2024-01-27,team,38
4874,2024-09-08,business,4
4875,2024-07-01,team,35
4876,2024-11-19,team,8
4877,2024-10-04,team,12
4878,2024-03-19,business,10
4879,2024-08-08,team,26
4880,2024-08-17,enterprise,32
4881,2024-03-21,enterprise,13
4882,2024-03-05,business,35
4883,2024-02-26,enterprise,37
4884,2024-08-27,enterprise,27
4885,2024-06-29,team,36
4886,2024-10-20,team,2
4887,2024-10-13,team,5
4888,2024-01-18,team,11
4889,2024-03-17,team,28
4890,2024-07-12,enterprise,28
4891,2024-01-01,business,38
4892,2024-01-22,business,31
4893,2024-02-13,business,16
4894,2024-01-18,business,5
4895,2024-01-24,team,2
4896,2024-05-27,business,17
4897,2024-01-28,business,31
4898,2024-06-10,business,27
4899,2024-03-17,business,40
4900,2024-04-14,business,33
4901,2024-08-16,business,24
4902,2024-02-16,team,22
4903,2024-06-29,business,12
4904,2024-04-06,enterprise,6
4905,2024-01-25,enterprise,37
4906,2024-07-17,team,7
4907,2024-05-02,team,6
4908,2024-08-18,team,26
4909,2024-05-09,team,23
4910,2024-07-24,team,36
4911,2024-06-07,business,15
4912,2024-01-27,enterprise,26
4913,2024-04-20,enterprise,23
4914,2024-05-28,enterprise,11
4915,2024-10-23,business,12
4916,2024-06-04,enterprise,9
4917,2024-11-23,enterprise,29
4918,2024-02-28,team,28
4919,2024-05-07,enterprise,7
4920,2024-02-13,team,21
4921,2024-11-20,enterprise,25
4922,2024-05-05,business,12
4923,2024-03-14,enterprise,22
4924,2024-10-03,business,36
4925,2024-04-23,team,11
4926,2024-09-03,team,3
4927,2024-07-30,team,24
4928,2024-05-12,business,14
4929,2024-02-20,team,6
4930,2024-11-25,business,19
4931,2024-08-23,team,7
4932,2024-05-28,enterprise,8
4933,2024-08-15,business,8
4934,2024-09-16,team,10
4935,2024-01-21,business,29
4936,2024-04-01,enterprise,26
4937,2024-03-02,team,35
4938,2024-10-01,enterprise,26
4939,2024-01-26,team,13
4940,2024-10-10,business,4
4941,2024-05-11,team,11
4942,2024-01-10,team,29
4943,2024-11-24,team,33
4944,2024-07-13,team,23
4945,2024-06-18,team,23
4946,2024-04-07,business,35
4947,2024-04-06,enterprise,17
4948,2024-08-01,team,28
4949,2024-04-25,business,6
4950,2024-04-16,team,10
4951,2024-08-09,team,12
4952,2024-03-15,enterprise,10
4953,2024-08-24,team,17
4954,2024-05-23,enterprise,38
4955,2024-07-10,enterprise,25
4956,2024-11-11,team,6
4957,2024-02-01,team,29
4958,2024-04-29,business,17
4959,2024-10-17,team,11
4960,2024-01-26,enterprise,17
4961,2024-05-01,team,34
4962,2024-03-16,business,24
4963,2024-09-03,team,22
4964,2024-06-24,team,15
4965,2024-04-08,team,9
4966,2024-02-05,team,20
4967,2024-11-13,team,27
4968,2024-02-24,business,25
4969,2024-01-23,team,40
4970,2024-02-21,enterprise,35
4971,2024-07-23,business,5
4972,2024-01-29,team,12
4973,2024-04-06,enterprise,37
4974,2024-09-25,team,24
4975,2024-07-15,enterprise,7
4976,2024-09-11,team,23
4977,2024-10-29,business,25
4978,2024-11-07,team,33
4979,2024-04-08,team,3
4980,2024-07-23,team,15
4981,2024-11-15,team,12
4982,2024-06-20,team,24
4983,2024-05-02,business,9
4984,2024-01-22,team,18
4985,2024-11-07,business,30
4986,2024-09-17,team,20
4987,2024-08-12,team,3
4988,2024-10-02,team,5
4989,2024-03-08,team,9
4990,2024-06-14,team,14
4991,2024-06-05,team,24
4992,2024-10-22,team,17
4993,2024-04-03,team,22
4994,2024-08-11,team,30
4995,2024-11-12,team,40
4996,2024-08-25,team,26
4997,2024-05-24,enterprise,34
4998,2024-06-20,enterprise,20
4999,2024-11-05,team,39
5000,2024-09-24,business,19
5001,2024-11-23,business,4
5002,2024-02-21,business,34
5003,2024-11-22,enterprise,12
5004,2024-01-10,enterprise,20
5005,2024-02-02,team,10
5006,2024-10-30,team,28
5007,2024-11-04,business,30
5008,2024-11-16,enterprise,7
5009,2024-08-07,business,27
5010,2024-09-11,team,30
5011,2024-05-30,enterprise,2
5012,2024-07-05,team,7
5013,2024-11-21,enterprise,4
5014,2024-09-29,team,31
5015,2024-07-25,enterprise,27
5016,2024-08-23,enterprise,22
5017,2024-04-01,business,32
5018,2024-11-16,enterprise,23
5019,2024-08-14,team,6
5020,2024-07-14,business,27
5021,2024-02-08,team,37
5022,2024-06-17,enterprise,14
5023,2024-04-20,enterprise,23
5024,2024-01-10,team,20
5025,2024-08-24,team,7
5026,2024-07-24,team,35
5027,2024-11-19,team,8
5028,2024-08-25,team,38
5029,2024-01-15,team,23
5030,2024-05-19,team,29
5031,2024-07-14,team,8
5032,2024-09-02,team,4
5033,2024-07-21,team,34
5034,2024-06-25,enterprise,37
5035,2024-04-14,business,16
5036,2024-10-19,team,34
5037,2024-07-03,team,38
5038,2024-10-02,enterprise,4
5039,2024-01-07,team,21
5040,2024-07-25,team,24
5041,2024-07-25,team,26
5042,2024-06-21,team,20
5043,2024-10-21,business,2
5044,2024-05-21,team,11
5045,2024-03-29,business,8
5046,2024-01-04,enterprise,30
5047,2024-05-16,business,14
5048,2024-05-11,enterprise,33
5049,2024-05-16,business,21
5050,2024-10-26,team,14
5051,2024-10-21,enterprise,19
5052,2024-04-22,business,21
5053,2024-05-14,business,13
5054,2024-07-15,business,27
5055,2024-04-29,enterprise,4
5056,2024-03-18,enterprise,8
5057,2024-03-19,team,5
5058,2024-04-26,business,39
5059,2024-05-15,team,26
5060,2024-07-12,team,20
5061,2024-07-03,team,6
5062,2024-11-26,team,36
5063,2024-11-26,business,15
5064,2024-01-24,team,14
5065,2024-02-24,team,29
5066,2024-09-08,team,30
5067,2024-04-09,business,12
5068,2024-03-06,enterprise,31
5069,2024-06-17,business,16
5070,2024-08-01,business,20
5071,2024-06-09,enterprise,37
5072,2024-06-25,business,35
5073,2024-10-17,business,11
5074,2024-05-18,team,36
5075,2024-02-28,business,22
5076,2024-11-16,enterprise,27
5077,2024-01-13,enterprise,36
5078,2024-02-29,team,24
5079,2024-09-03,business,13
5080,2024-07-13,enterprise,9
5081,2024-07-08,enterprise,13
5082,2024-01-23,enterprise,18
5083,2024-08-09,business,23
5084,2024-10-25,team,12
5085,2024-10-22,team,4
5086,2024-01-28,business,27
5087,2024-02-28,team,18
5088,2024-03-18,business,39
5089,2024-11-23,team,22
5090,2024-09-21,enterprise,11
5091,2024-02-07,enterprise,40
5092,2024-10-17,team,38
5093,2024-01-13,business,12
5094,2024-05-06,team,17
5095,2024-08-14,team,11
5096,2024-04-19,business,18
5097,2024-05-26,business,34
5098,2024-04-06,business,8
5099,2024-10-06,team,35
5100,2024-02-08,business,21
5101,2024-03-16,business,31
5102,2024-08-17,team,36
5103,2024-03-09,team,38
5104,2024-07-05,business,7
5105,2024-09-24,team,2
5106,2024-07-04,team,36
5107,2024-05-15,enterprise,5
5108,2024-07-12,business,29
5109,2024-10-19,enterprise,29
5110,2024-01-25,team,20
5111,2024-08-21,enterprise,8
5112,2024-10-15,team,34
