ticket_id,date,location,covers,food,drink,tip,payment
3379,2024-07-07,Mall,2,30,14,4.7,card
3380,2024-07-08,Downtown,1,12,12,3.49,card
3381,2024-07-08,Downtown,5,110,35,18.21,cash
3382,2024-07-08,Downtown,2,26,24,3.48,cash
3383,2024-07-08,Riverside,5,140,30,18.19,cash
3384,2024-07-08,Riverside,4,100,24,52.87,card
3385,2024-07-08,Riverside,2,28,16,3.43,cash
3386,2024-07-08,Riverside,4,112,16,21.25,card
3387,2024-07-08,Riverside,4,100,52,26.33,card
3388,2024-07-08,Airport,1,24,6,5.88,card
3389,2024-07-08,Airport,5,70,30,12.36,cash
3390,2024-07-08,Airport,6,108,66,29.08,card
3391,2024-07-08,Airport,4,76,20,12.29,card
3392,2024-07-08,Mall,6,156,84,31.95,card
3393,2024-07-08,Mall,4,88,56,17.02,card
3394,2024-07-08,Mall,6,78,60,23.05,card
3395,2024-07-09,Downtown,1,27,3,3.19,cash
3396,2024-07-09,Downtown,1,15,10,1.92,cash
3397,2024-07-09,,5,125,65,33.12,card
3398,2024-07-09,Downtown,5,120,70,24.29,card
3399,2024-07-09,Downtown,3,42,42,7.95,cash
3400,2024-07-09,Riverside,6,108,72,21.01,card
3401,2024-07-09,Riverside,6,90,48,15.31,cash
3402,2024-07-09,Riverside,4,108,40,14.12,cash
3403,2024-07-09,Riverside,6,84,30,47.59,card
3404,2024-07-09,Airport,1,21,14,6.66,card
3405,2024-07-09,Airport,2,36,16,8.91,card
3406,2024-07-09,Airport,3,51,24,8.49,card
3407,2024-07-09,Mall,4,104,16,17.07,card
3408,2024-07-09,Mall,3,84,27,13.2,card
3409,2024-07-09,Mall,1,30,12,7.21,card
3410,2024-07-09,Mall,5,120,15,21.18,card
3411,2024-07-10,Downtown,6,108,60,26.91,card
3412,2024-07-10,Downtown,6,138,72,22.43,card
3413,2024-07-10,Downtown,3,66,15,10.54,card
3414,2024-07-10,Downtown,5,100,15,10.55,cash
3415,2024-07-10,Downtown,6,156,36,30.22,card
3416,2024-07-10,Downtown,5,60,65,14.14,cash
3417,2024-07-10,Riverside,6,174,36,64.08,card
3418,2024-07-10,Riverside,1,14,8,7.08,card
3419,2024-07-10,Riverside,2,58,26,35.73,card
3420,2024-07-10,Riverside,4,88,40,50.66,card
3421,2024-07-10,Riverside,2,32,18,5.16,card
3422,2024-07-10,Airport,5,105,45,11.49,cash
3423,2024-07-10,Airport,6,72,84,16.67,cash
3424,2024-07-10,Airport,2,46,14,4.67,cash
3425,2024-07-10,Airport,3,84,39,13.14,cash
3426,2024-07-10,Airport,6,78,60,17.7,cash
3427,2024-07-10,Mall,5,75,65,13.38,cash
3428,2024-07-10,Mall,4,96,24,20.5,card
3429,2024-07-10,Mall,2,58,18,12.05,card
3430,2024-07-11,Downtown,3,45,18,7.09,card
3431,2024-07-11,Downtown,6,156,72,45.53,card
3432,2024-07-11,Downtown,6,120,72,25.17,card
3433,2024-07-11,Downtown,5,65,25,12.69,card
3434,2024-07-11,Riverside,6,78,48,46.3,card
3435,2024-07-11,Riverside,3,81,15,14.94,card
3436,2024-07-11,Riverside,4,68,12,33.32,card
3437,2024-07-11,Airport,1,28,8,5.84,card
3438,2024-07-11,Airport,2,54,6,8.02,card
3439,2024-07-11,Airport,5,150,25,26.67,card
3440,2024-07-11,Airport,4,88,36,16.75,card
3441,2024-07-11,Airport,2,26,6,3.55,cash
3442,2024-07-11,Airport,5,105,20,16.81,card
3443,2024-07-11,Mall,1,30,8,2.47,cash
3444,2024-07-11,Mall,1,28,14,6.14,card
3445,2024-07-11,Mall,3,69,15,5.81,cash
3446,2024-07-11,Mall,4,80,28,19.9,card
3447,2024-07-11,Mall,5,70,40,14.16,card
3448,2024-07-11,Mall,5,120,60,18.05,cash
3449,2024-07-12,Downtown,6,96,78,23.01,card
3450,2024-07-12,Downtown,6,96,66,31.65,card
3451,2024-07-12,Downtown,2,58,24,12.81,card
3452,2024-07-12,Downtown,2,50,18,12.87,card
3453,2024-07-12,Downtown,4,112,48,18.39,cash
3454,2024-07-12,Downtown,6,168,48,25.29,card
3455,2024-07-12,Riverside,2,32,18,6.14,cash
3456,2024-07-12,Riverside,3,72,36,10.55,cash
3457,2024-07-12,Riverside,5,110,45,45.77,card
3458,2024-07-12,Riverside,1,12,10,2.37,cash
3459,2024-07-12,Riverside,2,36,14,5.15,card
3460,2024-07-12,Riverside,4,88,28,12.06,card
3461,2024-07-12,Airport,3,72,9,11.82,card
3462,2024-07-12,Airport,5,130,50,26.08,card
3463,2024-07-12,Airport,4,88,36,15.8,card
3464,2024-07-12,Airport,6,162,84,47.66,card
3465,2024-07-12,Airport,3,51,27,10.03,cash
3466,2024-07-12,Mall,3,51,15,8.59,card
3467,2024-07-12,Mall,5,145,60,35.68,card
3468,2024-07-12,Mall,6,108,54,28.97,card
3469,2024-07-12,Mall,2,44,16,7,cash
3470,2024-07-13,Downtown,5,80,15,12.92,card
3471,2024-07-13,Downtown,4,56,56,18.21,card
3472,2024-07-13,Downtown,4,108,20,23.37,card
3473,2024-07-13,Downtown,1,13,4,2.1,cash
3474,2024-07-13,Riverside,5,130,55,17.84,cash
3475,2024-07-13,Riverside,3,84,12,29.3,card
3476,2024-07-13,Riverside,4,60,52,13.68,cash
3477,2024-07-13,Riverside,6,114,84,-11.51,card
3478,2024-07-13,Airport,3,69,39,11.07,card
3479,2024-07-13,Airport,5,105,35,19.87,card
3480,2024-07-13,Airport,2,60,26,10.57,cash
3481,2024-07-13,Airport,1,12,12,4.62,card
3482,2024-07-13,Mall,2,42,18,6.45,cash
3483,2024-07-13,Mall,3,63,9,12.85,card
3484,2024-07-13,Mall,5,85,25,12.34,card
3485,2024-07-14,Downtown,1,29,3,3.83,card
3486,2024-07-14,Downtown,1,28,6,3.46,card
3487,2024-07-14,Downtown,1,27,14,7.17,card
3488,2024-07-14,Downtown,2,36,18,8.24,card
3489,2024-07-14,Riverside,1,17,7,8.56,card
3490,2024-07-14,Riverside,5,75,60,8.72,cash
3491,2024-07-14,Riverside,4,52,16,25.67,card
3492,2024-07-14,Riverside,4,116,52,9.94,cash
3493,2024-07-14,Riverside,1,14,4,1.51,cash
3494,2024-07-14,Airport,6,132,54,21.67,card
3495,2024-07-14,Airport,3,60,15,7.22,cash
3496,2024-07-14,Airport,6,132,36,11.59,cash
3497,2024-07-14,Airport,2,28,12,7.59,card
3498,2024-07-14,Mall,5,115,65,19.49,card
3499,2024-07-14,Mall,3,48,42,14.47,card
3500,2024-07-14,Mall,1,24,14,4.16,card
3501,2024-07-15,Downtown,5,85,50,24.49,card
3502,2024-07-15,Downtown,1,12,6,1.99,card
3503,2024-07-15,Downtown,5,110,15,11.87,cash
3504,2024-07-15,Riverside,2,34,12,5.85,card
3505,2024-07-15,Riverside,2,50,8,6.03,cash
3506,2024-07-15,Riverside,2,28,22,5.38,card
3507,2024-07-15,Riverside,3,60,18,4.58,cash
3508,2024-07-15,Riverside,2,30,24,5.4,card
3509,2024-07-15,Airport,5,75,35,6.02,cash
3510,2024-07-15,Airport,3,48,39,14.72,card
3511,2024-07-15,Airport,4,84,20,14.67,card
3512,2024-07-15,Airport,4,88,40,16.96,card
3513,2024-07-15,Mall,5,80,35,16.84,card
3514,2024-07-15,Mall,4,48,36,13.2,card
3515,2024-07-15,Mall,1,20,3,3.28,card
3516,2024-07-15,Mall,3,66,15,12.14,card
3517,2024-07-15,Mall,5,150,45,21.17,card
3518,2024-07-16,Downtown,2,24,26,9.25,card
3519,2024-07-16,Downtown,4,120,20,19.96,card
3520,2024-07-16,Downtown,1,13,6,2.94,card
3521,2024-07-16,Downtown,6,90,60,24.12,card
3522,2024-07-16,Riverside,5,130,15,18.86,card
3523,2024-07-16,Riverside,2,32,6,3.85,card
3524,2024-07-16,Riverside,6,162,54,90.43,card
3525,2024-07-16,Riverside,2,34,10,14.55,card
3526,2024-07-16,Riverside,6,108,30,24.76,card
3527,2024-07-16,Riverside,6,156,66,26.84,cash
3528,2024-07-16,Airport,2,28,28,6.16,cash
3529,2024-07-16,Airport,4,80,24,18.66,card
3530,2024-07-16,Airport,6,180,54,18.43,cash
3531,2024-07-16,Mall,6,138,48,35.53,card
3532,2024-07-16,Mall,5,65,45,21.47,card
3533,2024-07-16,Mall,5,115,55,21.78,cash
3534,2024-07-16,Mall,2,58,14,9.49,card
3535,2024-07-16,Mall,1,25,5,4.4,card
3536,2024-07-16,Mall,5,115,65,24.49,card
3537,2024-07-17,Downtown,1,20,10,2.32,cash
3538,2024-07-17,Downtown,6,84,18,19.91,card
3539,2024-07-17,Downtown,6,156,18,17.66,cash
3540,2024-07-17,Downtown,4,72,56,15.22,card
3541,2024-07-17,Riverside,6,90,78,17.23,cash
3542,2024-07-17,Riverside,3,54,39,13.88,card
3543,2024-07-17,Riverside,2,56,18,6.68,cash
3544,2024-07-17,Airport,4,72,20,15.31,card
3545,2024-07-17,Airport,1,25,14,5.97,card
3546,2024-07-17,Airport,3,63,12,13.39,card
3547,2024-07-17,Airport,6,180,24,20.92,card
3548,2024-07-17,Airport,5,70,55,20.49,card
3549,2024-07-17,Mall,1,18,7,4.62,card
3550,2024-07-17,Mall,4,96,32,8.31,cash
3551,2024-07-17,Mall,6,72,78,27.98,card
3552,2024-07-18,Downtown,1,22,5,3.28,card
3553,2024-07-18,Downtown,4,60,24,8.79,card
3554,2024-07-18,Downtown,2,30,6,2.02,cash
3555,2024-07-18,,6,114,78,12.17,cash
3556,2024-07-18,Downtown,5,90,45,10.74,cash
3557,2024-07-18,Downtown,2,24,16,5.85,card
3558,2024-07-18,Riverside,1,18,6,10.27,card
3559,2024-07-18,Riverside,6,72,42,11.39,cash
3560,2024-07-18,Riverside,1,20,12,1.76,cash
3561,2024-07-18,Riverside,2,52,26,15.28,card
3562,2024-07-18,Riverside,2,28,8,3.98,cash
3563,2024-07-18,Airport,2,44,14,7.89,card
3564,2024-07-18,Airport,6,168,54,24.06,card
3565,2024-07-18,Airport,6,162,42,22.25,cash
3566,2024-07-18,Airport,5,60,55,9.26,cash
3567,2024-07-18,Airport,1,13,7,3.89,card
3568,2024-07-18,Mall,4,72,20,9.68,card
3569,2024-07-18,Mall,4,100,12,20.86,card
3570,2024-07-18,Mall,1,25,12,5.76,card
3571,2024-07-18,Mall,3,36,18,3.93,cash
3572,2024-07-18,Mall,2,48,20,9.47,card
3573,2024-07-19,Downtown,6,162,42,22.62,card
3574,2024-07-19,Downtown,1,15,11,1.96,cash
3575,2024-07-19,Downtown,5,90,55,18.63,card
3576,2024-07-19,Riverside,5,105,35,15.19,cash
3577,2024-07-19,Riverside,2,24,16,3.46,cash
3578,2024-07-19,Riverside,2,60,28,9.45,card
3579,2024-07-19,Riverside,3,48,21,5.69,cash
3580,2024-07-19,Riverside,6,162,72,27,card
3581,2024-07-19,Airport,1,20,9,5.63,card
3582,2024-07-19,Airport,5,130,25,19.69,cash
3583,2024-07-19,Airport,2,32,28,4.24,cash
3584,2024-07-19,Airport,6,126,84,23.7,card
3585,2024-07-19,Airport,5,120,30,24.01,card
3586,2024-07-19,Mall,2,34,24,9.3,card
3587,2024-07-19,Mall,3,63,39,17.87,card
3588,2024-07-19,Mall,3,87,21,13.89,cash
3589,2024-07-19,Mall,5,110,70,23.39,card
3590,2024-07-19,Mall,3,87,30,7.66,cash
3591,2024-07-19,Mall,6,114,84,23.04,cash
3592,2024-07-20,Downtown,6,126,18,11.18,cash
3593,2024-07-20,Downtown,6,78,30,14.67,card
3594,2024-07-20,Downtown,2,32,20,8.2,card
3595,2024-07-20,Downtown,3,45,15,7.72,card
3596,2024-07-20,Riverside,3,48,33,23.49,card
3597,2024-07-20,Riverside,1,13,6,1.84,cash
3598,2024-07-20,Riverside,1,13,6,8.07,card
3599,2024-07-20,Airport,4,84,48,16.93,card
3600,2024-07-20,Airport,3,36,36,6.21,cash
3601,2024-07-20,Airport,5,130,45,17.81,card
3602,2024-07-20,Airport,6,84,30,14.05,card
3603,2024-07-20,Airport,6,96,72,12.26,cash
3604,2024-07-20,Mall,6,96,42,14.37,cash
3605,2024-07-20,Mall,3,84,18,16.94,card
3606,2024-07-20,Mall,2,24,16,5.11,cash
3607,2024-07-20,Mall,6,156,48,25.23,cash
3608,2024-07-20,Mall,4,52,52,12.78,card
3609,2024-07-21,Downtown,5,60,40,16.73,card
3610,2024-07-21,Downtown,3,39,42,8.77,cash
3611,2024-07-21,Downtown,1,13,12,1.49,cash
3612,2024-07-21,Downtown,6,174,60,25.4,card
3613,2024-07-21,Downtown,2,60,28,13.43,card
3614,2024-07-21,Downtown,2,48,24,9.34,card
3615,2024-07-21,Riverside,6,78,42,11.3,cash
3616,2024-07-21,Riverside,5,60,35,18.62,card
3617,2024-07-21,Riverside,5,105,65,69.61,card
3618,2024-07-21,Riverside,1,22,11,10.38,card
3619,2024-07-21,Airport,1,13,12,4.31,card
3620,2024-07-21,Airport,1,30,13,8.19,card
3621,2024-07-21,Airport,2,44,12,7.3,card
3622,2024-07-21,Airport,6,144,60,22.93,cash
3623,2024-07-21,Airport,4,104,36,24.73,card
3624,2024-07-21,Airport,4,88,32,11.42,cash
3625,2024-07-21,Mall,3,84,33,19.67,card
3626,2024-07-21,Mall,4,60,20,15.78,card
3627,2024-07-21,Mall,6,144,18,24.97,card
3628,2024-07-21,Mall,4,52,36,10.55,cash
3629,2024-07-21,Mall,2,44,20,8.59,card
3630,2024-07-21,Mall,4,100,32,21.22,card
3631,2024-07-22,Downtown,2,30,18,6.96,card
3632,2024-07-22,Downtown,5,90,30,20.44,card
3633,2024-07-22,Downtown,3,84,42,19.58,card
3634,2024-07-22,Downtown,3,90,33,16.74,card
3635,2024-07-22,Riverside,4,68,20,7.79,cash
3636,2024-07-22,Riverside,6,150,48,21.75,card
3637,2024-07-22,Riverside,4,112,52,12.18,cash
3638,2024-07-22,Riverside,5,105,25,20.51,card
3639,2024-07-22,Riverside,2,42,26,6.37,cash
3640,2024-07-22,Riverside,4,52,56,44.94,card
3641,2024-07-22,Airport,3,75,18,12.67,card
3642,2024-07-22,Airport,2,46,16,5.71,cash
3643,2024-07-22,Airport,3,63,42,12.68,card
3644,2024-07-22,Airport,5,60,20,9.07,cash
3645,2024-07-22,Airport,6,156,78,39.96,card
3646,2024-07-22,Mall,3,57,15,5.61,cash
3647,2024-07-22,Mall,6,84,72,11.25,cash
3648,2024-07-22,Mall,2,30,10,7.24,card
3649,2024-07-22,Mall,6,162,72,29.09,card
3650,2024-07-23,Downtown,5,125,15,17.37,cash
3651,2024-07-23,Downtown,3,87,27,20.83,card
3652,2024-07-23,Downtown,4,56,16,14.38,card
3653,2024-07-23,Downtown,4,76,52,20.18,card
3654,2024-07-23,Downtown,3,69,30,7.61,cash
3655,2024-07-23,Riverside,3,66,36,18.12,card
3656,2024-07-23,Riverside,2,48,10,7.8,card
3657,2024-07-23,Riverside,2,28,24,5.87,cash
3658,2024-07-23,Airport,5,115,45,27.24,card
3659,2024-07-23,Airport,1,13,4,3.38,card
3660,2024-07-23,Airport,4,88,36,19.54,card
3661,2024-07-23,Airport,4,104,56,17.68,cash
3662,2024-07-23,Mall,5,120,65,24.12,card
3663,2024-07-23,Mall,1,15,14,4.26,card
3664,2024-07-23,Mall,2,36,22,6.78,card
3665,2024-07-23,Mall,1,23,4,3.53,card
3666,2024-07-24,Downtown,6,72,30,6.02,cash
3667,2024-07-24,Downtown,1,13,5,2.24,cash
3668,2024-07-24,Downtown,6,102,54,16.7,card
3669,2024-07-24,Downtown,5,135,25,8.48,cash
3670,2024-07-24,Downtown,6,180,60,33.6,card
3671,2024-07-24,Downtown,4,68,44,12.27,card
3672,2024-07-24,Riverside,6,84,36,45.56,card
3673,2024-07-24,Riverside,2,42,16,5.15,cash
3674,2024-07-24,Riverside,2,30,12,6.92,card
3675,2024-07-24,Riverside,6,144,72,20.19,cash
3676,2024-07-24,Riverside,5,125,60,19.25,cash
3677,2024-07-24,Riverside,2,38,26,19.21,card
3678,2024-07-24,Airport,1,14,11,4.79,card
3679,2024-07-24,Airport,1,18,14,4.23,card
3680,2024-07-24,Airport,5,60,65,7.24,cash
3681,2024-07-24,Airport,4,72,24,8.31,cash
3682,2024-07-24,Airport,3,36,30,10.83,card
3683,2024-07-24,Mall,1,27,4,4.94,card
3684,2024-07-24,Mall,2,26,20,7.51,card
3685,2024-07-24,Mall,3,75,12,5.48,cash
3686,2024-07-24,Mall,5,150,20,23.28,card
3687,2024-07-24,Mall,5,140,50,16.49,cash
3688,2024-07-25,Downtown,2,58,26,12.24,card
3689,2024-07-25,Downtown,1,14,14,3.59,cash
3690,2024-07-25,Downtown,4,120,36,21.45,card
3691,2024-07-25,Downtown,5,90,30,9.51,cash
3692,2024-07-25,Downtown,3,57,12,6.84,cash
3693,2024-07-25,Riverside,5,90,40,54.97,card
3694,2024-07-25,Riverside,3,90,24,14.13,cash
3695,2024-07-25,Riverside,5,115,20,55.09,card
3696,2024-07-25,Riverside,3,72,30,38.86,card
3697,2024-07-25,Riverside,5,120,65,24.22,card
3698,2024-07-25,Airport,6,138,30,11.67,cash
3699,2024-07-25,Airport,1,24,3,2.72,card
3700,2024-07-25,Airport,4,88,40,21.09,card
3701,2024-07-25,Airport,2,36,14,7.49,card
3702,2024-07-25,Airport,5,125,35,11.91,cash
3703,2024-07-25,Airport,2,28,24,6,cash
3704,2024-07-25,Mall,3,45,36,13.36,card
3705,2024-07-25,Mall,6,84,30,16.38,card
3706,2024-07-25,Mall,4,72,28,12.51,card
3707,2024-07-26,Downtown,2,60,12,13.44,card
3708,2024-07-26,Downtown,3,63,21,5.16,cash
3709,2024-07-26,Downtown,6,108,18,11.03,cash
3710,2024-07-26,Downtown,1,15,12,4.09,card
3711,2024-07-26,Downtown,2,28,12,3.29,cash
3712,2024-07-26,Riverside,1,23,3,10.04,card
3713,2024-07-26,Riverside,1,15,7,8.35,card
3714,2024-07-26,Riverside,6,102,36,40.23,card
3715,2024-07-26,Riverside,5,150,15,23.79,card
3716,2024-07-26,Riverside,5,75,20,39.54,card
3717,2024-07-26,Riverside,5,115,40,9.1,cash
3718,2024-07-26,Airport,2,56,26,14.82,card
3719,2024-07-26,Airport,4,92,12,9.72,cash
3720,2024-07-26,Airport,6,138,42,15.15,cash
3721,2024-07-26,Airport,4,100,20,15.33,cash
3722,2024-07-26,Airport,6,174,18,32.53,card
3723,2024-07-26,Airport,2,46,24,3.7,cash
3724,2024-07-26,Mall,6,144,66,27.04,card
3725,2024-07-26,Mall,4,72,48,10.34,cash
3726,2024-07-26,Mall,2,54,12,3.65,cash
3727,2024-07-27,Downtown,1,12,4,1.75,cash
3728,2024-07-27,Downtown,2,58,10,7.95,card
3729,2024-07-27,Downtown,4,112,48,16.59,card
3730,2024-07-27,Riverside,2,30,18,4.29,cash
3731,2024-07-27,Riverside,3,45,15,6.29,card
3732,2024-07-27,Riverside,2,36,18,9.23,card
3733,2024-07-27,Riverside,5,150,55,23.55,card
3734,2024-07-27,Riverside,6,168,66,23.76,card
3735,2024-07-27,Riverside,5,60,35,29.2,card
3736,2024-07-27,Airport,1,16,5,1.21,cash
3737,2024-07-27,Airport,1,25,14,4.11,cash
3738,2024-07-27,Airport,6,156,36,23.31,card
3739,2024-07-27,Airport,6,84,72,22.7,card
3740,2024-07-27,Airport,5,65,15,12.06,card
3741,2024-07-27,Mall,6,138,54,24.04,cash
3742,2024-07-27,Mall,4,52,48,12.25,card
3743,2024-07-27,Mall,5,110,30,18.01,card
3744,2024-07-27,Mall,6,102,36,19.31,card
3745,2024-07-27,Mall,5,150,25,33.08,card
3746,2024-07-28,Downtown,3,69,21,13.11,card
3747,2024-07-28,Downtown,3,45,30,5.85,cash
3748,2024-07-28,Downtown,1,26,14,4.12,card
3749,2024-07-28,Downtown,6,126,42,16.96,cash
3750,2024-07-28,Downtown,4,60,20,9.87,card
3751,2024-07-28,Downtown,2,56,10,7.74,card
3752,2024-07-28,Riverside,3,36,9,15.83,card
3753,2024-07-28,Riverside,4,64,28,37.4,card
3754,2024-07-28,Riverside,4,88,12,37.75,card
3755,2024-07-28,Riverside,1,24,5,5.59,card
3756,2024-07-28,Riverside,1,14,13,3.61,card
3757,2024-07-28,Riverside,6,132,78,89.05,card
3758,2024-07-28,Airport,6,102,72,18.83,cash
3759,2024-07-28,Airport,4,56,20,5.93,cash
3760,2024-07-28,Airport,6,144,84,25.03,card
3761,2024-07-28,Airport,3,75,15,14,card
3762,2024-07-28,Airport,3,57,18,5.96,cash
3763,2024-07-28,Airport,2,24,22,8.01,card
3764,2024-07-28,Mall,3,36,12,5.86,card
3765,2024-07-28,Mall,1,13,4,2.98,card
3766,2024-07-28,Mall,1,18,14,4.29,card
3767,2024-07-28,Mall,4,80,36,14.68,cash
3768,2024-07-28,Mall,4,84,44,10.24,cash
3769,2024-07-29,Downtown,5,150,55,31.25,card
3770,2024-07-29,Downtown,4,92,16,16.48,card
3771,2024-07-29,Downtown,4,68,36,7.04,cash
3772,2024-07-29,Riverside,3,39,39,8.94,card
3773,2024-07-29,Riverside,1,14,9,8.05,card
3774,2024-07-29,Riverside,6,174,18,31.31,card
3775,2024-07-29,Riverside,2,32,26,6.2,cash
3776,2024-07-29,Airport,1,25,13,5.6,card
3777,2024-07-29,Airport,3,69,18,15.71,card
3778,2024-07-29,Airport,3,87,15,14.43,card
3779,2024-07-29,Airport,4,92,56,17.78,card
3780,2024-07-29,Airport,3,84,33,6.13,cash
3781,2024-07-29,Mall,5,145,65,23.53,card
3782,2024-07-29,Mall,2,56,14,11.65,card
3783,2024-07-29,Mall,4,72,48,22.55,card
3784,2024-07-30,,1,24,6,3.65,cash
3785,2024-07-30,Downtown,3,90,36,12.8,cash
3786,2024-07-30,Downtown,2,26,20,6.06,card
3787,2024-07-30,Downtown,5,100,50,21.39,card
3788,2024-07-30,Riverside,1,26,7,3.07,cash
3789,2024-07-30,Riverside,5,140,60,20.75,card
3790,2024-07-30,Riverside,6,72,30,37.89,card
3791,2024-07-30,Riverside,6,102,18,42.44,card
3792,2024-07-30,Riverside,3,75,30,36.17,card
3793,2024-07-30,Airport,6,168,30,31.29,card
3794,2024-07-30,Airport,2,36,10,5.37,card
3795,2024-07-30,Airport,1,29,6,2.84,cash
3796,2024-07-30,Airport,2,48,22,13.87,card
3797,2024-07-30,Airport,6,120,30,8.51,cash
3798,2024-07-30,Mall,1,14,9,2.74,card
3799,2024-07-30,Mall,1,29,9,6.34,card
3800,2024-07-30,Mall,5,115,60,12.11,cash
3801,2024-07-31,Downtown,1,20,14,5.02,card
3802,2024-07-31,Downtown,3,81,24,20.74,card
3803,2024-07-31,Downtown,3,69,30,8.15,cash
3804,2024-07-31,Riverside,5,90,70,28.14,card
3805,2024-07-31,Riverside,4,56,52,6.62,cash
3806,2024-07-31,Riverside,4,100,56,59.84,card
3807,2024-07-31,Riverside,1,27,8,1.78,cash
3808,2024-07-31,Riverside,4,56,20,6.92,cash
3809,2024-07-31,Riverside,2,26,22,4.23,cash
3810,2024-07-31,Airport,1,19,5,3.41,card
3811,2024-07-31,Airport,5,145,70,31.79,card
3812,2024-07-31,Airport,5,135,60,29.08,card
3813,2024-07-31,Mall,5,125,45,24.2,card
3814,2024-07-31,Mall,1,25,14,3.37,cash
3815,2024-07-31,Mall,6,72,36,18.89,card
3816,2024-07-31,Mall,5,120,45,24.67,card
3817,2024-07-31,Mall,5,75,65,14.12,card
3818,2024-08-01,Downtown,2,38,28,9.66,card
3819,2024-08-01,Downtown,6,162,36,9.98,cash
3820,2024-08-01,Downtown,1,13,10,4.53,card
3821,2024-08-01,Downtown,6,174,60,38.18,card
3822,2024-08-01,Downtown,5,100,35,20.04,card
3823,2024-08-01,Riverside,6,114,72,27.6,card
3824,2024-08-01,Riverside,1,30,4,3.21,cash
3825,2024-08-01,Riverside,2,38,12,3.11,cash
3826,2024-08-01,Riverside,2,38,24,6.13,cash
3827,2024-08-01,Riverside,1,26,9,10.47,card
3828,2024-08-01,Airport,1,16,6,2.37,cash
3829,2024-08-01,Airport,4,48,36,8.48,cash
3830,2024-08-01,Airport,1,22,13,6.43,card
3831,2024-08-01,Airport,5,125,55,28.57,card
3832,2024-08-01,Airport,5,115,45,20.31,cash
3833,2024-08-01,Mall,6,120,30,20.43,card
3834,2024-08-01,Mall,1,23,6,4.27,card
3835,2024-08-01,Mall,5,115,50,11.72,cash
3836,2024-08-01,Mall,5,80,25,13.55,cash
3837,2024-08-01,Mall,3,63,21,11.84,card
3838,2024-08-01,Mall,1,16,12,3.3,card
3839,2024-08-02,Downtown,3,36,36,12.59,card
3840,2024-08-02,Downtown,5,140,35,18.12,card
3841,2024-08-02,Downtown,2,50,14,9.74,card
3842,2024-08-02,Downtown,5,120,20,16.26,card
3843,2024-08-02,Downtown,6,90,18,15.92,card
3844,2024-08-02,Riverside,1,30,10,6.31,card
3845,2024-08-02,Riverside,6,168,36,28.89,card
3846,2024-08-02,Riverside,1,26,7,3.72,cash
3847,2024-08-02,Riverside,1,29,5,4.23,card
3848,2024-08-02,Riverside,2,46,18,4.72,cash
3849,2024-08-02,Airport,2,58,22,8.79,card
3850,2024-08-02,Airport,3,51,36,4.78,cash
3851,2024-08-02,Airport,6,168,54,22.7,card
3852,2024-08-02,Airport,3,36,18,4.19,cash
3853,2024-08-02,Airport,2,40,14,3.87,cash
3854,2024-08-02,Airport,2,56,8,7.74,card
3855,2024-08-02,Mall,4,52,40,12.14,card
3856,2024-08-02,Mall,5,100,70,24.22,card
3857,2024-08-02,Mall,2,52,22,10.12,card
3858,2024-08-02,Mall,4,104,28,16.9,cash
3859,2024-08-02,Mall,2,44,22,10.62,card
3860,2024-08-02,Mall,1,25,7,2.55,cash
3861,2024-08-03,Downtown,3,90,27,12.55,card
3862,2024-08-03,Downtown,2,56,16,7.94,card
3863,2024-08-03,Downtown,3,42,39,5.88,cash
3864,2024-08-03,Downtown,2,38,24,3.31,cash
3865,2024-08-03,Downtown,5,140,25,21.08,card
3866,2024-08-03,Riverside,6,90,78,32.51,card
3867,2024-08-03,Riverside,3,84,36,19.98,card
3868,2024-08-03,Riverside,5,115,50,15.86,cash
3869,2024-08-03,Airport,5,135,40,25.14,card
3870,2024-08-03,Airport,4,72,20,12.9,card
3871,2024-08-03,Airport,4,48,40,11.12,card
3872,2024-08-03,Airport,3,84,30,18.26,card
3873,2024-08-03,Airport,4,80,20,11.01,card
3874,2024-08-03,Mall,3,72,33,13.19,card
3875,2024-08-03,Mall,2,34,18,5.84,cash
3876,2024-08-03,Mall,3,39,36,14.14,card
3877,2024-08-03,Mall,4,100,48,18.12,card
3878,2024-08-03,Mall,2,32,8,7.88,card
3879,2024-08-04,Downtown,3,90,12,8.93,cash
3880,2024-08-04,Downtown,4,92,28,15.27,card
3881,2024-08-04,Downtown,5,140,25,19.61,card
3882,2024-08-04,Downtown,3,87,21,14.56,card
3883,2024-08-04,Downtown,6,78,48,22.17,card
3884,2024-08-04,Riverside,5,75,50,46.31,card
3885,2024-08-04,Riverside,5,140,20,10.19,cash
3886,2024-08-04,Riverside,6,144,66,33.2,card
3887,2024-08-04,Riverside,1,14,11,2.64,cash
3888,2024-08-04,Airport,1,20,5,3.52,card
3889,2024-08-04,Airport,1,21,12,6.5,card
3890,2024-08-04,Airport,5,75,20,8.09,cash
3891,2024-08-04,Airport,2,38,6,4.51,cash
3892,2024-08-04,Mall,6,144,60,36.18,card
3893,2024-08-04,Mall,4,88,48,11.68,cash
3894,2024-08-04,Mall,5,90,45,17.84,card
3895,2024-08-04,Mall,2,36,12,4.96,card
3896,2024-08-04,Mall,5,75,65,16.69,cash
3897,2024-08-04,Mall,4,80,56,24.64,card
3898,2024-08-05,Downtown,2,46,16,7.25,card
3899,2024-08-05,Downtown,1,13,9,1.56,cash
