date,store,category,sku,movement_type,qty,counted_delta
2024-05-02,S1,Apparel,AP-371,count,0,0
2024-05-02,S1,Home,HO-155,receipt,18,0
2024-05-02,S1,Grocery,GR-326,count,0,-2
2024-05-02,S1,Grocery,GR-290,return,3,0
2024-05-02,S1,Apparel,AP-383,sale,-1,0
2024-05-02,S1,Electronics,EL-640,count,0,0
2024-05-02,S2,Apparel,AP-374,sale,-4,0
2024-05-02,S2,Electronics,EL-226,return,2,0
2024-05-02,S2,Grocery,GR-672,sale,-6,0
2024-05-02,S2,Grocery,GR-330,sale,-1,0
2024-05-02,S2,Home,HO-189,sale,-1,0
2024-05-02,S2,Grocery,GR-727,return,1,0
2024-05-02,S2,Electronics,EL-827,sale,-1,0
2024-05-02,S2,Grocery,GR-837,return,2,0
2024-05-02,S3,Home,HO-500,sale,-5,0
2024-05-02,S3,Apparel,AP-543,sale,-3,0
2024-05-02,S3,Apparel,AP-593,sale,-1,0
2024-05-02,S3,Electronics,EL-790,return,2,0
2024-05-02,S3,Home,HO-615,return,3,0
2024-05-02,S3,Home,HO-608,count,0,0
2024-05-02,S3,Grocery,GR-431,receipt,31,0
2024-05-02,S3,Electronics,EL-769,sale,-4,0
2024-05-02,S3,Apparel,AP-584,sale,-4,0
2024-05-02,S3,Electronics,EL-371,sale,-2,0
2024-05-02,S3,Home,HO-691,count,0,2
2024-05-02,S3,Home,HO-766,count,0,-2
2024-05-02,S4,Grocery,GR-537,return,1,0
2024-05-02,S4,Electronics,EL-330,sale,-2,0
2024-05-02,S4,Home,HO-597,sale,-6,0
2024-05-02,S4,Apparel,AP-582,sale,-5,0
2024-05-02,S4,Grocery,GR-774,sale,-2,0
2024-05-02,S4,Home,HO-350,receipt,32,0
2024-05-02,S4,Grocery,GR-319,sale,-2,0
2024-05-02,S4,Apparel,AP-902,return,3,0
2024-05-02,S4,Apparel,AP-826,sale,-6,0
2024-05-02,S4,Home,HO-109,sale,-2,0
2024-05-02,S4,Apparel,AP-954,sale,-4,0
2024-05-02,S4,Grocery,GR-698,return,1,0
2024-05-02,S4,Grocery,GR-663,count,0,2
2024-05-02,S5,Apparel,AP-145,sale,-1,0
2024-05-02,S5,Home,HO-758,sale,-4,0
2024-05-02,S5,Apparel,AP-429,receipt,44,0
2024-05-02,S5,Electronics,EL-362,count,0,2
2024-05-02,S5,Apparel,AP-773,sale,-4,0
2024-05-02,S5,Grocery,GR-781,sale,-4,0
2024-05-02,S5,Grocery,GR-345,sale,-2,0
2024-05-02,S5,Electronics,EL-383,sale,-1,0
2024-05-02,S5,Grocery,GR-115,sale,-6,0
2024-05-02,S5,Apparel,AP-831,count,0,1
2024-05-02,S5,Home,HO-279,receipt,32,0
2024-05-02,S5,Grocery,GR-814,count,0,-2
2024-05-02,S5,Apparel,AP-660,return,2,0
2024-05-02,S5,Electronics,EL-870,return,3,0
2024-05-02,S5,Grocery,GR-493,sale,-2,0
2024-05-03,S1,Home,HO-290,return,1,0
2024-05-03,S1,Apparel,AP-195,return,1,0
2024-05-03,S1,Electronics,EL-384,return,1,0
2024-05-03,S1,Apparel,AP-854,receipt,26,0
2024-05-03,S1,Apparel,AP-256,return,2,0
2024-05-03,S1,Grocery,GR-803,sale,-4,0
2024-05-03,S1,Grocery,GR-919,count,0,1
2024-05-03,S1,Electronics,EL-734,count,0,0
2024-05-03,S1,Apparel,AP-737,sale,-1,0
2024-05-03,S1,Home,HO-252,receipt,19,0
2024-05-03,S1,Electronics,EL-807,return,2,0
2024-05-03,S2,Electronics,EL-201,sale,-5,0
2024-05-03,S2,Apparel,AP-883,return,2,0
2024-05-03,S2,Grocery,GR-113,sale,-3,0
2024-05-03,S2,Home,HO-132,sale,-1,0
2024-05-03,S2,Electronics,EL-268,sale,-6,0
2024-05-03,S2,Home,HO-182,return,2,0
2024-05-03,S2,Grocery,GR-855,receipt,15,0
2024-05-03,S2,Grocery,GR-925,sale,-6,0
2024-05-03,S2,Home,HO-582,receipt,32,0
2024-05-03,S2,Apparel,AP-271,return,2,0
2024-05-03,S2,Grocery,GR-580,sale,-5,0
2024-05-03,S2,Home,HO-891,return,3,0
2024-05-03,S2,Home,HO-938,return,2,0
2024-05-03,S2,Grocery,GR-594,sale,-3,0
2024-05-03,S2,Home,HO-672,sale,-2,0
2024-05-03,S3,Grocery,GR-516,sale,-3,0
2024-05-03,S3,Apparel,AP-339,sale,-1,0
2024-05-03,S3,Apparel,AP-943,return,2,0
2024-05-03,S3,Home,HO-177,sale,-1,0
2024-05-03,S3,Grocery,GR-942,count,0,-1
2024-05-03,S3,Grocery,GR-296,sale,-5,0
2024-05-03,S3,Grocery,GR-323,count,0,1
2024-05-03,S3,Apparel,AP-305,count,0,2
2024-05-03,S4,Electronics,EL-291,sale,-1,0
2024-05-03,S4,Grocery,GR-479,return,3,0
2024-05-03,S4,Apparel,AP-197,return,1,0
2024-05-03,S4,Electronics,EL-504,sale,-1,0
2024-05-03,S4,Electronics,EL-351,sale,-1,0
2024-05-03,S4,Grocery,GR-834,count,0,-1
2024-05-03,S4,Apparel,AP-176,sale,-3,0
2024-05-03,S4,Home,HO-281,receipt,39,0
2024-05-03,S4,Home,HO-106,sale,-6,0
2024-05-03,S4,Electronics,EL-749,count,0,-2
2024-05-03,S4,Apparel,AP-640,sale,-3,0
2024-05-03,S4,Home,HO-799,return,1,0
2024-05-03,S4,Electronics,EL-773,return,1,0
2024-05-03,S4,Electronics,EL-297,return,2,0
2024-05-03,S4,Home,HO-313,sale,-4,0
2024-05-03,S4,Home,HO-851,sale,-1,0
2024-05-03,S5,Grocery,GR-749,count,0,1
2024-05-03,S5,Grocery,GR-952,sale,-1,0
2024-05-03,S5,Apparel,AP-782,sale,-4,0
2024-05-03,S5,Electronics,EL-131,count,0,0
2024-05-03,S5,Electronics,EL-215,return,3,0
2024-05-03,S5,Grocery,GR-365,return,1,0
2024-05-03,S5,Home,HO-700,sale,-2,0
2024-05-03,S5,Electronics,EL-485,sale,-3,0
2024-05-03,S5,Home,HO-142,sale,-2,0
2024-05-03,S5,Apparel,AP-775,return,1,0
2024-05-03,S5,Electronics,EL-633,sale,-5,0
2024-05-04,S1,Apparel,AP-539,sale,-5,0
2024-05-04,S1,Electronics,EL-283,count,0,-2
2024-05-04,S1,Electronics,EL-471,sale,-6,0
2024-05-04,S1,Apparel,AP-441,sale,-1,0
2024-05-04,S1,Apparel,AP-903,receipt,16,0
2024-05-04,S1,Electronics,EL-850,sale,-1,0
2024-05-04,S1,Electronics,EL-745,receipt,49,0
2024-05-04,S1,Home,HO-372,count,0,1
2024-05-04,S1,Apparel,AP-620,return,2,0
2024-05-04,S2,Apparel,AP-681,receipt,47,0
2024-05-04,S2,Apparel,AP-380,return,3,0
2024-05-04,S2,Electronics,EL-747,count,0,1
2024-05-04,S2,Apparel,AP-304,sale,-2,0
2024-05-04,S2,Apparel,AP-600,sale,-5,0
2024-05-04,S2,Electronics,EL-527,receipt,30,0
2024-05-04,S2,Home,HO-905,receipt,37,0
2024-05-04,S2,Electronics,EL-654,sale,-4,0
2024-05-04,S2,Electronics,EL-339,sale,-3,0
2024-05-04,S2,Apparel,AP-265,return,2,0
2024-05-04,S2,Apparel,AP-329,receipt,46,0
2024-05-04,S3,Apparel,AP-569,sale,-6,0
2024-05-04,S3,Grocery,GR-162,receipt,27,0
2024-05-04,S3,Home,HO-105,receipt,60,0
2024-05-04,S3,Electronics,EL-760,count,0,-4
2024-05-04,S3,Electronics,EL-294,return,1,0
2024-05-04,S3,Electronics,EL-312,sale,-2,0
2024-05-04,S3,Grocery,GR-526,sale,-5,0
2024-05-04,S3,Home,HO-970,sale,-3,0
2024-05-04,S3,Home,HO-227,receipt,42,0
2024-05-04,S3,Grocery,GR-598,count,0,0
2024-05-04,S3,Apparel,AP-773,sale,-6,0
2024-05-04,S3,Apparel,AP-877,receipt,11,0
2024-05-04,S3,Apparel,AP-895,sale,-6,0
2024-05-04,S3,Grocery,GR-697,sale,-2,0
2024-05-04,S3,Home,HO-224,receipt,13,0
2024-05-04,S3,Apparel,AP-403,return,1,0
2024-05-04,S4,Grocery,GR-521,count,0,-2
2024-05-04,S4,Apparel,AP-956,return,3,0
2024-05-04,S4,Electronics,EL-216,sale,-3,0
2024-05-04,S4,Electronics,EL-173,sale,-5,0
2024-05-04,S4,Apparel,AP-280,return,3,0
2024-05-04,S4,Grocery,GR-635,return,2,0
2024-05-04,S4,Home,HO-887,sale,-1,0
2024-05-04,S4,Electronics,EL-668,return,3,0
2024-05-04,S4,Electronics,EL-275,sale,-3,0
2024-05-04,S4,Home,HO-549,sale,-3,0
2024-05-04,S4,Apparel,AP-222,receipt,52,0
2024-05-04,S4,Grocery,GR-920,sale,-4,0
2024-05-04,S4,Grocery,GR-556,sale,-4,0
2024-05-04,S4,Grocery,GR-141,receipt,23,0
2024-05-04,S4,Home,HO-699,sale,-4,0
2024-05-04,S5,Grocery,GR-852,sale,-3,0
2024-05-04,S5,Electronics,EL-683,count,0,-2
2024-05-04,S5,Electronics,EL-618,sale,-4,0
2024-05-04,S5,Electronics,EL-597,receipt,34,0
2024-05-04,S5,Grocery,GR-791,sale,-3,0
2024-05-04,S5,Home,HO-683,sale,-3,0
2024-05-04,S5,Grocery,GR-451,return,1,0
2024-05-04,S5,Home,HO-194,sale,-5,0
2024-05-04,S5,Apparel,AP-816,receipt,14,0
2024-05-04,S5,Grocery,GR-739,sale,-4,0
2024-05-05,S1,Electronics,EL-304,sale,-5,0
2024-05-05,S1,Apparel,AP-772,sale,-4,0
2024-05-05,S1,Home,HO-222,return,2,0
2024-05-05,S1,Electronics,EL-178,sale,-6,0
2024-05-05,S1,Apparel,AP-319,count,0,-1
2024-05-05,S1,Grocery,GR-415,count,0,2
2024-05-05,S1,Home,HO-666,sale,-4,0
2024-05-05,S1,Grocery,GR-149,sale,-4,0
2024-05-05,S1,Home,HO-547,receipt,50,0
2024-05-05,S1,Apparel,AP-942,return,2,0
2024-05-05,S1,Home,HO-267,count,0,0
2024-05-05,S2,Home,HO-771,return,3,0
2024-05-05,S2,Electronics,EL-529,sale,-3,0
2024-05-05,S2,Home,HO-852,return,1,0
2024-05-05,S2,Electronics,EL-874,return,1,0
2024-05-05,S2,Apparel,AP-241,sale,-4,0
2024-05-05,S2,Apparel,AP-490,sale,-4,0
2024-05-05,S2,Home,HO-576,sale,-4,0
2024-05-05,S2,Electronics,EL-846,return,2,0
2024-05-05,S2,Grocery,GR-299,sale,-3,0
2024-05-05,S2,Apparel,AP-974,sale,-1,0
2024-05-05,S2,Home,HO-247,sale,-5,0
2024-05-05,S2,Apparel,AP-630,receipt,27,0
2024-05-05,S3,Apparel,AP-441,return,1,0
2024-05-05,S3,Electronics,EL-690,sale,-5,0
2024-05-05,S3,Home,HO-345,sale,-4,0
2024-05-05,S3,Apparel,AP-794,sale,-4,0
2024-05-05,S3,Home,HO-955,sale,-2,0
2024-05-05,S3,Grocery,GR-441,sale,-5,0
2024-05-05,S3,Apparel,AP-431,count,0,2
2024-05-05,S3,Electronics,EL-607,count,0,-6
2024-05-05,S3,Apparel,AP-499,return,3,0
2024-05-05,S3,Apparel,AP-938,receipt,48,0
2024-05-05,S3,Home,HO-793,receipt,28,0
2024-05-05,S3,Electronics,EL-803,count,0,-4
2024-05-05,S3,Home,HO-365,sale,-2,0
2024-05-05,S3,Apparel,AP-239,sale,-5,0
2024-05-05,S4,Home,HO-259,sale,-3,0
2024-05-05,S4,Home,HO-708,sale,-2,0
2024-05-05,S4,Apparel,AP-517,return,2,0
2024-05-05,S4,Apparel,AP-674,count,0,0
2024-05-05,S4,Apparel,AP-588,sale,-3,0
2024-05-05,S4,Grocery,GR-713,sale,-2,0
2024-05-05,S4,Electronics,EL-938,return,1,0
2024-05-05,S4,Electronics,EL-718,sale,-5,0
2024-05-05,S5,Electronics,EL-581,sale,-6,0
2024-05-05,S5,Electronics,EL-886,sale,-5,0
2024-05-05,S5,Home,HO-654,sale,-4,0
2024-05-05,S5,Home,HO-409,sale,-2,0
2024-05-05,S5,Apparel,AP-325,sale,-4,0
2024-05-05,S5,Grocery,GR-121,sale,-2,0
2024-05-05,S5,Electronics,EL-755,receipt,30,0
2024-05-05,S5,Apparel,AP-111,sale,-1,0
2024-05-05,S5,Electronics,EL-300,sale,-5,0
2024-05-05,S5,Electronics,EL-315,sale,-3,0
2024-05-05,S5,Home,HO-220,count,0,0
2024-05-05,S5,Grocery,GR-959,sale,-2,0
2024-05-05,S5,Apparel,AP-310,count,0,1
2024-05-06,S1,Electronics,EL-542,sale,-1,0
2024-05-06,S1,Electronics,EL-590,receipt,42,0
2024-05-06,S1,Apparel,AP-970,count,0,-2
2024-05-06,S1,Home,HO-636,return,2,0
2024-05-06,S1,Home,HO-473,sale,-3,0
2024-05-06,S1,Apparel,AP-320,sale,-6,0
2024-05-06,S1,Home,HO-876,return,3,0
2024-05-06,S1,Home,HO-138,sale,-5,0
2024-05-06,S1,Home,HO-368,receipt,11,0
2024-05-06,S1,Grocery,GR-400,sale,-2,0
2024-05-06,S1,Grocery,GR-525,sale,-6,0
2024-05-06,S1,Electronics,EL-624,sale,-3,0
2024-05-06,S1,Grocery,GR-331,return,1,0
2024-05-06,S2,Grocery,GR-734,return,1,0
2024-05-06,S2,Grocery,GR-786,sale,-4,0
2024-05-06,S2,Home,HO-947,sale,-3,0
2024-05-06,S2,Grocery,GR-563,count,0,2
2024-05-06,S2,Electronics,EL-179,receipt,22,0
2024-05-06,S2,Grocery,GR-778,sale,-2,0
2024-05-06,S2,Electronics,EL-806,sale,-3,0
2024-05-06,S2,Electronics,EL-839,sale,-5,0
2024-05-06,S2,Electronics,EL-764,count,0,1
2024-05-06,S2,Electronics,EL-705,sale,-1,0
2024-05-06,S2,Electronics,EL-899,count,0,1
2024-05-06,S2,Apparel,AP-502,receipt,11,0
2024-05-06,S3,Home,HO-799,sale,-6,0
2024-05-06,S3,Home,HO-566,receipt,27,0
2024-05-06,S3,Grocery,GR-102,return,3,0
2024-05-06,S3,Electronics,EL-124,sale,-6,0
2024-05-06,S3,Apparel,AP-581,count,0,1
2024-05-06,S3,Grocery,GR-818,return,1,0
2024-05-06,S3,Apparel,AP-325,sale,-6,0
2024-05-06,S3,Grocery,GR-436,sale,-2,0
2024-05-06,S3,Apparel,AP-338,sale,-3,0
2024-05-06,S3,Electronics,EL-812,sale,-4,0
2024-05-06,S3,Grocery,GR-513,sale,-2,0
2024-05-06,S3,Home,HO-456,sale,-1,0
2024-05-06,S4,Grocery,GR-646,count,0,-2
2024-05-06,S4,Home,HO-401,sale,-5,0
2024-05-06,S4,Apparel,AP-652,count,0,-1
2024-05-06,S4,Home,HO-122,return,2,0
2024-05-06,S4,Apparel,AP-427,count,0,0
2024-05-06,S4,Grocery,GR-989,return,1,0
2024-05-06,S4,Electronics,EL-681,receipt,45,0
2024-05-06,S4,Apparel,AP-870,return,1,0
2024-05-06,S4,Electronics,EL-267,sale,-1,0
2024-05-06,S4,Electronics,EL-989,return,3,0
2024-05-06,S4,Home,HO-496,count,0,2
2024-05-06,S5,Home,HO-170,sale,-6,0
2024-05-06,S5,Home,HO-290,sale,-2,0
2024-05-06,S5,Grocery,GR-887,return,3,0
2024-05-06,S5,Apparel,AP-404,receipt,18,0
2024-05-06,S5,Apparel,AP-273,receipt,60,0
2024-05-06,S5,Electronics,EL-785,sale,-6,0
2024-05-06,S5,Grocery,GR-266,count,0,1
2024-05-06,S5,Home,HO-969,sale,-1,0
2024-05-06,S5,Home,HO-968,return,1,0
2024-05-06,S5,Apparel,AP-211,count,0,0
2024-05-07,S1,Apparel,AP-599,sale,-3,0
2024-05-07,S1,Grocery,GR-203,sale,-6,0
2024-05-07,S1,Home,HO-661,count,0,1
2024-05-07,S1,Apparel,AP-846,sale,-1,0
2024-05-07,S1,Home,HO-660,sale,-6,0
2024-05-07,S1,Grocery,GR-405,sale,-2,0
2024-05-07,S1,Apparel,AP-269,return,1,0
2024-05-07,S1,Apparel,AP-348,sale,-4,0
2024-05-07,S1,Home,HO-912,sale,-6,0
2024-05-07,S1,Apparel,AP-196,count,0,1
2024-05-07,S1,Apparel,AP-686,count,0,-1
2024-05-07,S1,Grocery,GR-908,count,0,1
2024-05-07,S1,Home,HO-360,sale,-5,0
2024-05-07,S1,Apparel,AP-441,sale,-3,0
2024-05-07,S1,Apparel,AP-654,receipt,32,0
2024-05-07,S1,Apparel,AP-403,receipt,27,0
2024-05-07,S2,Home,HO-428,return,3,0
2024-05-07,S2,Grocery,GR-583,sale,-2,0
2024-05-07,S2,Apparel,AP-875,sale,-2,0
2024-05-07,S2,Grocery,GR-597,sale,-4,0
2024-05-07,S2,Home,HO-316,return,1,0
2024-05-07,S2,Electronics,EL-574,count,0,0
2024-05-07,S2,Home,HO-979,count,0,2
2024-05-07,S2,Grocery,GR-499,sale,-2,0
2024-05-07,S2,Electronics,EL-875,sale,-5,0
2024-05-07,S2,Home,HO-904,receipt,38,0
2024-05-07,S2,Home,HO-185,sale,-1,0
2024-05-07,S2,Grocery,GR-503,sale,-1,0
2024-05-07,S2,Apparel,AP-503,sale,-1,0
2024-05-07,S2,Electronics,EL-190,receipt,59,0
2024-05-07,S2,Apparel,AP-534,sale,-5,0
2024-05-07,S3,Grocery,GR-801,count,0,1
2024-05-07,S3,Apparel,AP-997,count,0,2
2024-05-07,S3,Electronics,EL-698,return,3,0
2024-05-07,S3,Apparel,AP-840,return,2,0
2024-05-07,S3,Apparel,AP-863,sale,-6,0
2024-05-07,S3,Apparel,AP-534,sale,-4,0
2024-05-07,S3,Electronics,EL-769,count,0,-6
2024-05-07,S3,Home,HO-597,count,0,1
2024-05-07,S3,Home,HO-744,receipt,33,0
2024-05-07,S3,Grocery,GR-714,return,3,0
2024-05-07,S3,Electronics,EL-957,sale,-2,0
2024-05-07,S4,Home,HO-171,sale,-5,0
2024-05-07,S4,Home,HO-757,count,0,-1
2024-05-07,S4,Apparel,AP-637,count,0,2
2024-05-07,S4,Apparel,AP-175,sale,-6,0
2024-05-07,S4,Home,HO-627,sale,-6,0
2024-05-07,S4,Home,HO-824,sale,-1,0
2024-05-07,S4,Grocery,GR-473,return,2,0
2024-05-07,S4,Grocery,GR-379,receipt,41,0
2024-05-07,S4,Electronics,EL-881,count,0,2
2024-05-07,S4,Home,HO-936,sale,-2,0
2024-05-07,S5,Apparel,AP-320,sale,-3,0
2024-05-07,S5,Home,HO-260,receipt,16,0
2024-05-07,S5,Electronics,EL-219,sale,-1,0
2024-05-07,S5,Apparel,AP-126,sale,-1,0
2024-05-07,S5,Electronics,EL-260,count,0,-2
2024-05-07,S5,Electronics,EL-745,sale,-3,0
2024-05-07,S5,Home,HO-943,count,0,2
2024-05-07,S5,Grocery,GR-676,sale,-4,0
2024-05-07,S5,Electronics,EL-928,count,0,2
2024-05-07,S5,Grocery,GR-113,receipt,19,0
2024-05-07,S5,Apparel,AP-185,receipt,57,0
2024-05-08,S1,Electronics,EL-982,return,1,0
2024-05-08,S1,Electronics,EL-666,sale,-3,0
2024-05-08,S1,Home,HO-602,return,3,0
2024-05-08,S1,Apparel,AP-447,receipt,40,0
2024-05-08,S1,Apparel,AP-430,receipt,47,0
2024-05-08,S1,Home,HO-719,receipt,36,0
2024-05-08,S1,Apparel,AP-739,sale,-5,0
2024-05-08,S1,Electronics,EL-772,receipt,24,0
2024-05-08,S1,Home,HO-275,receipt,47,0
2024-05-08,S1,Home,HO-187,sale,-5,0
2024-05-08,S1,Home,HO-527,return,3,0
2024-05-08,S1,Grocery,GR-997,sale,-6,0
2024-05-08,S1,Grocery,GR-832,sale,-5,0
2024-05-08,S1,Electronics,EL-681,sale,-6,0
2024-05-08,S1,Grocery,GR-500,return,2,0
2024-05-08,S1,Grocery,GR-284,sale,-1,0
2024-05-08,S2,Apparel,AP-429,sale,-5,0
2024-05-08,S2,Electronics,EL-945,sale,-4,0
2024-05-08,S2,Electronics,EL-381,receipt,25,0
2024-05-08,S2,Grocery,GR-721,return,2,0
2024-05-08,S2,Electronics,EL-731,return,2,0
2024-05-08,S2,Grocery,GR-306,sale,-5,0
2024-05-08,S2,Electronics,EL-417,count,0,1
2024-05-08,S2,Electronics,EL-913,return,1,0
2024-05-08,S2,Grocery,GR-462,sale,-4,0
2024-05-08,S2,Electronics,EL-459,receipt,40,0
2024-05-08,S2,Grocery,GR-531,sale,-5,0
2024-05-08,S2,Grocery,GR-497,return,3,0
2024-05-08,S2,Home,HO-494,sale,-5,0
2024-05-08,S2,Grocery,GR-154,count,0,-2
2024-05-08,S2,Home,HO-697,sale,-3,0
2024-05-08,S3,Home,HO-349,sale,-3,0
2024-05-08,S3,Grocery,GR-286,sale,-6,0
2024-05-08,S3,Home,HO-599,receipt,22,0
2024-05-08,S3,Apparel,AP-459,count,0,2
2024-05-08,S3,Grocery,GR-879,count,0,1
2024-05-08,S3,Electronics,EL-228,sale,-5,0
2024-05-08,S3,Home,HO-226,sale,-6,0
2024-05-08,S3,Grocery,GR-301,receipt,26,0
2024-05-08,S3,Home,HO-756,receipt,23,0
2024-05-08,S4,Home,HO-878,count,0,-1
2024-05-08,S4,Electronics,EL-744,return,3,0
2024-05-08,S4,Apparel,AP-670,receipt,26,0
2024-05-08,S4,Electronics,EL-942,sale,-5,0
2024-05-08,S4,Apparel,AP-355,sale,-2,0
2024-05-08,S4,Home,HO-955,sale,-5,0
2024-05-08,S4,Grocery,GR-810,count,0,2
2024-05-08,S4,Home,HO-147,sale,-2,0
2024-05-08,S4,Grocery,GR-497,receipt,54,0
2024-05-08,S4,Apparel,AP-129,receipt,38,0
2024-05-08,S4,Apparel,AP-977,sale,-2,0
2024-05-08,S4,Electronics,EL-178,receipt,41,0
2024-05-08,S4,Home,HO-782,receipt,33,0
2024-05-08,S5,Apparel,AP-324,sale,-5,0
2024-05-08,S5,Apparel,AP-153,sale,-1,0
2024-05-08,S5,Electronics,EL-746,count,0,-2
2024-05-08,S5,Apparel,AP-742,count,0,-1
2024-05-08,S5,Apparel,AP-507,sale,-4,0
2024-05-08,S5,Apparel,AP-249,sale,-3,0
2024-05-08,S5,Electronics,EL-759,count,0,-1
2024-05-08,S5,Electronics,EL-549,return,3,0
2024-05-08,S5,Electronics,EL-481,count,0,-1
2024-05-08,S5,Electronics,EL-209,sale,-4,0
2024-05-08,S5,Apparel,AP-687,sale,-5,0
2024-05-08,S5,Electronics,EL-190,sale,-4,0
2024-05-08,S5,Apparel,AP-377,count,0,-1
2024-05-08,S5,Apparel,AP-384,sale,-2,0
2024-05-08,S5,Apparel,AP-413,sale,-6,0
2024-05-08,S5,Electronics,EL-480,sale,-2,0
2024-05-09,S1,Home,HO-300,sale,-6,0
2024-05-09,S1,Grocery,GR-525,sale,-4,0
2024-05-09,S1,Apparel,AP-734,sale,-2,0
2024-05-09,S1,Grocery,GR-697,return,1,0
2024-05-09,S1,Electronics,EL-682,count,0,0
2024-05-09,S1,Electronics,EL-774,count,0,-1
2024-05-09,S1,Home,HO-801,sale,-2,0
2024-05-09,S1,Electronics,EL-915,sale,-1,0
2024-05-09,S1,Home,HO-349,sale,-4,0
2024-05-09,S1,Grocery,GR-210,sale,-3,0
2024-05-09,S1,Grocery,GR-216,count,0,-2
2024-05-09,S1,Apparel,AP-176,count,0,2
2024-05-09,S2,Grocery,GR-278,count,0,-2
2024-05-09,S2,Home,HO-721,sale,-4,0
2024-05-09,S2,Apparel,AP-869,sale,-1,0
2024-05-09,S2,Grocery,GR-725,sale,-5,0
2024-05-09,S2,Apparel,AP-836,count,0,-2
2024-05-09,S2,Electronics,EL-619,return,2,0
2024-05-09,S2,Electronics,EL-711,return,3,0
2024-05-09,S2,Home,HO-557,sale,-6,0
2024-05-09,S2,Home,HO-619,return,2,0
2024-05-09,S2,Home,HO-851,sale,-6,0
2024-05-09,S2,Apparel,AP-798,receipt,10,0
2024-05-09,S3,Home,HO-480,sale,-4,0
2024-05-09,S3,Home,HO-529,return,2,0
2024-05-09,S3,Electronics,EL-937,sale,-1,0
2024-05-09,S3,Apparel,AP-533,sale,-3,0
2024-05-09,S3,Electronics,EL-206,sale,-3,0
2024-05-09,S3,Electronics,EL-697,count,0,-6
2024-05-09,S3,Home,HO-683,receipt,54,0
2024-05-09,S3,Home,HO-895,sale,-6,0
2024-05-09,S4,Grocery,GR-914,sale,-5,0
2024-05-09,S4,Apparel,AP-299,return,1,0
2024-05-09,S4,Electronics,EL-238,sale,-1,0
2024-05-09,S4,Grocery,GR-681,receipt,11,0
2024-05-09,S4,Apparel,AP-526,count,0,1
2024-05-09,S4,Electronics,EL-548,count,0,-1
2024-05-09,S4,Electronics,EL-220,receipt,52,0
2024-05-09,S4,Electronics,EL-109,sale,-5,0
2024-05-09,S4,Electronics,EL-218,sale,-2,0
2024-05-09,S4,Home,HO-106,sale,-4,0
2024-05-09,S5,Apparel,AP-462,receipt,38,0
2024-05-09,S5,Grocery,GR-489,receipt,50,0
2024-05-09,S5,Apparel,AP-261,return,2,0
2024-05-09,S5,Home,HO-368,return,2,0
2024-05-09,S5,Electronics,EL-762,return,2,0
2024-05-09,S5,Grocery,GR-913,receipt,44,0
2024-05-09,S5,Home,HO-257,sale,-1,0
2024-05-09,S5,Apparel,AP-480,return,3,0
2024-05-09,S5,Grocery,GR-591,receipt,12,0
2024-05-09,S5,Grocery,GR-269,return,1,0
2024-05-09,S5,Grocery,GR-193,sale,-3,0
2024-05-10,S1,Apparel,AP-263,return,3,0
2024-05-10,S1,Grocery,GR-410,receipt,54,0
2024-05-10,S1,Grocery,GR-719,count,0,2
2024-05-10,S1,Home,HO-113,sale,-4,0
2024-05-10,S1,Apparel,AP-520,return,2,0
2024-05-10,S1,Home,HO-128,return,3,0
2024-05-10,S1,Electronics,EL-252,count,0,-2
2024-05-10,S1,Home,HO-518,sale,-2,0
2024-05-10,S1,Grocery,GR-486,sale,-6,0
2024-05-10,S1,Grocery,GR-865,sale,-3,0
2024-05-10,S1,Apparel,AP-403,sale,-4,0
2024-05-10,S1,Grocery,GR-941,sale,-3,0
2024-05-10,S1,Grocery,GR-972,return,2,0
2024-05-10,S1,Grocery,GR-543,receipt,37,0
2024-05-10,S2,Electronics,EL-774,count,0,2
2024-05-10,S2,Apparel,AP-592,receipt,20,0
2024-05-10,S2,Electronics,EL-332,sale,-2,0
2024-05-10,S2,Electronics,EL-851,count,0,0
2024-05-10,S2,Home,HO-824,sale,-5,0
2024-05-10,S2,Home,HO-751,count,0,-2
2024-05-10,S2,Home,HO-622,return,3,0
2024-05-10,S2,Electronics,EL-361,receipt,48,0
2024-05-10,S2,Electronics,EL-597,sale,-1,0
2024-05-10,S3,Apparel,AP-270,sale,-5,0
2024-05-10,S3,Home,HO-384,count,0,-1
2024-05-10,S3,Grocery,GR-271,return,2,0
2024-05-10,S3,Electronics,EL-327,receipt,34,0
2024-05-10,S3,Home,HO-450,sale,-4,0
2024-05-10,S3,Electronics,EL-996,return,2,0
2024-05-10,S3,Apparel,AP-500,sale,-6,0
2024-05-10,S3,Electronics,EL-287,receipt,50,0
2024-05-10,S3,Home,HO-259,sale,-1,0
2024-05-10,S4,Home,HO-708,sale,-6,0
2024-05-10,S4,Home,HO-301,sale,-6,0
2024-05-10,S4,Grocery,GR-436,sale,-5,0
2024-05-10,S4,Electronics,EL-759,sale,-6,0
2024-05-10,S4,Home,HO-592,count,0,2
2024-05-10,S4,Home,HO-713,sale,-5,0
2024-05-10,S4,Grocery,GR-424,count,0,0
2024-05-10,S4,Electronics,EL-455,sale,-5,0
2024-05-10,S5,Grocery,GR-855,return,3,0
2024-05-10,S5,Electronics,EL-611,sale,-2,0
2024-05-10,S5,Grocery,GR-126,count,0,2
2024-05-10,S5,Grocery,GR-664,sale,-3,0
