enrolment_id,lesson_no,completed,completed_date
9258,8,1,2024-03-01
9258,9,1,2024-03-05
9258,10,1,2024-03-06
9258,11,0,
9259,1,1,2024-07-21
9259,2,1,2024-07-23
9259,3,1,2024-07-28
9259,4,1,2024-08-03
9259,5,1,2024-08-04
9259,6,1,2024-08-09
9259,7,0,
9260,1,0,
9261,1,1,2024-08-24
9261,2,0,
9262,1,1,2024-05-20
9262,2,1,2024-05-22
9262,3,1,2024-05-25
9262,4,1,2024-05-28
9262,5,1,2024-06-02
9262,6,1,2024-06-05
9262,7,1,2024-06-11
9262,8,1,2024-06-16
9262,9,1,2024-06-20
9262,10,1,2024-06-23
9262,11,1,2024-06-29
9262,12,0,
9263,1,1,2024-09-04
9263,2,1,2024-09-08
9263,3,1,2024-09-12
9263,4,1,2024-09-18
9263,5,1,2024-09-23
9263,6,1,2024-09-27
9263,7,0,
9264,1,1,2024-05-07
9264,2,1,2024-05-08
9264,3,1,2024-05-12
9264,4,1,2024-05-15
9264,5,1,2024-05-21
9264,6,1,2024-05-24
9264,7,1,2024-05-27
9264,8,1,2024-06-01
9264,9,0,
9265,1,1,2024-10-26
9265,2,1,2024-10-30
9265,3,1,2024-11-02
9265,4,0,
9266,1,1,2024-08-17
9266,2,1,2024-08-23
9266,3,1,2024-08-24
9266,4,1,2024-08-29
9266,5,0,
9267,1,1,2024-02-13
9267,2,1,2024-02-18
9267,3,1,2024-02-23
9267,4,1,2024-02-24
9267,5,1,2024-02-27
9267,6,1,2024-03-01
9267,7,0,
9268,1,1,2024-09-01
9268,2,1,2024-09-04
9268,3,1,2024-09-07
9268,4,1,2024-09-13
9268,5,0,
9269,1,1,2024-05-10
9269,2,1,2024-05-14
9269,3,1,2024-05-16
9269,4,1,2024-05-19
9269,5,0,
9270,1,1,2024-09-25
9270,2,0,
9271,1,1,2024-03-09
9271,2,1,2024-03-13
9271,3,0,
9272,1,0,
9273,1,1,2024-10-24
9273,2,1,2024-10-30
9273,3,1,2024-10-31
9273,4,1,2024-11-05
9273,5,1,2024-11-09
9273,6,1,2024-11-13
9273,7,0,
9274,1,1,2024-04-04
9274,2,1,2024-04-08
9274,3,0,
9275,1,1,2024-05-30
9275,2,0,
9276,1,1,2024-08-06
9276,2,1,2024-08-10
9276,3,0,
9277,1,1,2024-10-07
9277,2,1,2024-10-10
9277,3,0,
9278,1,1,2024-01-14
9278,2,1,2024-01-20
9278,3,1,2024-01-23
9278,4,1,2024-01-24
9278,5,1,2024-01-30
9278,6,1,2024-02-05
9278,7,1,2024-02-06
9278,8,0,
9279,1,1,2024-05-13
9279,2,1,2024-05-14
9279,3,1,2024-05-17
9279,4,1,2024-05-22
9279,5,1,2024-05-23
9279,6,1,2024-05-28
9279,7,1,2024-06-02
9279,8,1,2024-06-07
9279,9,1,2024-06-08
9279,10,1,2024-06-13
9279,11,0,
9280,1,0,
9281,1,1,2024-06-23
9281,2,1,2024-06-26
9281,3,0,
9282,1,1,2024-05-28
9282,2,1,2024-06-03
9282,3,1,2024-06-09
9282,4,0,
9283,1,1,2024-10-07
9283,2,1,2024-10-11
9283,3,1,2024-10-13
9283,4,1,2024-10-18
9283,5,1,2024-10-21
9283,6,1,2024-10-26
9283,7,1,2024-10-28
9283,8,1,2024-10-31
9283,9,1,2024-11-04
9283,10,1,2024-11-09
9283,11,1,2024-11-10
9283,12,1,2024-11-16
9284,1,1,2024-04-09
9284,2,1,2024-04-12
9284,3,0,
9285,1,1,2024-03-07
9285,2,1,2024-03-11
9285,3,1,2024-03-15
9285,4,1,2024-03-20
9285,5,1,2024-03-26
9285,6,1,2024-03-28
9285,7,0,
9286,1,1,2024-08-15
9286,2,1,2024-08-17
9286,3,0,
9287,1,1,2024-05-10
9287,2,1,2024-05-13
9287,3,1,2024-05-17
9287,4,1,2024-05-19
9287,5,1,2024-05-21
9287,6,1,2024-05-26
9287,7,1,2024-05-29
9287,8,1,2024-05-31
9287,9,0,
9288,1,1,2024-07-07
9288,2,1,2024-07-11
9288,3,1,2024-07-12
9288,4,1,2024-07-16
9288,5,1,2024-07-22
9288,6,1,2024-07-26
9288,7,0,
9289,1,1,2024-01-20
9289,2,1,2024-01-24
9289,3,1,2024-01-27
9289,4,1,2024-01-28
9289,5,0,
9290,1,1,2024-09-03
9290,2,1,2024-09-05
9290,3,1,2024-09-10
9290,4,1,2024-09-16
9290,5,1,2024-09-21
9290,6,1,2024-09-26
9290,7,0,
9291,1,0,
9292,1,1,2024-08-20
9292,2,0,
9293,1,0,
9294,1,0,
9295,1,1,2024-05-26
9295,2,1,2024-05-30
9295,3,1,2024-06-04
9295,4,0,
9296,1,1,2024-07-31
9296,2,1,2024-08-01
9296,3,1,2024-08-05
9296,4,1,2024-08-09
9296,5,0,
9297,1,1,2024-09-12
9297,2,1,2024-09-14
9297,3,1,2024-09-15
9297,4,1,2024-09-19
9297,5,1,2024-09-21
9297,6,1,2024-09-23
9297,7,1,2024-09-27
9297,8,1,2024-09-30
9297,9,1,2024-10-06
9297,10,0,
9298,1,1,2024-02-12
9298,2,0,
9299,1,1,2024-10-14
9299,2,1,2024-10-18
9299,3,1,2024-10-19
9299,4,1,2024-10-25
9299,5,0,
9300,1,1,2024-09-15
9300,2,1,2024-09-20
9300,3,1,2024-09-24
9300,4,1,2024-09-28
9300,5,1,2024-10-02
9300,6,1,2024-10-07
9300,7,1,2024-10-12
9300,8,1,2024-10-17
9300,9,1,2024-10-23
9300,10,1,2024-10-24
9300,11,1,2024-10-30
9300,12,1,2024-10-31
9301,1,0,
9302,1,1,2024-10-18
9302,2,1,2024-10-24
9302,3,1,2024-10-30
9302,4,1,2024-11-04
9302,5,1,2024-11-06
9302,6,1,2024-11-08
9302,7,0,
9303,1,1,2024-08-17
9303,2,1,2024-08-23
9303,3,1,2024-08-25
9303,4,1,2024-08-26
9303,5,1,2024-08-29
9303,6,1,2024-09-01
9303,7,1,2024-09-06
9303,8,1,2024-09-11
9303,9,0,
9304,1,1,2024-10-10
9304,2,1,2024-10-11
9304,3,1,2024-10-16
9304,4,0,
9305,1,1,2024-01-06
9305,2,1,2024-01-08
9305,3,1,2024-01-10
9305,4,1,2024-01-14
9305,5,1,2024-01-20
9305,6,0,
9306,1,0,
9307,1,0,
9308,1,1,2024-09-20
9308,2,1,2024-09-21
9308,3,1,2024-09-22
9308,4,1,2024-09-26
9308,5,1,2024-09-27
9308,6,1,2024-10-01
9308,7,0,
9309,1,1,2024-03-17
9309,2,1,2024-03-22
9309,3,1,2024-03-25
9309,4,1,2024-03-30
9309,5,1,2024-04-03
9309,6,1,2024-04-04
9309,7,1,2024-04-05
9309,8,1,2024-04-08
9309,9,0,
9310,1,1,2024-07-09
9310,2,1,2024-07-13
9310,3,1,2024-07-18
9310,4,0,
9311,1,1,2024-02-26
9311,2,1,2024-03-02
9311,3,1,2024-03-06
9311,4,1,2024-03-07
9311,5,1,2024-03-08
9311,6,1,2024-03-10
9311,7,1,2024-03-12
9311,8,0,
9312,1,1,2024-06-03
9312,2,1,2024-06-05
9312,3,1,2024-06-06
9312,4,1,2024-06-09
9312,5,1,2024-06-11
9312,6,0,
9313,1,1,2024-10-10
9313,2,1,2024-10-14
9313,3,1,2024-10-17
9313,4,0,
9314,1,1,2024-10-20
9314,2,1,2024-10-22
9314,3,0,
9315,1,1,2024-09-08
9315,2,1,2024-09-13
9315,3,1,2024-09-15
9315,4,1,2024-09-21
9315,5,1,2024-09-23
9315,6,1,2024-09-29
9315,7,0,
9316,1,0,
9317,1,1,2024-09-06
9317,2,1,2024-09-11
9317,3,0,
9318,1,1,2024-05-14
9318,2,1,2024-05-17
9318,3,1,2024-05-19
9318,4,1,2024-05-24
9318,5,0,
9319,1,1,2024-06-28
9319,2,1,2024-07-02
9319,3,1,2024-07-06
9319,4,1,2024-07-10
9319,5,1,2024-07-14
9319,6,1,2024-07-20
9319,7,0,
9320,1,1,2024-04-13
9320,2,1,2024-04-17
9320,3,0,
9321,1,1,2024-03-12
9321,2,1,2024-03-17
9321,3,1,2024-03-23
9321,4,0,
9322,1,0,
9323,1,1,2024-04-23
9323,2,1,2024-04-29
9323,3,1,2024-05-03
9323,4,1,2024-05-04
9323,5,1,2024-05-08
9323,6,1,2024-05-14
9323,7,1,2024-05-15
9323,8,1,2024-05-21
9323,9,0,
9324,1,1,2024-10-01
9324,2,1,2024-10-06
9324,3,1,2024-10-07
9324,4,1,2024-10-11
9324,5,1,2024-10-12
9324,6,1,2024-10-15
9324,7,0,
9325,1,1,2024-08-08
9325,2,1,2024-08-12
9325,3,1,2024-08-14
9325,4,0,
9326,1,0,
9327,1,1,2024-07-25
9327,2,1,2024-07-27
9327,3,0,
9328,1,1,2024-01-22
9328,2,1,2024-01-23
9328,3,0,
9329,1,1,2024-02-19
9329,2,1,2024-02-21
9329,3,1,2024-02-24
9329,4,1,2024-02-26
9329,5,0,
9330,1,1,2024-10-23
9330,2,0,
9331,1,0,
9332,1,1,2024-05-06
9332,2,1,2024-05-09
9332,3,1,2024-05-15
9332,4,1,2024-05-21
9332,5,1,2024-05-22
9332,6,1,2024-05-25
9332,7,0,
9333,1,1,2024-06-25
9333,2,1,2024-06-29
9333,3,1,2024-07-02
9333,4,0,
9334,1,1,2024-10-13
9334,2,1,2024-10-16
9334,3,1,2024-10-21
9334,4,0,
9335,1,1,2024-10-14
9335,2,1,2024-10-19
9335,3,1,2024-10-25
9335,4,1,2024-10-29
9335,5,0,
9336,1,1,2024-09-17
9336,2,0,
9337,1,1,2024-02-08
9337,2,1,2024-02-14
9337,3,1,2024-02-18
9337,4,1,2024-02-23
9337,5,1,2024-02-28
9337,6,0,
9338,1,1,2024-08-11
9338,2,1,2024-08-14
9338,3,1,2024-08-17
9338,4,1,2024-08-20
9338,5,1,2024-08-23
9338,6,1,2024-08-28
9338,7,1,2024-09-01
9338,8,1,2024-09-05
9338,9,0,
9339,1,1,2024-04-30
9339,2,1,2024-05-02
9339,3,0,
9340,1,1,2024-07-30
9340,2,1,2024-08-02
9340,3,0,
9341,1,1,2024-01-14
9341,2,1,2024-01-17
9341,3,1,2024-01-23
9341,4,1,2024-01-26
9341,5,1,2024-01-27
9341,6,1,2024-01-30
9341,7,1,2024-02-03
9341,8,1,2024-02-05
9341,9,1,2024-02-10
9341,10,1,2024-02-12
9341,11,1,2024-02-14
9341,12,1,2024-02-20
9342,1,1,2024-07-30
9342,2,1,2024-08-02
9342,3,0,
9343,1,1,2024-09-20
9343,2,1,2024-09-21
9343,3,1,2024-09-25
9343,4,1,2024-10-01
9343,5,1,2024-10-03
9343,6,0,
9344,1,1,2024-07-15
9344,2,1,2024-07-21
9344,3,1,2024-07-23
9344,4,1,2024-07-27
9344,5,1,2024-07-30
9344,6,1,2024-08-03
9344,7,0,
9345,1,1,2024-04-09
9345,2,1,2024-04-15
9345,3,1,2024-04-17
9345,4,1,2024-04-23
9345,5,1,2024-04-27
9345,6,1,2024-04-29
9345,7,1,2024-04-30
9345,8,1,2024-05-01
9345,9,1,2024-05-05
9345,10,1,2024-05-08
9345,11,1,2024-05-11
9345,12,0,
9346,1,0,
9347,1,1,2024-10-10
9347,2,0,
9348,1,0,
9349,1,1,2024-08-24
9349,2,1,2024-08-26
9349,3,1,2024-09-01
9349,4,1,2024-09-02
9349,5,1,2024-09-06
9349,6,1,2024-09-12
9349,7,0,
9350,1,0,
9351,1,1,2024-06-28
9351,2,0,
9352,1,1,2024-08-18
9352,2,1,2024-08-19
9352,3,1,2024-08-21
9352,4,1,2024-08-22
9352,5,0,
9353,1,1,2024-06-24
9353,2,1,2024-06-30
9353,3,1,2024-07-02
9353,4,1,2024-07-04
9353,5,1,2024-07-05
9353,6,1,2024-07-10
9353,7,0,
9354,1,1,2024-02-15
9354,2,1,2024-02-18
9354,3,1,2024-02-20
9354,4,0,
9355,1,1,2024-04-25
9355,2,1,2024-05-01
9355,3,1,2024-05-02
9355,4,0,
9356,1,1,2024-07-07
9356,2,1,2024-07-11
9356,3,1,2024-07-17
9356,4,1,2024-07-23
9356,5,1,2024-07-24
9356,6,1,2024-07-25
9356,7,1,2024-07-29
9356,8,1,2024-08-04
9356,9,1,2024-08-06
9356,10,0,
9357,1,1,2024-01-14
9357,2,1,2024-01-19
9357,3,1,2024-01-22
9357,4,0,
9358,1,1,2024-02-24
9358,2,1,2024-02-26
9358,3,0,
9359,1,0,
9360,1,1,2024-07-26
9360,2,0,
9361,1,1,2024-10-09
9361,2,0,
9362,1,1,2024-04-15
9362,2,1,2024-04-18
9362,3,1,2024-04-20
9362,4,1,2024-04-24
9362,5,1,2024-04-25
9362,6,0,
9363,1,1,2024-10-04
9363,2,1,2024-10-10
9363,3,1,2024-10-14
9363,4,1,2024-10-18
9363,5,1,2024-10-23
9363,6,1,2024-10-27
9363,7,0,
9364,1,1,2024-07-19
9364,2,1,2024-07-20
9364,3,1,2024-07-23
9364,4,0,
9365,1,1,2024-09-16
9365,2,1,2024-09-17
9365,3,0,
9366,1,1,2024-07-30
9366,2,1,2024-07-31
9366,3,0,
9367,1,1,2024-02-26
9367,2,0,
9368,1,1,2024-03-10
9368,2,1,2024-03-11
9368,3,1,2024-03-14
9368,4,1,2024-03-19
9368,5,1,2024-03-20
9368,6,1,2024-03-22
9368,7,1,2024-03-23
9368,8,0,
9369,1,1,2024-01-08
9369,2,1,2024-01-09
9369,3,0,
9370,1,1,2024-05-08
9370,2,1,2024-05-14
9370,3,0,
9371,1,1,2024-08-25
9371,2,1,2024-08-29
9371,3,1,2024-09-03
9371,4,1,2024-09-09
9371,5,1,2024-09-12
9371,6,1,2024-09-13
9371,7,0,
9372,1,1,2024-10-23
9372,2,1,2024-10-26
9372,3,1,2024-10-30
9372,4,1,2024-11-03
9372,5,1,2024-11-09
9372,6,1,2024-11-13
9372,7,1,2024-11-18
9372,8,1,2024-11-21
9372,9,1,2024-11-22
9372,10,1,2024-11-23
9372,11,1,2024-11-25
9372,12,1,2024-12-01
9373,1,1,2024-01-14
9373,2,1,2024-01-15
9373,3,1,2024-01-16
9373,4,1,2024-01-18
9373,5,0,
9374,1,1,2024-08-12
9374,2,1,2024-08-16
9374,3,1,2024-08-22
9374,4,1,2024-08-26
9374,5,1,2024-08-30
9374,6,1,2024-09-02
9374,7,0,
9375,1,1,2024-03-20
9375,2,1,2024-03-26
9375,3,1,2024-04-01
9375,4,1,2024-04-05
9375,5,0,
9376,1,0,
9377,1,1,2024-10-26
9377,2,1,2024-11-01
9377,3,1,2024-11-04
9377,4,1,2024-11-09
9377,5,0,
9378,1,1,2024-07-21
9378,2,0,
9379,1,1,2024-01-29
9379,2,1,2024-02-02
9379,3,1,2024-02-07
9379,4,1,2024-02-12
9379,5,1,2024-02-16
9379,6,1,2024-02-21
9379,7,1,2024-02-23
9379,8,1,2024-02-28
9379,9,1,2024-03-05
9379,10,1,2024-03-11
9379,11,1,2024-03-14
9379,12,1,2024-03-17
9380,1,1,2024-05-26
9380,2,1,2024-06-01
9380,3,1,2024-06-03
9380,4,0,
9381,1,1,2024-08-18
9381,2,1,2024-08-21
9381,3,1,2024-08-22
9381,4,1,2024-08-27
9381,5,1,2024-08-30
9381,6,0,
9382,1,1,2024-10-26
9382,2,1,2024-10-28
9382,3,1,2024-10-29
9382,4,0,
9383,1,1,2024-04-05
9383,2,1,2024-04-11
9383,3,1,2024-04-15
9383,4,0,
9384,1,1,2024-01-12
9384,2,1,2024-01-14
9384,3,1,2024-01-20
9384,4,0,
9385,1,1,2024-06-01
9385,2,1,2024-06-04
9385,3,1,2024-06-10
9385,4,1,2024-06-14
9385,5,1,2024-06-16
9385,6,0,
9386,1,1,2024-06-08
9386,2,1,2024-06-13
9386,3,1,2024-06-14
9386,4,1,2024-06-19
9386,5,1,2024-06-20
9386,6,1,2024-06-24
9386,7,1,2024-06-28
9386,8,1,2024-07-03
9386,9,1,2024-07-08
9386,10,1,2024-07-14
9386,11,1,2024-07-15
9386,12,1,2024-07-16
9387,1,1,2024-10-06
9387,2,1,2024-10-10
9387,3,1,2024-10-14
9387,4,1,2024-10-18
9387,5,1,2024-10-23
9387,6,1,2024-10-26
9387,7,0,
9388,1,1,2024-06-29
9388,2,1,2024-07-03
9388,3,1,2024-07-09
9388,4,1,2024-07-14
9388,5,1,2024-07-20
9388,6,1,2024-07-23
9388,7,1,2024-07-27
9388,8,1,2024-07-29
9388,9,1,2024-08-03
9388,10,1,2024-08-06
9388,11,1,2024-08-11
9388,12,1,2024-08-16
9389,1,1,2024-08-31
9389,2,1,2024-09-02
9389,3,1,2024-09-07
9389,4,1,2024-09-11
9389,5,1,2024-09-12
9389,6,0,
9390,1,1,2024-08-10
9390,2,1,2024-08-12
9390,3,0,
9391,1,0,
9392,1,1,2024-01-24
9392,2,1,2024-01-27
9392,3,1,2024-01-31
9392,4,1,2024-02-06
9392,5,1,2024-02-10
9392,6,0,
9393,1,0,
9394,1,0,
9395,1,0,
9396,1,1,2024-05-08
9396,2,1,2024-05-09
9396,3,1,2024-05-12
9396,4,1,2024-05-14
9396,5,1,2024-05-15
9396,6,1,2024-05-16
9396,7,1,2024-05-20
9396,8,1,2024-05-23
9396,9,0,
9397,1,1,2024-08-08
9397,2,1,2024-08-10
9397,3,1,2024-08-16
9397,4,1,2024-08-19
9397,5,1,2024-08-24
9397,6,1,2024-08-25
9397,7,0,
9398,1,1,2024-01-20
9398,2,1,2024-01-26
9398,3,1,2024-02-01
9398,4,0,
9399,1,1,2024-08-13
9399,2,1,2024-08-16
9399,3,1,2024-08-19
9399,4,1,2024-08-25
9399,5,1,2024-08-27
9399,6,0,
9400,1,1,2024-02-01
9400,2,0,
9401,1,1,2024-10-07
9401,2,1,2024-10-11
9401,3,0,
9402,1,1,2024-01-03
9402,2,1,2024-01-04
9402,3,1,2024-01-08
9402,4,1,2024-01-10
9402,5,0,
9403,1,1,2024-02-04
9403,2,1,2024-02-09
9403,3,1,2024-02-13
9403,4,0,
9404,1,1,2024-10-19
9404,2,1,2024-10-25
9404,3,1,2024-10-26
9404,4,1,2024-10-27
9404,5,0,
9405,1,1,2024-08-26
9405,2,1,2024-08-31
9405,3,1,2024-09-04
9405,4,1,2024-09-09
9405,5,1,2024-09-11
9405,6,1,2024-09-16
9405,7,0,
9406,1,1,2024-03-06
9406,2,1,2024-03-10
9406,3,1,2024-03-15
9406,4,1,2024-03-20
9406,5,1,2024-03-26
9406,6,0,
9407,1,0,
9408,1,1,2024-08-21
9408,2,1,2024-08-22
9408,3,1,2024-08-25
9408,4,1,2024-08-30
9408,5,1,2024-08-31
9408,6,0,
9409,1,1,2024-02-24
9409,2,0,
9410,1,1,2024-06-01
9410,2,1,2024-06-02
9410,3,1,2024-06-05
9410,4,1,2024-06-08
9410,5,1,2024-06-09
9410,6,1,2024-06-14
9410,7,0,
9411,1,1,2024-06-08
9411,2,1,2024-06-12
9411,3,1,2024-06-16
9411,4,1,2024-06-20
9411,5,1,2024-06-24
9411,6,1,2024-06-26
9411,7,1,2024-06-30
9411,8,0,
9412,1,1,2024-10-06
9412,2,1,2024-10-09
9412,3,1,2024-10-15
9412,4,1,2024-10-20
9412,5,1,2024-10-25
9412,6,1,2024-10-28
9412,7,1,2024-10-30
9412,8,1,2024-10-31
9412,9,1,2024-11-02
9412,10,0,
9413,1,1,2024-04-18
9413,2,1,2024-04-19
9413,3,0,
9414,1,1,2024-07-31
9414,2,1,2024-08-06
9414,3,1,2024-08-09
9414,4,1,2024-08-15
9414,5,1,2024-08-19
9414,6,1,2024-08-22
9414,7,0,
9415,1,1,2024-02-06
9415,2,1,2024-02-07
9415,3,1,2024-02-08
9415,4,1,2024-02-12
9415,5,1,2024-02-16
9415,6,1,2024-02-21
9415,7,1,2024-02-25
9415,8,1,2024-02-27
9415,9,1,2024-02-29
9415,10,1,2024-03-06
9415,11,1,2024-03-09
9415,12,1,2024-03-12
9416,1,0,
9417,1,1,2024-05-03
9417,2,1,2024-05-05
9417,3,1,2024-05-06
9417,4,0,
9418,1,1,2024-07-06
9418,2,1,2024-07-08
9418,3,1,2024-07-14
9418,4,1,2024-07-15
9418,5,0,
9419,1,1,2024-09-28
9419,2,1,2024-10-02
9419,3,1,2024-10-06
9419,4,1,2024-10-12
9419,5,1,2024-10-17
9419,6,0,
9420,1,1,2024-01-27
9420,2,1,2024-01-28
9420,3,1,2024-02-01
9420,4,0,
9421,1,1,2024-06-10
9421,2,1,2024-06-16
9421,3,1,2024-06-19
9421,4,1,2024-06-20
9421,5,1,2024-06-21
9421,6,1,2024-06-24
9421,7,1,2024-06-30
9421,8,1,2024-07-04
9421,9,1,2024-07-10
9421,10,1,2024-07-13
9421,11,0,
9422,1,1,2024-07-22
9422,2,1,2024-07-24
9422,3,1,2024-07-25
9422,4,0,
9423,1,1,2024-06-06
9423,2,1,2024-06-08
9423,3,1,2024-06-11
9423,4,1,2024-06-12
9423,5,1,2024-06-16
9423,6,1,2024-06-22
9423,7,0,
9424,1,1,2024-01-04
9424,2,1,2024-01-09
9424,3,0,
9425,1,1,2024-01-21
9425,2,1,2024-01-25
9425,3,1,2024-01-26
9425,4,1,2024-01-27
9425,5,1,2024-01-29
9425,6,0,
9426,1,1,2024-03-17
9426,2,0,
9427,1,1,2024-05-06
9427,2,0,
9428,1,1,2024-07-05
9428,2,1,2024-07-10
9428,3,0,
9429,1,0,
9430,1,1,2024-01-27
9430,2,1,2024-02-02
9430,3,1,2024-02-08
9430,4,1,2024-02-12
9430,5,1,2024-02-15
9430,6,1,2024-02-16
9430,7,1,2024-02-22
9430,8,1,2024-02-26
9430,9,1,2024-02-28
9430,10,0,
9431,1,1,2024-10-07
9431,2,1,2024-10-11
9431,3,1,2024-10-17
9431,4,1,2024-10-22
9431,5,0,
9432,1,1,2024-06-07
9432,2,0,
9433,1,1,2024-05-05
9433,2,1,2024-05-06
9433,3,1,2024-05-11
9433,4,0,
9434,1,1,2024-09-23
9434,2,0,
9435,1,1,2024-05-31
9435,2,1,2024-06-06
9435,3,0,
9436,1,1,2024-05-06
9436,2,0,
9437,1,1,2024-10-09
9437,2,1,2024-10-14
9437,3,0,
9438,1,1,2024-08-09
9438,2,1,2024-08-10
9438,3,1,2024-08-16
9438,4,1,2024-08-21
9438,5,1,2024-08-27
9438,6,1,2024-08-29
9438,7,0,
9439,1,1,2024-05-10
9439,2,0,
9440,1,1,2024-03-20
9440,2,0,
9441,1,1,2024-01-23
9441,2,1,2024-01-24
9441,3,1,2024-01-28
9441,4,1,2024-02-03
9441,5,1,2024-02-05
9441,6,0,
9442,1,1,2024-03-12
9442,2,1,2024-03-16
9442,3,1,2024-03-18
9442,4,1,2024-03-19
9442,5,1,2024-03-22
9442,6,0,
9443,1,0,
9444,1,1,2024-04-20
9444,2,1,2024-04-24
9444,3,1,2024-04-28
9444,4,0,
9445,1,0,
9446,1,1,2024-08-03
9446,2,1,2024-08-08
9446,3,1,2024-08-09
9446,4,1,2024-08-13
9446,5,1,2024-08-16
9446,6,0,
9447,1,0,
9448,1,1,2024-04-06
9448,2,1,2024-04-07
9448,3,1,2024-04-10
9448,4,0,
9449,1,0,
9450,1,1,2024-10-19
9450,2,1,2024-10-20
9450,3,1,2024-10-24
9450,4,1,2024-10-30
9450,5,1,2024-11-03
9450,6,1,2024-11-08
9450,7,0,
9451,1,1,2024-04-05
9451,2,0,
9452,1,1,2024-06-21
9452,2,1,2024-06-27
9452,3,0,
9453,1,1,2024-01-12
9453,2,1,2024-01-15
9453,3,1,2024-01-19
9453,4,1,2024-01-23
9453,5,1,2024-01-25
9453,6,1,2024-01-26
9453,7,1,2024-01-28
9453,8,1,2024-01-29
9453,9,0,
9454,1,1,2024-07-21
9454,2,0,
9455,1,1,2024-02-07
9455,2,1,2024-02-09
9455,3,1,2024-02-15
9455,4,1,2024-02-20
9455,5,1,2024-02-25
9455,6,1,2024-03-01
9455,7,1,2024-03-07
9455,8,1,2024-03-08
9455,9,1,2024-03-14
9455,10,1,2024-03-20
9455,11,0,
9456,1,1,2024-07-14
9456,2,1,2024-07-19
9456,3,1,2024-07-22
9456,4,1,2024-07-26
9456,5,1,2024-07-30
9456,6,1,2024-08-03
9456,7,0,
9457,1,1,2024-02-16
9457,2,1,2024-02-22
9457,3,1,2024-02-27
9457,4,1,2024-03-03
9457,5,1,2024-03-05
9457,6,1,2024-03-08
9457,7,1,2024-03-11
9457,8,0,
9458,1,1,2024-08-17
9458,2,1,2024-08-23
9458,3,1,2024-08-25
9458,4,1,2024-08-27
9458,5,1,2024-09-01
9458,6,1,2024-09-02
9458,7,0,
9459,1,1,2024-04-08
9459,2,1,2024-04-13
9459,3,1,2024-04-17
9459,4,0,
9460,1,1,2024-03-14
9460,2,1,2024-03-19
9460,3,1,2024-03-21
9460,4,1,2024-03-27
9460,5,0,
9461,1,1,2024-09-20
9461,2,1,2024-09-24
9461,3,1,2024-09-28
9461,4,1,2024-10-01
9461,5,1,2024-10-06
9461,6,0,
9462,1,0,
9463,1,1,2024-02-09
9463,2,1,2024-02-13
9463,3,1,2024-02-14
9463,4,1,2024-02-18
9463,5,0,
9464,1,1,2024-07-21
9464,2,1,2024-07-27
9464,3,1,2024-07-30
9464,4,1,2024-08-04
9464,5,1,2024-08-08
9464,6,1,2024-08-11
9464,7,0,
9465,1,0,
9466,1,1,2024-05-10
9466,2,1,2024-05-11
9466,3,1,2024-05-12
9466,4,1,2024-05-18
9466,5,1,2024-05-23
9466,6,1,2024-05-25
9466,7,1,2024-05-29
9466,8,1,2024-06-04
9466,9,0,
9467,1,0,
9468,1,1,2024-05-16
9468,2,1,2024-05-21
9468,3,1,2024-05-24
9468,4,0,
9469,1,1,2024-05-24
9469,2,1,2024-05-26
9469,3,0,
9470,1,0,
9471,1,1,2024-09-13
9471,2,1,2024-09-18
9471,3,1,2024-09-22
9471,4,1,2024-09-28
9471,5,1,2024-10-02
9471,6,1,2024-10-03
9471,7,1,2024-10-08
9471,8,0,
9472,1,1,2024-06-08
9472,2,1,2024-06-09
9472,3,1,2024-06-15
9472,4,1,2024-06-17
9472,5,1,2024-06-22
9472,6,0,
9473,1,1,2024-07-24
9473,2,1,2024-07-26
9473,3,1,2024-07-29
9473,4,0,
9474,1,1,2024-02-19
9474,2,1,2024-02-21
9474,3,1,2024-02-24
9474,4,1,2024-02-25
9474,5,0,
9475,1,1,2024-08-21
9475,2,1,2024-08-23
9475,3,1,2024-08-24
9475,4,1,2024-08-25
9475,5,1,2024-08-29
9475,6,0,
9476,1,1,2024-08-12
9476,2,1,2024-08-16
9476,3,0,
9477,1,1,2024-08-02
9477,2,1,2024-08-06
9477,3,0,
9478,1,0,
9479,1,1,2024-05-22
9479,2,1,2024-05-28
9479,3,0,
9480,1,1,2024-07-24
9480,2,1,2024-07-28
9480,3,1,2024-07-30
9480,4,1,2024-08-03
9480,5,1,2024-08-05
9480,6,1,2024-08-10
9480,7,1,2024-08-16
9480,8,1,2024-08-17
9480,9,0,
9481,1,1,2024-01-12
9481,2,1,2024-01-15
9481,3,1,2024-01-19
9481,4,1,2024-01-20
9481,5,1,2024-01-21
9481,6,1,2024-01-26
9481,7,1,2024-01-30
9481,8,0,
9482,1,1,2024-03-06
9482,2,1,2024-03-11
9482,3,0,
9483,1,1,2024-01-16
9483,2,1,2024-01-22
9483,3,1,2024-01-23
9483,4,1,2024-01-26
9483,5,1,2024-01-27
9483,6,1,2024-01-30
9483,7,1,2024-02-02
9483,8,1,2024-02-06
9483,9,1,2024-02-12
9483,10,1,2024-02-17
9483,11,1,2024-02-18
9483,12,1,2024-02-20
9484,1,0,
9485,1,1,2024-08-16
9485,2,1,2024-08-17
9485,3,1,2024-08-23
9485,4,1,2024-08-25
9485,5,1,2024-08-28
9485,6,1,2024-08-30
9485,7,0,
9486,1,1,2024-04-15
9486,2,1,2024-04-19
