enrolment_id,course,enrolled_date,plan
9637,Python Intro,2024-08-24,free
9638,Python Intro,2024-01-19,free
9639,Python Intro,2024-10-17,paid
9640,SQL Basics,2024-02-14,paid
9641,Data 101,2024-06-19,paid
9642,Python Intro,2024-02-07,paid
9643,Python Intro,2024-05-12,free
9644,Python Intro,2024-02-19,free
9645,SQL Basics,2024-05-27,free
9646,Data 101,2024-05-29,free
9647,SQL Basics,2024-01-30,paid
9648,Data 101,2024-02-15,free
9649,Data 101,2024-04-01,free
9650,Python Intro,2024-07-20,paid
9651,Python Intro,2024-07-15,free
9652,SQL Basics,2024-05-14,paid
9653,Data 101,2024-06-17,free
9654,SQL Basics,2024-02-15,paid
9655,SQL Basics,2024-08-23,paid
9656,SQL Basics,2024-02-10,free
9657,Data 101,2024-05-09,free
9658,Data 101,2024-05-03,paid
9659,Python Intro,2024-09-02,paid
9660,Data 101,2024-10-25,free
9661,Python Intro,2024-04-07,paid
9662,Python Intro,2024-09-27,paid
9663,Data 101,2024-05-31,free
9664,Python Intro,2024-10-12,paid
9665,SQL Basics,2024-08-01,free
9666,SQL Basics,2024-04-30,free
9667,SQL Basics,2024-03-22,paid
9668,Python Intro,2024-07-12,paid
9669,Data 101,2024-10-09,paid
9670,Python Intro,2024-04-15,paid
9671,SQL Basics,2024-08-07,free
9672,Data 101,2024-05-18,paid
9673,Python Intro,2024-04-13,paid
9674,Python Intro,2024-04-28,paid
9675,SQL Basics,2024-04-04,paid
9676,Python Intro,2024-06-01,free
9677,SQL Basics,2024-06-16,free
9678,SQL Basics,2024-06-09,paid
9679,SQL Basics,2024-02-28,free
9680,SQL Basics,2024-06-12,free
9681,SQL Basics,2024-07-19,free
9682,Python Intro,2024-02-05,paid
9683,SQL Basics,2024-04-18,paid
9684,SQL Basics,2024-04-30,free
9685,Python Intro,2024-01-12,paid
9686,Python Intro,2024-10-26,free
9687,SQL Basics,2024-08-13,paid
9688,SQL Basics,2024-09-06,paid
9689,Python Intro,2024-09-03,free
9690,SQL Basics,2024-09-02,free
9691,Data 101,2024-06-30,free
9692,SQL Basics,2024-03-29,free
9693,Data 101,2024-08-08,paid
9694,Data 101,2024-03-06,paid
9695,Data 101,2024-03-19,free
9696,SQL Basics,2024-03-19,paid
9697,Data 101,2024-09-04,paid
9698,SQL Basics,2024-03-03,paid
9699,Python Intro,2024-08-27,paid
9700,Python Intro,2024-03-31,paid
9701,Python Intro,2024-01-12,paid
9702,Data 101,2024-10-17,free
9703,SQL Basics,2024-05-09,free
9704,Data 101,2024-09-14,paid
9705,Data 101,2024-05-23,free
9706,SQL Basics,2024-05-09,free
9707,SQL Basics,2024-10-06,paid
9708,Data 101,2024-07-01,free
9709,Data 101,2024-09-28,paid
9710,Data 101,2024-08-02,free
9711,Data 101,2024-04-30,paid
9712,SQL Basics,2024-08-05,free
9713,Data 101,2024-10-09,paid
9714,SQL Basics,2024-04-13,paid
9715,Data 101,2024-08-22,paid
9716,Data 101,2024-08-12,paid
9717,Data 101,2024-04-06,free
9718,Data 101,2024-07-18,free
9719,SQL Basics,2024-02-17,free
9720,Python Intro,2024-04-29,paid
9721,Data 101,2024-05-22,free
9722,Python Intro,2024-03-24,free
9723,SQL Basics,2024-04-19,free
9724,Data 101,2024-01-25,paid
9725,Data 101,2024-07-03,paid
9726,SQL Basics,2024-04-16,paid
9727,SQL Basics,2024-01-13,paid
9728,SQL Basics,2024-08-16,paid
9729,Data 101,2024-09-07,free
9730,Data 101,2024-09-28,free
9731,Python Intro,2024-09-12,paid
9732,SQL Basics,2024-06-08,free
9733,Data 101,2024-01-25,free
9734,Data 101,2024-06-08,free
9735,Python Intro,2024-07-16,free
9736,Python Intro,2024-05-31,free
9737,Python Intro,2024-04-02,paid
9738,Python Intro,2024-03-13,paid
9739,Data 101,2024-02-08,paid
9740,Python Intro,2024-05-19,free
9741,Data 101,2024-01-15,free
9742,Data 101,2024-03-01,free
9743,SQL Basics,2024-03-10,free
9744,Python Intro,2024-10-22,free
9745,Python Intro,2024-01-14,paid
9746,Data 101,2024-01-18,paid
9747,Data 101,2024-02-21,free
9748,SQL Basics,2024-08-31,paid
9749,Data 101,2024-08-26,paid
9750,Data 101,2024-10-22,free
9751,Data 101,2024-04-27,paid
9752,Data 101,2024-03-25,free
9753,Data 101,2024-07-08,paid
9754,Data 101,2024-10-03,free
9755,SQL Basics,2024-06-02,paid
9756,SQL Basics,2024-10-01,free
9757,Data 101,2024-05-04,paid
9758,Data 101,2024-05-23,paid
9759,Python Intro,2024-10-22,free
9760,Data 101,2024-09-30,free
9761,Python Intro,2024-07-02,paid
9762,Python Intro,2024-07-15,paid
9763,Data 101,2024-03-13,paid
9764,Python Intro,2024-03-27,free
9765,SQL Basics,2024-01-28,free
9766,Python Intro,2024-10-20,free
9767,SQL Basics,2024-01-07,free
9768,Data 101,2024-07-06,paid
9769,Data 101,2024-08-01,paid
9770,SQL Basics,2024-08-11,paid
9771,Python Intro,2024-03-16,free
9772,Data 101,2024-06-01,free
9773,Data 101,2024-04-25,free
9774,SQL Basics,2024-06-13,paid
9775,Python Intro,2024-08-16,paid
9776,SQL Basics,2024-03-14,free
9777,Python Intro,2024-06-20,paid
9778,Data 101,2024-01-02,free
9779,SQL Basics,2024-06-10,free
9780,Python Intro,2024-10-03,paid
9781,Data 101,2024-10-21,paid
9782,Data 101,2024-09-21,paid
9783,Python Intro,2024-04-14,free
9784,Python Intro,2024-03-02,free
9785,Python Intro,2024-09-20,free
9786,SQL Basics,2024-10-19,free
9787,SQL Basics,2024-03-24,free
9788,Python Intro,2024-04-13,free
9789,Python Intro,2024-02-23,free
9790,SQL Basics,2024-02-05,paid
9791,SQL Basics,2024-03-13,free
9792,SQL Basics,2024-08-01,paid
9793,Data 101,2024-09-26,free
9794,SQL Basics,2024-07-18,free
9795,Data 101,2024-07-28,paid
9796,Data 101,2024-10-19,paid
9797,SQL Basics,2024-02-09,paid
9798,Python Intro,2024-06-23,free
9799,SQL Basics,2024-07-04,paid
9800,SQL Basics,2024-03-16,free
9801,Data 101,2024-10-12,paid
9802,Python Intro,2024-04-08,free
9803,SQL Basics,2024-08-09,free
9804,SQL Basics,2024-09-19,paid
9805,SQL Basics,2024-09-13,free
9806,SQL Basics,2024-04-02,paid
9807,SQL Basics,2024-03-17,free
9808,Data 101,2024-06-16,paid
9809,Data 101,2024-08-04,paid
9810,Python Intro,2024-01-23,paid
9811,SQL Basics,2024-08-09,paid
9812,Python Intro,2024-01-30,paid
9813,Python Intro,2024-10-14,free
9814,Data 101,2024-06-10,free
9815,SQL Basics,2024-10-27,paid
9816,Data 101,2024-05-23,free
9817,SQL Basics,2024-03-09,free
9818,SQL Basics,2024-09-18,paid
9819,SQL Basics,2024-02-08,free
9820,Python Intro,2024-08-27,paid
9821,SQL Basics,2024-09-08,free
9822,Python Intro,2024-08-04,free
9823,SQL Basics,2024-08-10,free
9824,Data 101,2024-09-07,free
9825,SQL Basics,2024-05-09,paid
9826,Python Intro,2024-03-20,free
9827,SQL Basics,2024-10-19,free
9828,SQL Basics,2024-08-04,paid
9829,SQL Basics,2024-07-31,free
9830,Data 101,2024-03-05,free
9831,Data 101,2024-07-15,free
9832,Python Intro,2024-06-02,free
9833,Data 101,2024-06-16,free
9834,Data 101,2024-01-22,paid
9835,Python Intro,2024-05-06,free
9836,SQL Basics,2024-05-27,paid
9837,Python Intro,2024-07-03,free
9838,SQL Basics,2024-05-19,paid
9839,Data 101,2024-10-18,free
9840,Data 101,2024-04-29,free
9841,SQL Basics,2024-06-24,paid
9842,Data 101,2024-07-09,paid
9843,SQL Basics,2024-08-05,paid
9844,Data 101,2024-10-14,paid
9845,SQL Basics,2024-03-05,free
9846,SQL Basics,2024-06-14,paid
9847,Python Intro,2024-09-14,free
9848,SQL Basics,2024-02-05,paid
9849,SQL Basics,2024-02-23,free
9850,SQL Basics,2024-05-19,free
9851,SQL Basics,2024-01-19,paid
9852,Data 101,2024-08-15,paid
9853,Python Intro,2024-08-31,free
9854,SQL Basics,2024-04-08,paid
9855,SQL Basics,2024-10-15,free
9856,Data 101,2024-05-21,free
9857,Python Intro,2024-04-06,paid
9858,Data 101,2024-07-16,paid
9859,Data 101,2024-03-02,paid
9860,Python Intro,2024-09-20,paid
9861,Data 101,2024-07-22,free
9862,Python Intro,2024-08-07,free
9863,Data 101,2024-09-09,paid
9864,SQL Basics,2024-03-27,free
9865,SQL Basics,2024-04-12,paid
9866,SQL Basics,2024-09-01,free
9867,SQL Basics,2024-05-08,free
9868,Data 101,2024-05-12,paid
9869,SQL Basics,2024-09-15,free
9870,Python Intro,2024-08-27,free
9871,Python Intro,2024-09-23,free
9872,Python Intro,2024-09-29,paid
9873,SQL Basics,2024-08-08,paid
9874,Python Intro,2024-03-20,paid
9875,Data 101,2024-05-13,paid
9876,Python Intro,2024-04-22,free
9877,Data 101,2024-01-19,paid
9878,Python Intro,2024-10-09,paid
9879,Python Intro,2024-09-19,paid
9880,SQL Basics,2024-03-05,free
9881,SQL Basics,2024-07-14,free
9882,Python Intro,2024-09-06,paid
9883,SQL Basics,2024-01-29,paid
9884,SQL Basics,2024-03-06,paid
9885,Python Intro,2024-04-18,paid
9886,SQL Basics,2024-09-19,free
9887,Data 101,2024-03-29,paid
9888,Python Intro,2024-10-02,paid
9889,Python Intro,2024-10-26,paid
9890,Python Intro,2024-08-11,paid
9891,Python Intro,2024-03-19,free
9892,Data 101,2024-04-26,free
9893,Data 101,2024-09-01,paid
9894,Data 101,2024-10-23,free
9895,Python Intro,2024-09-04,free
9896,Data 101,2024-10-24,paid
9897,SQL Basics,2024-08-15,free
9898,SQL Basics,2024-02-10,paid
9899,Python Intro,2024-10-09,paid
9900,SQL Basics,2024-07-18,paid
9901,Data 101,2024-10-11,paid
9902,SQL Basics,2024-01-20,free
9903,SQL Basics,2024-06-11,paid
9904,SQL Basics,2024-08-18,paid
9905,Python Intro,2024-05-14,free
9906,Data 101,2024-02-18,free
9907,Data 101,2024-05-21,paid
9908,Data 101,2024-02-22,paid
9909,Data 101,2024-02-24,free
9910,Python Intro,2024-01-22,free
9911,Data 101,2024-06-28,paid
9912,SQL Basics,2024-07-02,paid
9913,Data 101,2024-08-04,free
9914,Data 101,2024-07-14,free
9915,Data 101,2024-10-17,free
9916,Data 101,2024-02-06,paid
9917,SQL Basics,2024-04-26,paid
9918,SQL Basics,2024-09-12,free
9919,Python Intro,2024-04-03,free
9920,Data 101,2024-03-04,paid
9921,Data 101,2024-08-24,free
9922,Data 101,2024-01-24,paid
9923,Data 101,2024-02-03,free
9924,Data 101,2024-03-27,paid
9925,Data 101,2024-07-28,paid
9926,SQL Basics,2024-08-06,free
9927,Data 101,2024-04-05,paid
9928,Python Intro,2024-07-11,paid
9929,Python Intro,2024-04-26,paid
9930,Python Intro,2024-04-10,free
9931,Python Intro,2024-02-19,free
9932,SQL Basics,2024-01-16,paid
9933,SQL Basics,2024-06-03,free
9934,Data 101,2024-02-14,free
9935,Data 101,2024-07-03,paid
9936,Python Intro,2024-08-15,paid
9937,Python Intro,2024-05-26,paid
9938,Python Intro,2024-06-13,free
9939,Python Intro,2024-03-28,paid
9940,Python Intro,2024-07-17,free
9941,Python Intro,2024-03-01,paid
9942,Python Intro,2024-04-08,paid
9943,Python Intro,2024-02-16,paid
9944,Python Intro,2024-05-14,paid
9945,Python Intro,2024-02-05,paid
9946,SQL Basics,2024-05-19,paid
9947,Data 101,2024-09-18,free
9948,Data 101,2024-07-01,free
9949,Data 101,2024-01-08,free
9950,Data 101,2024-02-01,free
9951,SQL Basics,2024-04-09,free
9952,SQL Basics,2024-08-25,free
9953,Python Intro,2024-08-30,free
9954,Data 101,2024-01-18,free
9955,SQL Basics,2024-01-11,free
9956,SQL Basics,2024-07-18,free
9957,Python Intro,2024-04-14,paid
9958,Data 101,2024-05-19,paid
9959,Python Intro,2024-03-29,paid
9960,SQL Basics,2024-06-07,paid
9961,Data 101,2024-02-05,free
9962,Python Intro,2024-05-05,paid
9963,SQL Basics,2024-06-12,free
9964,SQL Basics,2024-07-21,free
9965,Data 101,2024-02-01,free
9966,Data 101,2024-06-14,free
9967,Python Intro,2024-07-13,free
9968,SQL Basics,2024-02-21,paid
9969,Python Intro,2024-02-09,paid
9970,Data 101,2024-04-16,paid
9971,SQL Basics,2024-01-19,paid
9972,Data 101,2024-02-27,paid
9973,Python Intro,2024-06-30,free
9974,Data 101,2024-03-31,free
9975,Data 101,2024-05-25,free
9976,SQL Basics,2024-05-02,paid
9977,Data 101,2024-09-21,paid
9978,Data 101,2024-02-07,paid
9979,Python Intro,2024-04-18,free
9980,Data 101,2024-08-25,paid
9981,Data 101,2024-10-16,paid
9982,SQL Basics,2024-10-10,paid
9983,Python Intro,2024-07-18,free
9984,Python Intro,2024-09-11,paid
9985,Python Intro,2024-05-02,free
9986,SQL Basics,2024-04-14,free
9987,SQL Basics,2024-10-20,free
9988,SQL Basics,2024-01-27,paid
9989,Python Intro,2024-09-08,paid
9990,SQL Basics,2024-06-13,paid
9991,Data 101,2024-03-21,free
9992,Python Intro,2024-02-20,paid
9993,Python Intro,2024-08-07,free
9994,SQL Basics,2024-01-17,free
9995,Data 101,2024-10-09,free
9996,SQL Basics,2024-09-21,paid
9997,Python Intro,2024-06-05,paid
9998,Data 101,2024-02-21,free
9999,Python Intro,2024-09-27,paid
10000,Python Intro,2024-09-29,paid
10001,SQL Basics,2024-06-06,free
10002,SQL Basics,2024-04-03,paid
10003,Python Intro,2024-06-24,paid
10004,SQL Basics,2024-04-20,free
10005,Python Intro,2024-02-14,paid
10006,SQL Basics,2024-07-17,free
10007,SQL Basics,2024-06-03,paid
10008,Python Intro,2024-10-05,free
10009,SQL Basics,2024-08-03,paid
10010,Data 101,2024-08-07,free
10011,Python Intro,2024-10-09,free
10012,SQL Basics,2024-08-11,paid
10013,SQL Basics,2024-01-23,paid
10014,Python Intro,2024-02-21,free
10015,Python Intro,2024-03-21,paid
10016,SQL Basics,2024-03-16,free
10017,Python Intro,2024-08-02,free
10018,Python Intro,2024-06-15,paid
10019,SQL Basics,2024-09-16,paid
10020,Data 101,2024-08-28,paid
10021,SQL Basics,2024-08-15,paid
10022,SQL Basics,2024-05-29,paid
10023,Python Intro,2024-10-02,free
10024,SQL Basics,2024-06-07,paid
10025,SQL Basics,2024-01-27,paid
10026,Python Intro,2024-06-08,paid
10027,Data 101,2024-05-23,free
10028,Python Intro,2024-08-01,free
10029,Python Intro,2024-01-25,free
10030,SQL Basics,2024-02-23,free
10031,Python Intro,2024-10-19,paid
10032,Python Intro,2024-05-08,free
10033,SQL Basics,2024-06-11,free
10034,Data 101,2024-06-09,free
10035,SQL Basics,2024-02-15,free
10036,SQL Basics,2024-09-21,free
10037,SQL Basics,2024-02-13,paid
10038,SQL Basics,2024-04-11,paid
10039,SQL Basics,2024-09-07,paid
10040,Python Intro,2024-10-23,paid
10041,SQL Basics,2024-03-09,paid
10042,Data 101,2024-03-21,free
10043,Data 101,2024-10-16,free
10044,Data 101,2024-01-17,free
10045,SQL Basics,2024-03-11,free
10046,SQL Basics,2024-04-19,paid
10047,Data 101,2024-06-28,paid
10048,SQL Basics,2024-05-06,paid
10049,SQL Basics,2024-08-26,paid
10050,Python Intro,2024-06-14,free
10051,Python Intro,2024-07-03,free
10052,Python Intro,2024-04-15,free
10053,SQL Basics,2024-08-07,paid
10054,SQL Basics,2024-10-03,paid
10055,Python Intro,2024-10-18,paid
10056,Data 101,2024-06-01,paid
10057,Python Intro,2024-04-04,free
10058,SQL Basics,2024-05-14,free
10059,Data 101,2024-01-18,free
10060,Data 101,2024-07-11,paid
10061,Python Intro,2024-03-29,free
10062,SQL Basics,2024-07-17,paid
10063,Python Intro,2024-05-11,free
10064,Python Intro,2024-07-03,paid
10065,SQL Basics,2024-07-01,free
10066,Data 101,2024-08-02,free
10067,SQL Basics,2024-02-22,free
10068,SQL Basics,2024-01-28,free
10069,SQL Basics,2024-08-09,free
10070,SQL Basics,2024-01-29,paid
10071,Data 101,2024-09-13,paid
10072,Data 101,2024-07-17,free
10073,Python Intro,2024-03-27,paid
10074,Python Intro,2024-01-29,paid
10075,Python Intro,2024-08-08,paid
10076,Python Intro,2024-02-08,free
10077,Python Intro,2024-10-23,paid
10078,Data 101,2024-05-04,paid
10079,Data 101,2024-04-29,free
10080,SQL Basics,2024-04-25,paid
10081,Data 101,2024-07-11,free
10082,SQL Basics,2024-10-17,free
10083,Python Intro,2024-10-13,free
10084,Python Intro,2024-02-08,free
10085,SQL Basics,2024-08-19,free
10086,SQL Basics,2024-04-25,paid
10087,Data 101,2024-01-29,free
10088,Data 101,2024-06-05,paid
10089,Data 101,2024-06-28,free
10090,Python Intro,2024-10-03,paid
10091,Data 101,2024-09-01,free
10092,SQL Basics,2024-01-12,free
10093,SQL Basics,2024-06-17,paid
10094,Python Intro,2024-02-01,free
10095,SQL Basics,2024-10-01,free
10096,Python Intro,2024-06-26,paid
10097,Data 101,2024-01-15,paid
10098,Python Intro,2024-04-15,paid
10099,SQL Basics,2024-07-16,free
10100,SQL Basics,2024-08-25,paid
10101,SQL Basics,2024-08-07,paid
10102,Python Intro,2024-06-19,paid
10103,Data 101,2024-06-03,free
10104,Python Intro,2024-05-17,free
10105,Python Intro,2024-05-13,paid
10106,Python Intro,2024-02-26,paid
10107,SQL Basics,2024-02-13,paid
10108,SQL Basics,2024-07-28,free
10109,SQL Basics,2024-05-26,paid
10110,Data 101,2024-03-27,free
10111,SQL Basics,2024-07-07,paid
10112,Python Intro,2024-06-08,paid
10113,Python Intro,2024-02-07,free
10114,SQL Basics,2024-06-28,paid
10115,Data 101,2024-01-02,paid
10116,Data 101,2024-02-01,free
10117,Python Intro,2024-08-21,paid
10118,SQL Basics,2024-08-01,free
10119,Data 101,2024-07-20,free
10120,SQL Basics,2024-04-06,free
10121,Data 101,2024-07-19,free
10122,Python Intro,2024-08-02,free
10123,Data 101,2024-10-06,paid
10124,SQL Basics,2024-09-22,free
10125,SQL Basics,2024-02-13,paid
10126,Data 101,2024-01-27,paid
10127,SQL Basics,2024-08-23,paid
10128,Data 101,2024-02-10,paid
10129,Python Intro,2024-09-17,free
10130,Python Intro,2024-02-29,free
10131,Python Intro,2024-03-01,paid
10132,SQL Basics,2024-06-18,free
10133,SQL Basics,2024-02-13,paid
10134,SQL Basics,2024-01-13,paid
10135,Data 101,2024-04-08,paid
10136,Data 101,2024-07-27,paid
10137,SQL Basics,2024-05-30,free
10138,Python Intro,2024-08-05,paid
10139,Data 101,2024-03-17,free
10140,SQL Basics,2024-01-15,paid
10141,Python Intro,2024-02-15,free
10142,Data 101,2024-10-13,paid
10143,Data 101,2024-02-01,free
10144,Python Intro,2024-06-28,free
10145,Python Intro,2024-05-27,free
10146,SQL Basics,2024-03-16,paid
10147,Data 101,2024-02-13,free
10148,Data 101,2024-09-19,free
10149,Python Intro,2024-09-21,paid
10150,SQL Basics,2024-01-20,free
10151,SQL Basics,2024-08-30,free
10152,SQL Basics,2024-07-12,free
10153,Python Intro,2024-05-17,free
10154,SQL Basics,2024-09-28,paid
10155,Data 101,2024-08-29,paid
10156,SQL Basics,2024-10-07,paid
10157,Python Intro,2024-06-10,paid
10158,SQL Basics,2024-09-23,paid
10159,Python Intro,2024-01-23,free
10160,Python Intro,2024-09-16,paid
10161,Python Intro,2024-09-16,paid
10162,SQL Basics,2024-03-10,paid
10163,SQL Basics,2024-06-30,paid
10164,Python Intro,2024-06-15,free
10165,SQL Basics,2024-06-16,free
10166,SQL Basics,2024-04-04,paid
10167,Data 101,2024-06-13,paid
10168,Python Intro,2024-03-15,paid
10169,Python Intro,2024-01-28,free
10170,SQL Basics,2024-01-06,paid
10171,Python Intro,2024-09-14,free
10172,Data 101,2024-06-28,paid
10173,Data 101,2024-07-06,paid
10174,Data 101,2024-03-27,free
10175,Data 101,2024-08-18,free
10176,SQL Basics,2024-01-02,free
10177,Data 101,2024-09-05,free
10178,Data 101,2024-10-06,paid
10179,Data 101,2024-08-18,free
10180,Python Intro,2024-06-19,free
10181,Python Intro,2024-03-03,free
10182,Data 101,2024-05-19,paid
10183,Python Intro,2024-08-15,paid
10184,SQL Basics,2024-04-26,free
10185,SQL Basics,2024-07-29,free
10186,Data 101,2024-06-13,paid
10187,SQL Basics,2024-03-20,free
10188,Data 101,2024-07-09,free
10189,Data 101,2024-06-05,free
10190,Data 101,2024-02-02,paid
10191,Python Intro,2024-03-20,free
10192,Python Intro,2024-07-09,paid
10193,Python Intro,2024-06-29,paid
10194,Data 101,2024-07-05,free
10195,Data 101,2024-02-27,paid
10196,Python Intro,2024-09-21,paid
10197,Data 101,2024-02-18,free
10198,SQL Basics,2024-10-05,free
10199,SQL Basics,2024-03-13,paid
10200,Data 101,2024-04-21,free
10201,Python Intro,2024-07-21,free
10202,Data 101,2024-02-18,free
10203,SQL Basics,2024-06-26,free
10204,SQL Basics,2024-01-29,free
10205,Data 101,2024-04-01,paid
10206,SQL Basics,2024-03-17,free
10207,Data 101,2024-08-10,free
10208,SQL Basics,2024-09-21,free
10209,Python Intro,2024-10-20,paid
10210,Data 101,2024-09-15,paid
10211,SQL Basics,2024-01-03,free
10212,Data 101,2024-01-21,paid
10213,Python Intro,2024-04-24,free
10214,Python Intro,2024-09-26,free
10215,Python Intro,2024-06-16,free
10216,Data 101,2024-05-13,paid
10217,Data 101,2024-06-09,paid
10218,Data 101,2024-03-08,paid
10219,Data 101,2024-09-10,free
10220,Data 101,2024-03-04,paid
10221,Data 101,2024-09-17,paid
10222,Data 101,2024-08-26,paid
10223,SQL Basics,2024-08-18,paid
10224,SQL Basics,2024-05-12,paid
10225,SQL Basics,2024-10-04,paid
10226,Python Intro,2024-10-27,free
10227,Data 101,2024-08-29,paid
10228,SQL Basics,2024-09-27,paid
10229,Python Intro,2024-10-27,free
10230,SQL Basics,2024-02-14,paid
10231,Data 101,2024-01-13,free
10232,SQL Basics,2024-01-15,paid
10233,SQL Basics,2024-03-08,free
10234,Python Intro,2024-05-24,paid
10235,SQL Basics,2024-03-02,free
10236,Data 101,2024-02-14,free
10237,SQL Basics,2024-04-22,paid
10238,Data 101,2024-01-10,free
10239,Data 101,2024-02-24,free
10240,Data 101,2024-03-16,paid
10241,Data 101,2024-07-15,paid
10242,Python Intro,2024-07-30,paid
10243,SQL Basics,2024-10-19,paid
10244,Data 101,2024-10-14,paid
10245,Data 101,2024-03-31,paid
10246,Python Intro,2024-01-01,paid
10247,Python Intro,2024-07-21,paid
10248,SQL Basics,2024-03-27,free
10249,SQL Basics,2024-07-09,paid
10250,Python Intro,2024-09-04,free
10251,Python Intro,2024-04-12,free
10252,SQL Basics,2024-01-16,paid
10253,SQL Basics,2024-06-21,free
10254,Data 101,2024-07-02,paid
10255,Data 101,2024-02-25,free
10256,Python Intro,2024-05-22,paid
10257,SQL Basics,2024-05-04,free
10258,Data 101,2024-05-30,free
10259,Data 101,2024-05-13,paid
10260,SQL Basics,2024-03-15,free
10261,Data 101,2024-04-20,free
10262,Python Intro,2024-07-31,paid
10263,Data 101,2024-05-05,paid
10264,Python Intro,2024-10-27,paid
10265,Data 101,2024-01-18,paid
10266,Data 101,2024-03-06,free
10267,Python Intro,2024-03-01,free
10268,SQL Basics,2024-07-07,paid
10269,Data 101,2024-04-19,free
10270,Data 101,2024-01-17,paid
10271,SQL Basics,2024-02-05,paid
10272,Data 101,2024-09-28,free
10273,Python Intro,2024-03-05,paid
10274,SQL Basics,2024-09-13,free
10275,Python Intro,2024-08-27,paid
10276,SQL Basics,2024-03-27,paid
10277,Python Intro,2024-06-28,free
10278,Data 101,2024-01-17,paid
10279,Data 101,2024-04-23,paid
10280,SQL Basics,2024-03-05,free
10281,Python Intro,2024-09-27,paid
10282,SQL Basics,2024-02-08,paid
10283,Data 101,2024-06-07,paid
10284,Python Intro,2024-09-13,free
10285,SQL Basics,2024-06-10,free
10286,SQL Basics,2024-06-01,free
10287,SQL Basics,2024-04-15,paid
10288,Data 101,2024-06-23,free
10289,SQL Basics,2024-10-05,paid
10290,SQL Basics,2024-10-24,paid
10291,SQL Basics,2024-07-30,paid
10292,Python Intro,2024-05-14,paid
10293,Data 101,2024-03-04,paid
10294,SQL Basics,2024-04-23,free
10295,Data 101,2024-10-05,free
10296,Python Intro,2024-10-23,paid
10297,Python Intro,2024-01-19,free
10298,Data 101,2024-07-26,paid
10299,SQL Basics,2024-03-25,paid
10300,Python Intro,2024-04-29,paid
10301,Python Intro,2024-05-04,paid
10302,SQL Basics,2024-05-21,paid
10303,SQL Basics,2024-08-28,free
10304,SQL Basics,2024-02-04,paid
10305,Python Intro,2024-07-16,paid
10306,SQL Basics,2024-03-31,paid
10307,Data 101,2024-04-12,paid
10308,SQL Basics,2024-06-11,free
10309,Data 101,2024-06-19,paid
10310,Python Intro,2024-07-18,free
10311,Python Intro,2024-03-05,paid
10312,SQL Basics,2024-02-06,paid
10313,SQL Basics,2024-02-02,paid
10314,Data 101,2024-01-23,free
10315,SQL Basics,2024-05-11,free
10316,SQL Basics,2024-09-08,free
10317,Python Intro,2024-02-07,paid
10318,Python Intro,2024-01-31,free
10319,SQL Basics,2024-09-09,free
10320,SQL Basics,2024-10-13,free
10321,Python Intro,2024-07-08,free
10322,Python Intro,2024-07-28,free
10323,Data 101,2024-09-10,paid
10324,Data 101,2024-04-15,free
10325,Python Intro,2024-05-13,paid
10326,Python Intro,2024-01-03,free
10327,SQL Basics,2024-03-17,paid
10328,SQL Basics,2024-03-04,paid
10329,Python Intro,2024-10-15,paid
10330,Python Intro,2024-03-18,paid
10331,Data 101,2024-08-05,paid
10332,Python Intro,2024-05-10,paid
10333,Data 101,2024-06-14,paid
10334,SQL Basics,2024-01-28,paid
10335,Python Intro,2024-07-24,free
10336,Data 101,2024-06-05,paid
10337,SQL Basics,2024-04-07,paid
10338,Python Intro,2024-09-02,free
10339,Python Intro,2024-08-12,free
10340,SQL Basics,2024-04-14,paid
10341,Python Intro,2024-06-05,paid
10342,Python Intro,2024-07-24,paid
10343,Python Intro,2024-01-03,paid
10344,Python Intro,2024-01-16,free
10345,Python Intro,2024-02-16,paid
10346,SQL Basics,2024-04-08,free
10347,SQL Basics,2024-04-06,paid
10348,SQL Basics,2024-10-15,free
10349,Python Intro,2024-06-29,paid
10350,SQL Basics,2024-04-30,paid
10351,Python Intro,2024-02-04,free
10352,SQL Basics,2024-07-07,free
10353,SQL Basics,2024-04-30,paid
10354,SQL Basics,2024-07-16,free
10355,Python Intro,2024-08-31,free
10356,SQL Basics,2024-05-26,paid
10357,SQL Basics,2024-07-02,free
10358,Data 101,2024-09-30,paid
10359,Data 101,2024-08-15,free
10360,Data 101,2024-05-11,paid
10361,Data 101,2024-09-27,paid
10362,Data 101,2024-03-06,free
10363,Python Intro,2024-02-17,free
10364,SQL Basics,2024-05-30,paid
10365,Python Intro,2024-08-01,paid
10366,Python Intro,2024-10-26,paid
10367,Python Intro,2024-08-04,paid
10368,Data 101,2024-08-08,free
10369,Python Intro,2024-09-25,free
10370,Python Intro,2024-06-13,free
10371,Data 101,2024-06-18,paid
10372,SQL Basics,2024-02-18,paid
10373,SQL Basics,2024-05-17,paid
10374,Data 101,2024-04-07,free
10375,Python Intro,2024-02-11,free
10376,Data 101,2024-05-23,free
10377,Python Intro,2024-08-05,free
10378,SQL Basics,2024-08-20,free
10379,SQL Basics,2024-03-01,paid
10380,Python Intro,2024-01-19,free
10381,Data 101,2024-10-03,free
10382,Data 101,2024-05-26,free
10383,Python Intro,2024-05-01,paid
10384,SQL Basics,2024-10-10,paid
10385,SQL Basics,2024-09-27,paid
10386,Python Intro,2024-08-15,paid
10387,Python Intro,2024-05-18,free
10388,Python Intro,2024-05-24,free
10389,Data 101,2024-06-13,paid
