subscriber_id,plan,tenure_months,monthly_gb,monthly_bill,support_tickets,churned
8289,L,20,7.5,24,1,0
8290,S,3,10.4,27.43,4,0
8291,XL,56,8.1,21.77,5,0
8292,XL,35,8.5,22.18,1,0
8293,S,41,9.2,23.09,6,0
8294,L,14,5.6,21.7,0,0
8295,L,29,7.7,21.19,6,0
8296,L,19,5.5,21.63,6,0
8297,S,2,3.7,19.48,1,0
8298,S,19,8.7,25.45,5,0
8299,XL,37,6.5,19.85,0,0
8300,XL,16,7.4,23.82,1,1
8301,XL,63,10.2,24.26,4,0
8302,S,12,6.8,23.18,6,0
8303,M,31,7.6,21.17,6,0
8304,XL,54,5.3,18.32,4,0
8305,L,46,7.6,21.11,1,0
8306,S,10,7.3,23.81,1,0
8307,XL,32,7.8,21.35,1,0
8308,M,28,5.3,18.33,0,0
8309,M,59,6.3,19.51,2,0
8310,S,71,7.5,21.04,0,0
8311,S,56,6.1,19.3,4,0
8312,L,55,5.8,18.92,1,0
8313,L,62,8,21.57,4,0
8314,L,16,10.6,27.7,2,0
8315,L,35,8.1,21.67,1,0
8316,L,33,8.5,22.25,0,0
8317,L,51,8.8,22.51,2,0
8318,XL,28,10.2,24.27,5,0
8319,M,58,8.4,22.02,0,0
8320,M,5,7.7,24.23,5,0
8321,S,58,8,21.54,6,0
8322,L,70,6.6,19.98,6,0
8323,M,9,6.4,22.69,3,0
8324,M,3,5.5,21.63,4,1
8325,XL,47,7.4,20.91,1,0
8326,L,44,8.5,22.24,4,0
8327,L,11,7.7,24.3,4,0
8328,S,22,8.9,25.66,6,0
8329,XL,65,9.1,22.9,3,0
8330,M,44,9,22.81,6,0
8331,XL,33,5.4,18.53,6,0
8332,S,22,7.2,23.63,4,1
8333,M,60,9.7,23.61,4,0
8334,L,65,7.3,20.78,5,0
8335,L,14,8.3,24.94,4,0
8336,L,30,8.5,22.17,3,0
8337,S,57,10,23.96,5,1
8338,XL,64,7.1,20.51,3,0
8339,S,48,8.2,21.85,4,0
8340,M,52,8.8,22.55,6,0
8341,XL,45,4.4,17.26,6,0
8342,S,71,5.9,19.1,6,0
8343,L,11,7.7,24.2,4,0
8344,L,22,10.2,27.27,6,0
8345,M,28,7.1,20.52,1,0
8346,S,46,9.2,23,2,0
8347,L,9,8.3,24.95,3,0
8348,L,10,4.9,20.85,6,0
8349,S,68,8.8,22.55,3,0
8350,XL,15,7.7,24.25,3,0
8351,S,50,6.6,19.92,3,0
8352,XL,52,7.1,20.56,3,0
8353,M,69,9.9,23.89,0,0
8354,M,4,9.5,26.43,0,0
8355,L,4,6.2,22.47,0,1
8356,L,11,6.5,22.79,5,0
8357,S,46,6.7,20.06,2,0
8358,L,40,4.9,17.85,3,0
8359,L,10,8.2,24.87,2,0
8360,S,41,7.3,20.74,6,0
8361,XL,16,7.1,23.49,3,0
8362,L,70,8.9,22.68,4,0
8363,S,56,7.1,20.52,2,0
8364,L,55,6.7,19.98,1,0
8365,XL,63,6,19.2,6,0
8366,S,35,7.5,20.97,1,0
8367,M,13,7.9,24.54,0,0
8368,L,40,5,17.94,3,0
8369,M,45,7.1,20.58,0,0
8370,L,706,6.3,19.51,0,0
8371,M,19,10.7,27.89,0,0
8372,M,26,7.1,20.56,4,0
8373,L,46,7.6,21.07,4,0
8374,XL,60,6.5,19.82,1,0
8375,M,60,8.7,22.42,3,0
8376,XL,10,6.5,22.8,5,0
8377,S,2,5.4,21.44,4,1
8378,M,2,5.8,21.91,3,0
8379,M,12,10.4,27.46,2,0
8380,XL,5,9.9,26.94,6,0
8381,L,31,8.5,22.19,2,0
8382,L,17,9.3,26.17,6,0
8383,L,62,9.9,23.87,6,1
8384,L,36,9.8,23.72,4,0
8385,M,50,9.1,22.95,4,0
8386,S,15,8.7,25.39,3,0
8387,L,15,7.4,23.85,4,0
8388,L,13,11.8,29.12,1,0
8389,S,18,6,22.22,6,0
8390,M,2,8.8,25.53,5,0
8391,XL,72,8.1,21.75,4,0
8392,XL,29,8,21.62,3,0
8393,S,6,9.5,26.39,0,0
8394,L,33,7.4,20.84,5,0
8395,M,53,9.6,23.47,6,0
8396,XL,15,8.6,25.38,5,0
8397,L,32,8.6,22.35,1,0
8398,L,4,4.9,20.83,2,0
8399,L,66,4.7,17.68,5,0
8400,XL,44,6,19.19,3,0
8401,M,31,8.3,22,4,0
8402,XL,8,9.4,26.33,4,0
8403,L,34,6.4,19.74,4,0
8404,XL,59,8,21.61,6,1
8405,XL,30,7.2,20.58,3,0
8406,S,20,7.9,24.43,0,0
8407,L,64,6.5,19.76,1,0
8408,S,54,11.1,25.31,6,0
8409,L,2,8.6,25.35,4,0
8410,S,38,7.5,21,1,0
8411,M,17,9,25.8,1,0
8412,M,8,7.3,23.79,2,0
8413,L,6,9,25.83,1,0
8414,L,66,9.4,23.24,1,0
8415,XL,27,10.9,25.02,2,0
8416,M,26,10.2,24.27,4,0
8417,XL,55,6.3,19.55,0,0
8418,XL,12,8.3,25.01,0,0
8419,XL,71,10.6,24.68,2,0
8420,S,60,8.1,21.69,6,0
8421,L,70,5.9,19.02,1,0
8422,S,5,6.6,22.91,0,0
8423,XL,2,8.8,25.51,2,0
8424,L,1,8.9,25.65,5,0
8425,S,33,5.4,18.49,4,0
8426,L,19,7.3,23.8,6,0
8427,XL,13,10.1,27.16,3,0
8428,L,60,8,21.55,2,1
8429,L,24,9.2,26,3,0
8430,M,62,7.8,21.41,0,1
8431,L,66,10.3,24.34,2,0
8432,L,27,6.4,19.7,5,0
8433,L,4,8.6,25.34,0,0
8434,L,71,7,20.44,3,0
8435,XL,37,7.8,21.36,4,0
8436,S,29,10.3,24.35,5,0
8437,L,65,7.5,20.99,0,0
8438,L,15,7.3,23.74,3,0
8439,L,12,6.8,23.19,4,0
8440,L,35,6.7,20.01,5,1
8441,XL,42,6.8,20.14,3,0
8442,L,24,11.1,28.28,6,0
8443,L,62,8.5,22.18,0,0
8444,L,60,8.7,22.49,1,0
8445,S,38,6.6,19.95,4,0
8446,S,13,6.9,23.32,1,1
8447,M,685,5.1,18.1,2,0
8448,XL,31,6,19.15,0,0
8449,S,25,10.5,24.58,1,0
8450,L,1,8.7,25.46,2,0
8451,L,55,9.2,23.1,4,0
8452,L,65,7.8,21.33,2,0
8453,M,50,8.6,22.36,1,0
8454,L,55,6.6,19.96,5,1
8455,S,38,7,20.38,3,0
8456,L,25,8.8,22.6,3,0
8457,S,50,4.2,17.08,6,0
8458,XL,47,9.4,23.32,4,0
8459,L,28,10.2,24.2,5,0
8460,L,29,9.1,22.95,1,0
8461,L,24,8.8,25.54,6,0
8462,S,37,5.8,18.97,0,0
8463,L,4,8.8,25.59,0,0
8464,M,62,7.4,20.87,5,0
8465,M,58,5.6,18.67,4,0
8466,M,51,5.6,18.72,5,0
8467,L,47,8.6,22.33,5,0
8468,M,65,8.3,22.02,6,0
8469,XL,44,10.1,24.14,2,0
8470,L,9,8.3,24.94,0,0
8471,L,12,6.5,22.82,2,0
8472,XL,52,6.9,20.32,2,0
8473,L,59,9,22.8,2,0
8474,S,71,10.3,24.38,6,0
8475,L,20,6,22.18,6,0
8476,M,35,9.2,23.08,6,0
8477,XL,45,8.2,21.82,0,0
8478,XL,47,10.4,24.51,0,0
8479,S,71,7.3,20.72,1,0
8480,L,707,8,21.58,0,0
8481,L,30,8.8,22.56,1,1
8482,XL,45,7.4,20.88,5,0
8483,XL,27,9,22.83,1,0
8484,L,19,4,19.79,4,1
8485,L,19,4.4,20.24,6,0
8486,M,38,9.1,22.96,2,0
8487,L,22,5.7,21.85,3,0
8488,XL,3,8.2,24.8,5,0
8489,M,14,8.5,25.21,4,0
8490,XL,32,6.3,19.53,3,0
8491,XL,46,8.8,22.61,0,0
8492,S,59,8.6,22.38,6,0
8493,L,4,7.5,24.05,4,0
8494,L,53,9.5,23.43,0,0
8495,L,63,8.7,22.43,3,0
8496,XL,13,8.7,25.46,5,0
8497,S,35,9,22.75,5,0
8498,L,72,5.8,18.91,5,0
8499,L,32,8.4,22.08,0,0
8500,M,48,7.3,20.72,6,0
8501,XL,53,8.2,21.89,0,0
8502,L,33,7.7,21.22,6,0
8503,L,34,6.6,19.86,1,0
8504,M,34,10.9,25.03,4,1
8505,S,15,11.3,28.56,2,0
8506,L,17,11.1,28.37,4,0
8507,XL,643,8.1,21.71,2,0
8508,S,791,4.3,17.18,2,0
8509,XL,14,7,23.41,4,1
8510,L,69,6.9,20.29,3,0
8511,L,22,7.3,23.77,5,0
8512,L,70,9.6,23.53,2,0
8513,S,9,6.7,23.01,1,0
8514,L,16,8.4,25.08,5,0
8515,XL,32,8.5,22.2,1,0
8516,S,17,7.5,24.04,4,0
8517,L,4,7.4,23.89,0,0
8518,S,42,6.6,19.93,4,0
8519,S,66,10.7,24.86,5,0
8520,L,16,7.5,23.95,3,0
8521,S,69,7.7,21.29,2,0
8522,L,59,9.9,23.85,5,0
8523,L,60,8.4,22.1,1,0
8524,L,18,7.6,24.15,1,0
8525,M,68,6.1,19.31,0,0
8526,L,62,8.6,22.26,5,0
8527,XL,22,9.3,26.16,4,0
8528,XL,8,6.2,22.39,4,0
8529,S,47,5.2,18.3,0,1
8530,L,17,8.2,24.82,3,0
8531,XL,9,9,25.74,6,0
8532,L,27,10,23.96,4,0
8533,S,71,10,24.01,0,0
8534,L,22,6.4,22.71,0,0
8535,L,26,8.3,21.95,0,0
8536,L,46,7.6,21.11,0,0
8537,S,58,5.6,18.73,6,1
8538,L,38,7.3,20.77,6,0
8539,XL,61,9.3,23.1,2,0
8540,L,70,7,20.44,1,0
8541,M,41,6.8,20.19,1,0
8542,L,6,10.5,27.54,3,0
8543,M,36,7.8,21.35,5,0
8544,M,71,5.7,18.84,1,0
8545,XL,16,9.6,26.55,2,0
8546,S,40,8.7,22.42,1,0
8547,M,67,9.8,23.76,0,0
8548,M,23,11.4,28.72,1,0
8549,S,35,10,24.06,2,0
8550,XL,34,6.8,20.12,6,0
8551,S,57,8,21.59,5,0
8552,L,48,5.8,18.9,6,0
8553,S,51,9.3,23.11,1,0
8554,L,70,7.7,21.21,2,0
8555,L,55,8.3,21.9,4,0
8556,XL,33,4.3,17.17,6,0
8557,L,57,10.5,24.56,6,0
8558,S,60,12,26.45,6,0
8559,S,24,4.7,20.59,1,0
8560,L,54,6.7,20.09,6,0
8561,L,45,7.7,21.2,3,0
8562,M,49,10.4,24.42,3,0
8563,L,35,6.5,19.86,4,1
8564,XL,14,8.8,25.58,0,0
8565,M,40,7.8,21.39,4,0
8566,XL,7,7.4,23.85,5,0
8567,L,6,7.9,24.45,5,0
8568,XL,71,10.1,24.11,6,0
8569,L,855,7.5,21.05,0,0
8570,S,24,7.7,24.24,5,0
8571,M,29,9.8,23.76,2,1
8572,L,37,7.9,21.45,6,0
8573,L,19,3.7,19.38,3,0
8574,M,32,9.6,23.48,6,0
8575,S,10,5.3,21.39,0,0
8576,L,12,8.9,25.72,6,1
8577,L,71,7.7,21.21,5,0
8578,XL,1,8.1,24.76,0,0
8579,L,46,7.2,20.67,4,0
8580,M,45,4.4,17.34,3,0
8581,M,17,7.9,24.49,1,0
8582,L,70,11.7,26.04,1,0
8583,M,2,7,23.43,1,0
8584,XL,69,8.1,21.76,1,0
8585,L,31,9.7,23.64,5,0
8586,XL,1,8.6,25.27,5,0
8587,S,1,9.4,26.24,2,0
8588,XL,15,6.5,22.83,2,0
8589,L,64,9.2,23.08,0,0
8590,S,68,8.1,21.76,6,0
8591,XL,22,5.1,21.09,3,0
8592,L,59,8,21.6,3,0
8593,S,65,8.4,22.1,4,1
8594,L,53,7,20.43,5,0
8595,L,15,7,23.4,6,0
8596,S,20,7.2,23.62,1,0
8597,L,38,8.4,22.08,2,0
8598,L,70,7.3,20.72,3,1
8599,M,49,6.7,19.99,1,0
8600,L,5,11.6,28.92,6,0
8601,XL,71,6.4,19.67,2,0
8602,L,17,7.1,23.49,2,0
8603,S,66,6.8,20.15,2,1
8604,L,28,7.4,20.9,6,0
8605,L,15,8.2,24.82,4,0
8606,L,10,7.5,24,1,0
8607,M,14,8.8,25.53,0,0
8608,M,28,8,21.55,1,0
8609,L,8,6,22.23,3,1
8610,M,34,9.1,22.94,6,0
8611,M,36,11.1,25.37,2,0
8612,XL,63,8,21.63,1,0
8613,M,40,6.5,19.81,0,0
8614,L,63,9.3,23.12,0,0
8615,M,18,9.1,25.92,3,0
8616,L,48,5.6,18.71,3,0
8617,XL,69,3.8,16.51,0,0
8618,S,11,7,23.41,1,0
8619,L,66,9.2,23.07,0,0
8620,XL,72,6.8,20.19,5,0
8621,XL,15,9.8,26.8,3,0
8622,L,72,8.2,21.83,6,0
8623,XL,53,7.3,20.73,1,0
8624,XL,60,5.3,18.36,6,0
8625,S,24,7.6,24.12,2,0
8626,S,49,7.9,21.48,4,1
8627,L,38,6.3,19.62,6,0
8628,L,60,7,20.42,6,0
8629,S,58,3.8,16.56,0,0
8630,L,11,8.6,25.34,3,0
8631,L,17,8.3,24.93,4,0
8632,L,27,8.2,21.88,5,0
8633,XL,55,5.9,19.07,5,0
8634,XL,37,9.4,23.25,3,0
8635,XL,778,7.2,20.69,0,0
8636,S,70,9.4,23.24,1,0
8637,M,68,7.4,20.88,5,0
8638,S,17,9.2,26.07,5,0
8639,XL,46,7.5,21.06,5,0
8640,S,28,7.4,20.82,4,0
8641,S,17,9.3,26.17,5,0
8642,M,4,7.5,24.02,5,0
8643,XL,42,3.9,16.64,5,0
8644,XL,49,8.2,21.89,3,0
8645,L,22,7.3,23.79,3,0
8646,L,8,7.3,23.81,0,0
8647,S,691,8.9,22.74,4,0
8648,S,30,7.1,20.56,0,0
8649,S,24,7.3,23.81,3,0
8650,L,40,7,20.35,3,0
8651,L,14,9.7,26.61,3,0
8652,S,13,6.9,23.29,0,0
8653,L,25,6.9,20.33,1,0
8654,S,72,4.7,17.62,5,1
8655,M,35,9.5,23.4,5,0
8656,L,1,10.1,27.16,4,0
8657,L,67,7.5,20.96,1,0
8658,M,61,9.3,23.2,1,0
8659,L,48,6.4,19.68,5,0
8660,XL,4,6.1,22.37,3,0
8661,XL,29,7.9,21.42,5,1
8662,M,39,11.9,26.23,5,1
8663,L,70,9.8,23.73,0,0
8664,XL,57,4.1,16.97,5,1
8665,L,32,5.3,18.31,2,0
8666,L,49,9.3,23.13,2,0
8667,XL,43,11.5,25.75,3,0
8668,XL,38,10.8,25,5,0
8669,M,28,5.8,18.99,4,0
8670,S,65,6.6,19.95,0,0
8671,L,50,6.8,20.11,6,0
8672,L,18,7.9,24.44,2,0
8673,L,35,5.2,18.24,4,0
8674,L,54,9.3,23.17,1,0
8675,XL,41,9.2,23.03,0,0
8676,M,50,8.5,22.22,3,0
8677,S,32,9.9,23.83,5,0
8678,L,46,11.7,26.06,1,0
8679,S,33,8.4,22.12,5,0
8680,L,9,5.9,22.12,0,0
8681,L,5,8.3,25.01,3,0
8682,XL,19,5.8,21.99,2,0
8683,XL,10,10.1,27.12,3,0
8684,S,32,9.2,22.98,1,0
8685,XL,14,8.4,25.07,2,0
8686,M,27,6.8,20.1,4,1
8687,L,68,7.8,21.32,4,0
8688,XL,15,9.3,26.14,2,0
8689,S,59,7.1,20.57,3,0
8690,XL,49,7.9,21.53,3,0
8691,XL,22,5,21.05,6,1
8692,S,63,9.2,23,0,1
8693,L,23,10.3,27.36,5,0
8694,XL,14,9.8,26.77,6,0
8695,XL,46,7,20.37,4,0
8696,M,41,9.7,23.69,4,0
8697,M,24,6.5,22.84,2,0
8698,M,26,7.7,21.29,2,0
8699,XL,24,8.6,25.33,5,0
8700,XL,59,8.6,22.34,5,0
8701,M,14,10,27.04,3,0
8702,XL,66,5.2,18.21,5,0
8703,S,14,11,28.24,3,0
8704,S,13,8.9,25.65,6,0
8705,L,43,8.3,21.92,4,0
8706,L,71,6.6,19.94,4,0
8707,L,21,8.7,25.46,5,0
8708,M,61,6.7,20.07,5,0
8709,L,35,6.1,19.36,0,0
8710,M,14,8.4,25.08,4,0
8711,XL,38,5.4,18.52,3,0
8712,L,44,7.1,20.5,4,0
8713,XL,29,9.4,23.33,4,0
8714,M,54,8,21.58,2,0
8715,L,3,5.5,21.66,4,0
8716,L,34,8.6,22.27,3,0
8717,S,68,9.9,23.83,1,0
8718,L,29,7.6,21.12,5,1
8719,L,22,8.2,24.8,0,0
8720,L,19,7,23.39,5,1
8721,L,63,9.3,23.21,2,0
8722,M,30,9.2,22.98,4,0
8723,XL,58,7.6,21.16,4,0
8724,S,52,10,24.05,3,0
8725,M,15,5.2,21.19,2,0
8726,L,21,9,25.78,6,0
8727,L,10,7,23.45,6,0
8728,S,62,7,20.39,5,0
8729,L,6,9.5,26.42,6,0
8730,L,15,7.5,24.05,2,0
8731,L,29,9.3,23.12,3,0
8732,S,70,9.2,22.98,2,0
8733,M,44,9.9,23.87,5,0
8734,S,37,6.6,19.94,5,0
8735,S,12,7.1,23.55,5,0
8736,XL,9,6.1,22.38,1,0
8737,XL,44,10.1,24.12,3,0
8738,M,30,6,19.25,4,1
8739,S,68,6.1,19.35,0,0
8740,L,15,7.4,23.91,2,0
8741,L,12,7.2,23.67,0,1
8742,S,70,5.5,18.63,0,0
8743,S,33,8.5,22.24,4,0
8744,L,68,5.3,18.32,0,0
8745,L,26,8.4,22.03,5,1
8746,S,690,8.8,22.6,2,1
8747,XL,29,9.6,23.53,6,0
8748,L,57,7.7,21.27,4,0
8749,S,10,5.1,21.12,4,0
8750,XL,70,9.8,23.72,4,0
8751,XL,46,10.6,24.68,2,0
8752,M,59,7.5,21.03,5,0
8753,S,53,7.5,21.04,3,0
8754,XL,45,8.4,22.11,3,0
8755,S,56,9.2,23.05,5,0
8756,L,30,9.9,23.86,3,1
8757,XL,69,4.2,17.09,0,0
8758,S,23,8.8,25.52,3,0
8759,S,18,7,23.35,1,0
8760,L,23,9.6,26.48,6,0
8761,XL,1,10.3,27.32,4,0
8762,XL,12,4.5,20.37,2,1
8763,XL,47,7.6,21.14,1,0
8764,L,71,8.2,21.88,0,0
8765,M,32,6.7,20.01,1,0
8766,L,69,9,22.84,3,0
8767,L,15,11,28.15,2,0
8768,M,45,6.4,19.66,3,0
8769,S,29,10.6,24.73,0,0
8770,M,38,7.9,21.46,6,0
8771,M,64,6.3,19.6,0,1
8772,S,32,6.6,19.91,3,0
8773,L,60,8.5,22.25,1,0
8774,XL,1,10.2,27.2,0,0
8775,L,53,6.7,19.98,2,0
8776,L,20,8.9,25.66,4,1
8777,S,60,7.4,20.85,5,0
8778,L,20,8.6,25.27,4,1
8779,M,60,10.1,24.17,2,0
8780,XL,19,6.5,22.78,4,0
8781,L,10,5.4,21.44,0,0
8782,M,17,6.9,23.32,4,0
8783,L,70,11.1,25.27,6,0
8784,XL,21,8,24.56,2,0
8785,L,22,8.5,25.21,6,0
8786,L,52,5.2,18.29,3,1
8787,L,43,9.8,23.76,2,0
8788,M,10,9.8,26.74,4,0
8789,M,13,8.4,25.02,6,0
8790,M,39,5.2,18.29,3,0
8791,XL,12,5.6,21.67,3,1
8792,XL,50,8.4,22.03,1,0
8793,L,65,8,21.58,1,1
8794,L,31,10.7,24.81,4,0
8795,S,40,6,19.26,3,0
8796,L,55,5.7,18.83,3,0
8797,L,12,8.9,25.72,2,0
8798,M,14,7.4,23.87,1,0
8799,S,12,10.4,27.51,4,0
8800,S,6,7.6,24.18,5,0
8801,M,49,7,20.4,5,1
8802,S,32,8,21.59,1,0
8803,S,17,5.8,21.97,4,1
8804,L,55,7.9,21.48,2,0
8805,XL,17,8.5,25.25,6,1
8806,S,31,8.6,22.32,0,0
8807,L,8,8.7,25.47,2,0
8808,L,773,10.1,24.07,2,0
8809,S,65,8.4,22.13,3,1
8810,S,3,4.5,20.44,2,0
8811,L,16,8.4,25.1,4,0
8812,M,29,7.7,21.25,2,0
8813,XL,33,9.5,23.35,3,0
8814,L,47,8.9,22.62,4,0
8815,L,676,4.6,17.5,6,0
8816,L,26,10.3,24.39,4,0
8817,XL,793,6.8,20.18,4,0
8818,S,49,6.5,19.77,3,0
8819,M,47,8,21.58,3,1
8820,L,10,10.8,27.99,6,0
8821,L,4,10,26.97,3,0
8822,XL,65,6.3,19.58,3,0
8823,L,65,6.4,19.64,5,0
8824,XL,26,7.4,20.94,5,0
8825,XL,54,8.2,21.89,6,0
8826,L,27,8.3,21.94,3,1
8827,S,59,10.1,24.15,1,0
8828,M,40,9,22.84,6,0
8829,L,12,6.5,22.83,6,0
8830,S,17,7.3,23.74,3,0
8831,S,6,6.7,23.01,5,1
8832,L,45,8.8,22.59,2,0
8833,XL,10,6.9,23.29,0,0
8834,L,70,8.3,21.99,2,0
8835,XL,37,6.9,20.22,5,0
8836,L,59,7.2,20.67,1,0
8837,M,16,10.3,27.31,2,0
8838,L,22,7,23.41,5,1
8839,XL,61,7.1,20.5,3,0
8840,XL,68,10.7,24.85,6,0
8841,L,30,8.7,22.47,1,0
8842,XL,62,4.9,17.94,1,0
8843,S,23,9.8,26.76,1,0
8844,M,14,8.9,25.67,6,0
8845,L,53,4.3,17.15,6,0
8846,S,49,8.8,22.55,2,0
8847,L,18,6.8,23.19,4,0
8848,S,45,6,19.23,0,0
8849,S,14,7.4,23.85,1,0
8850,L,26,6.8,20.17,5,0
8851,XL,48,7.2,20.67,4,1
8852,S,37,9.3,23.15,1,0
8853,M,2,11.6,28.87,5,0
8854,M,61,9.7,23.66,4,0
8855,L,16,8.2,24.83,4,0
8856,XL,32,8.2,21.84,1,0
8857,L,5,9.5,26.43,2,0
8858,L,1,5.7,21.79,1,0
8859,L,22,5.5,21.62,4,0
8860,XL,701,7.6,21.09,3,0
8861,L,19,9.7,26.64,4,0
8862,S,24,7.9,24.53,5,1
8863,L,844,6.4,19.69,4,0
8864,L,55,11.1,25.33,2,0
8865,L,19,7.4,23.89,4,0
8866,S,6,10,26.95,2,0
8867,L,71,9.8,23.78,1,0
8868,M,15,5.6,21.67,5,0
8869,L,67,5.9,19.11,6,1
8870,S,46,6.8,20.14,2,0
8871,XL,22,9.5,26.45,0,0
8872,S,53,10.7,24.85,5,0
8873,M,767,4.7,17.66,0,0
8874,L,58,8.1,21.7,0,1
8875,S,18,8.5,25.24,4,1
8876,XL,72,8.4,22.02,2,0
8877,XL,12,9.4,26.24,2,0
8878,S,58,7.5,20.97,5,0
8879,XL,70,5.6,18.77,1,0
8880,S,13,5.7,21.88,5,0
8881,L,8,7,23.35,3,0
8882,S,33,7,20.4,1,0
8883,L,63,6.3,19.53,0,0
8884,XL,6,9,25.78,2,1
8885,L,10,6.3,22.62,4,0
8886,L,11,10.6,27.76,6,1
8887,M,17,7.9,24.48,3,0
8888,L,21,10.6,27.7,1,0
8889,M,59,9.9,23.89,3,0
8890,L,4,6.8,23.14,6,0
8891,S,58,7.7,21.2,3,0
8892,L,51,7.3,20.76,2,0
8893,M,30,7.3,20.73,6,0
8894,S,29,7.8,21.37,4,0
8895,L,51,10.4,24.53,0,0
8896,S,67,8.4,22.05,3,0
8897,S,25,5.8,18.96,3,0
8898,L,27,6,19.24,2,0
8899,L,23,6.9,23.31,1,0
8900,L,27,8.1,21.74,0,0
8901,XL,42,5.9,19.03,0,1
8902,M,26,7.3,20.76,6,0
8903,L,34,5.8,18.95,6,0
8904,L,19,7.4,23.94,3,1
8905,L,30,6.5,19.8,3,0
8906,S,19,9.2,26.01,4,1
8907,XL,30,8.7,22.4,2,0
8908,L,68,4,16.85,4,0
8909,L,8,6.7,23.01,2,0
8910,XL,66,6.9,20.23,1,0
8911,M,9,8.6,25.38,6,0
8912,M,7,5.5,21.58,0,0
8913,L,33,9.3,23.18,4,0
8914,S,55,7.8,21.34,0,0
8915,XL,5,12.3,29.78,0,0
8916,M,58,9.1,22.97,4,1
8917,L,68,8.7,22.41,1,0
8918,M,38,9.1,22.96,3,0
8919,XL,40,10,23.94,0,0
8920,S,41,9.3,23.12,3,0
8921,XL,19,7.1,23.56,3,0
8922,XL,25,6.1,19.36,0,0
8923,M,8,10.8,27.94,1,0
8924,S,48,7.8,21.39,5,0
8925,L,38,5.9,19.06,3,1
8926,S,51,9.4,23.24,0,0
8927,XL,44,8.2,21.79,4,0
8928,L,37,8.7,22.47,2,0
8929,S,65,6.7,20.09,6,0
8930,M,813,6.2,19.45,5,1
8931,M,30,8.1,21.74,6,0
8932,M,26,5,17.99,5,0
8933,L,2,8.5,25.21,2,0
8934,M,66,11.1,25.3,0,0
8935,L,27,8.5,22.15,1,0
8936,S,72,7.4,20.88,1,0
8937,M,40,9.2,23.04,4,0
8938,M,5,11,28.24,5,0
8939,L,71,7.4,20.92,5,0
8940,S,61,8.5,22.25,2,0
8941,S,50,7.5,21.01,2,0
8942,L,72,8.2,21.82,1,0
8943,L,15,6.7,23.07,3,0
8944,XL,56,9.4,23.31,1,0
8945,L,67,10.4,24.52,2,0
8946,L,895,8.6,22.29,6,1
8947,M,53,7.6,21.1,3,0
8948,L,627,9.5,23.41,0,0
8949,XL,8,10.1,27.11,3,0
8950,S,72,7.9,21.51,1,1
8951,S,21,10.6,27.73,2,0
8952,L,36,5.8,18.99,6,0
8953,L,66,7.5,20.97,5,1
8954,L,41,8.4,22.08,4,0
8955,S,35,6,19.17,3,0
8956,M,47,7.5,20.99,5,1
8957,M,53,7.7,21.19,2,0
8958,M,834,11.2,25.47,1,0
8959,S,5,7.1,23.56,0,0
8960,L,65,6.2,19.47,6,0
8961,L,25,7.9,21.47,4,0
8962,L,2,8.8,25.52,0,1
8963,L,61,7.3,20.71,3,0
8964,XL,20,5.3,21.39,4,0
8965,XL,25,8,21.55,4,1
8966,XL,36,7.4,20.91,3,0
8967,L,45,9.1,22.95,3,1
8968,M,69,6.2,19.47,0,0
8969,L,64,10.9,25.03,3,0
8970,M,44,7.7,21.23,5,0
8971,XL,30,6.1,19.36,4,0
8972,L,56,7.9,21.53,3,0
8973,S,59,7.7,21.19,1,0
8974,S,59,7.4,20.87,5,0
8975,L,28,8.8,22.53,6,0
8976,M,51,8.3,21.94,3,0
8977,XL,1,6.3,22.55,2,0
8978,XL,755,11.1,25.27,3,1
8979,L,53,9,22.79,4,0
8980,L,56,5.9,19.03,2,0
8981,XL,34,10.4,24.54,1,0
8982,M,70,6.9,20.34,5,0
8983,S,50,3.7,16.46,1,0
8984,XL,20,5.6,21.77,4,0
8985,M,67,7.2,20.69,5,0
8986,S,37,6.9,20.25,4,0
8987,S,60,9.5,23.45,5,0
8988,L,52,12.1,26.54,2,0
8989,L,62,10.2,24.29,6,0
8990,L,54,6.1,19.33,6,0
8991,XL,53,10.6,24.77,0,0
8992,S,24,6,22.14,6,0
8993,XL,17,8.7,25.49,6,0
8994,XL,51,7,20.46,0,0
8995,L,54,6.4,19.73,5,0
8996,S,17,3.9,19.69,2,0
8997,L,46,7.9,21.5,2,0
8998,S,8,6.8,23.13,0,0
8999,L,12,7,23.42,6,0
9000,S,37,7.6,21.08,2,0
9001,L,19,7.3,23.75,5,0
9002,M,60,11.6,25.9,4,0
9003,L,45,11.6,25.89,5,0
9004,M,3,9.3,26.18,2,0
9005,L,32,10.8,24.93,3,0
9006,L,54,6.3,19.52,6,0
9007,M,31,6.4,19.71,0,0
9008,XL,54,6,19.18,1,0
9009,M,52,7.5,20.95,6,0
9010,S,28,10.1,24.09,6,0
9011,L,15,7,23.44,0,0
9012,S,15,9.3,26.12,0,1
9013,L,62,6.1,19.34,5,0
9014,L,42,6.1,19.29,1,0
9015,XL,69,6.8,20.12,1,0
9016,L,36,9.4,23.34,2,0
9017,S,6,8.6,25.28,4,0
9018,XL,5,7.7,24.27,4,0
9019,XL,39,9.9,23.84,5,0
9020,M,54,7.6,21.13,1,0
9021,L,43,10.9,25.03,4,0
9022,M,57,7.6,21.06,0,1
9023,L,72,8.2,21.8,2,0
