delivery_id,depot,driver_id,dispatch_ts,arrival_ts,distance_km,parcels
8586,West,117,2024-05-29T13:00,2024-05-29T14:37,48,3
8587,East,34,2024-04-25T14:00,2024-04-25T16:28,23,10
8588,East,102,2024-03-30T15:00,2024-03-30T16:53,41,1
8589,North,96,2024-01-10T16:00,2024-01-10T17:33,44,9
8590,East,17,2024-01-25T06:00,2024-01-25T08:17,46,2
8591,West,43,2024-05-16T08:00,2024-05-16T11:00,28,9
8592,East,47,2024-04-15T10:00,2024-04-15T11:53,15,6
8593,South,97,2024-01-29T11:00,2024-01-29T10:10,56,10
8594,East,41,2024-06-30T15:00,2024-06-30T17:24,29,3
8595,West,24,2024-02-06T15:00,2024-02-06T15:42,8,12
8596,South,46,2024-03-21T16:00,2024-03-21T17:27,59,5
8597,South,100,2024-07-03T16:00,2024-07-03T18:59,17,7
8598,West,44,2024-05-17T12:00,2024-05-17T14:09,45,6
8599,West,99,2024-04-12T08:00,2024-04-12T08:35,17,4
8600,North,26,2024-04-12T07:00,2024-04-12T08:35,18,6
8601,East,112,2024-06-16T09:00,2024-06-16T10:09,5,1
8602,East,91,2024-05-24T13:00,2024-05-24T13:50,18,3
8603,West,18,2024-07-01T14:00,2024-07-01T16:26,54,6
8604,West,102,2024-03-04T09:00,2024-03-04T11:10,54,5
8605,South,39,2024-01-16T15:00,2024-01-16T15:29,57,7
8606,West,22,2024-04-06T07:00,2024-04-06T07:23,36,2
8607,South,119,2024-02-16T10:00,2024-02-16T11:49,34,7
8608,East,18,2024-06-03T13:00,2024-06-03T13:49,27,9
8609,South,28,2024-04-15T09:00,2024-04-15T11:31,2,2
8610,West,70,2024-04-08T08:00,2024-04-08T09:16,28,5
8611,East,13,2024-07-05T07:00,2024-07-05T07:28,5,2
8612,East,106,2024-04-09T15:00,2024-04-09T17:22,26,3
8613,North,48,2024-02-05T09:00,2024-02-05T11:09,24,10
8614,North,16,2024-04-25T06:00,2024-04-25T06:23,24,6
8615,North,75,2024-01-05T15:00,2024-01-05T16:40,43,9
8616,West,23,2024-02-05T15:00,2024-02-05T17:52,22,12
8617,West,16,2024-02-24T11:00,2024-02-24T13:55,8,9
8618,West,65,2024-06-19T13:00,2024-06-19T15:05,54,3
8619,North,81,2024-01-22T08:00,2024-01-22T09:24,27,7
8620,North,101,2024-06-10T11:00,2024-06-10T13:10,22,1
8621,West,114,2024-05-15T07:00,2024-05-15T07:26,28,2
8622,West,58,2024-04-08T09:00,2024-04-08T12:00,20,12
8623,South,36,2024-05-02T09:00,2024-05-02T09:39,16,9
8624,North,94,2024-03-31T07:00,2024-03-31T08:13,8,5
8625,East,87,2024-02-05T16:00,2024-02-05T18:59,16,9
8626,South,54,2024-04-19T06:00,2024-04-19T07:30,47,2
8627,North,33,2024-06-08T15:00,2024-06-08T16:43,13,8
8628,East,72,2024-04-24T09:00,2024-04-24T10:35,40,7
8629,North,36,2024-03-08T08:00,2024-03-08T10:22,39,11
8630,North,8,2024-01-16T16:00,2024-01-16T16:29,24,3
8631,North,18,2024-03-06T10:00,2024-03-06T11:24,23,3
8632,North,33,2024-05-31T10:00,2024-05-31T12:35,42,11
8633,South,47,2024-06-20T10:00,2024-06-20T12:17,14,7
8634,East,43,2024-04-03T11:00,2024-04-03T11:40,53,4
8635,South,82,2024-01-18T16:00,2024-01-18T17:14,57,7
8636,East,34,2024-03-08T06:00,2024-03-08T07:39,21,10
8637,East,15,2024-05-21T13:00,2024-05-21T14:18,3,6
8638,East,3,2024-07-19T07:00,2024-07-19T08:30,51,5
8639,East,40,2024-05-15T14:00,2024-05-15T15:42,44,3
8640,East,75,2024-06-24T11:00,2024-06-24T11:38,58,2
8641,West,117,2024-01-27T12:00,2024-01-27T14:54,33,9
8642,East,92,2024-05-26T10:00,2024-05-26T11:27,6,6
8643,West,15,2024-04-08T13:00,2024-04-08T13:37,52,2
8644,South,89,2024-02-23T15:00,2024-02-23T14:14,8,11
8645,South,82,2024-05-15T08:00,2024-05-15T10:31,41,10
8646,West,65,2024-02-08T10:00,2024-02-08T10:34,42,8
8647,East,60,2024-04-18T13:00,2024-04-18T15:44,14,2
8648,East,35,2024-04-08T16:00,2024-04-08T18:26,11,6
8649,West,116,2024-01-05T09:00,2024-01-05T11:14,46,7
8650,West,12,2024-07-03T08:00,2024-07-03T10:23,57,3
8651,West,88,2024-04-30T08:00,2024-04-30T10:28,21,7
8652,East,27,2024-06-09T08:00,2024-06-09T09:11,38,3
8653,West,101,2024-07-17T15:00,2024-07-17T17:16,45,10
8654,East,25,2024-05-18T16:00,2024-05-18T18:36,21,1
8655,South,9,2024-04-17T13:00,2024-04-17T15:30,15,10
8656,North,34,2024-07-14T07:00,2024-07-14T07:28,16,11
8657,North,37,2024-03-05T11:00,2024-03-05T11:36,54,3
8658,West,40,2024-02-04T15:00,2024-02-04T15:47,58,10
8659,East,101,2024-04-12T11:00,2024-04-12T12:57,44,5
8660,East,67,2024-06-02T12:00,2024-06-02T13:21,46,7
8661,South,13,2024-03-08T10:00,2024-03-08T11:47,56,1
8662,East,86,2024-02-28T14:00,2024-02-28T14:52,36,3
8663,West,21,2024-06-10T15:00,2024-06-10T17:20,18,4
8664,North,97,2024-05-07T12:00,2024-05-07T13:43,10,12
8665,North,9,2024-04-03T09:00,2024-04-03T11:38,51,4
8666,South,63,2024-02-24T13:00,2024-02-24T13:24,58,10
8667,West,5,2024-05-11T07:00,2024-05-11T08:19,54,2
8668,North,8,2024-02-06T08:00,2024-02-06T09:43,41,8
8669,East,48,2024-03-25T08:00,2024-03-25T10:20,48,9
8670,West,30,2024-05-07T09:00,2024-05-07T10:36,48,7
8671,South,20,2024-02-28T09:00,2024-02-28T10:15,23,11
8672,South,40,2024-02-15T16:00,2024-02-15T17:21,38,12
8673,North,60,2024-03-04T16:00,2024-03-04T17:55,59,10
8674,South,39,2024-03-14T11:00,2024-03-14T12:32,22,9
8675,West,47,2024-04-11T11:00,2024-04-11T13:29,48,3
8676,East,4,2024-04-14T12:00,2024-04-14T14:47,29,6
8677,North,34,2024-01-22T16:00,2024-01-22T17:40,23,6
8678,North,83,2024-03-24T15:00,2024-03-24T17:58,41,7
8679,South,62,2024-07-01T14:00,2024-07-01T14:49,41,10
8680,South,65,2024-01-29T11:00,2024-01-29T10:24,37,6
8681,West,41,2024-05-24T09:00,2024-05-24T09:37,31,2
8682,North,6,2024-07-15T07:00,2024-07-15T08:17,44,11
8683,South,96,2024-05-24T15:00,2024-05-24T14:45,6,6
8684,North,74,2024-03-22T13:00,2024-03-22T13:40,11,4
8685,South,56,2024-05-16T06:00,2024-05-16T05:06,33,10
8686,North,62,2024-02-24T12:00,2024-02-24T14:41,10,3
8687,West,115,2024-01-16T13:00,2024-01-16T13:30,17,2
8688,North,113,2024-06-14T10:00,2024-06-14T11:50,53,6
8689,West,82,2024-07-02T09:00,2024-07-02T09:55,7,8
8690,East,50,2024-04-26T13:00,2024-04-26T14:18,36,6
8691,East,108,2024-06-29T08:00,2024-06-29T09:31,21,3
8692,North,63,2024-03-05T13:00,2024-03-05T15:33,37,8
8693,South,42,2024-06-04T16:00,2024-06-04T17:54,41,3
8694,South,52,2024-05-28T10:00,2024-05-28T10:25,21,8
8695,North,62,2024-04-01T14:00,2024-04-01T16:01,15,3
8696,North,119,2024-04-09T10:00,2024-04-09T10:46,5,5
8697,South,85,2024-06-19T12:00,2024-06-19T12:38,56,3
8698,East,67,2024-02-14T13:00,2024-02-14T14:52,33,11
8699,East,18,2024-03-30T07:00,2024-03-30T08:58,57,6
8700,North,69,2024-03-04T07:00,2024-03-04T07:42,31,12
8701,West,90,2024-05-15T15:00,2024-05-15T17:20,26,12
8702,West,56,2024-01-22T07:00,2024-01-22T09:56,23,9
8703,East,29,2024-05-12T07:00,2024-05-12T09:17,55,4
8704,West,2,2024-03-12T13:00,2024-03-12T13:41,19,10
8705,North,80,2024-04-16T09:00,2024-04-16T10:56,55,7
8706,South,25,2024-07-17T11:00,2024-07-17T11:59,30,9
8707,West,44,2024-06-15T12:00,2024-06-15T13:40,45,7
8708,West,35,2024-03-29T14:00,2024-03-29T15:29,23,12
8709,North,41,2024-03-31T12:00,2024-03-31T12:35,6,7
8710,West,67,2024-02-18T10:00,2024-02-18T12:40,15,9
8711,North,56,2024-02-07T06:00,2024-02-07T08:27,21,12
8712,North,52,2024-01-03T08:00,2024-01-03T09:18,39,11
8713,South,20,2024-05-15T15:00,2024-05-15T16:23,34,5
8714,West,11,2024-02-14T16:00,2024-02-14T16:44,13,1
8715,West,39,2024-01-29T08:00,2024-01-29T09:15,57,9
8716,North,57,2024-03-31T12:00,2024-03-31T14:57,51,9
8717,North,11,2024-07-04T16:00,2024-07-04T16:50,22,1
8718,West,31,2024-03-21T11:00,2024-03-21T12:26,46,10
8719,West,59,2024-02-24T06:00,2024-02-24T06:52,41,3
8720,West,106,2024-02-27T13:00,2024-02-27T15:55,39,8
8721,East,81,2024-05-08T12:00,2024-05-08T13:28,40,10
8722,North,3,2024-03-19T13:00,2024-03-19T15:47,60,11
8723,North,23,2024-02-10T07:00,2024-02-10T08:46,51,11
8724,South,24,2024-03-13T15:00,2024-03-13T15:31,48,8
8725,North,84,2024-02-16T13:00,2024-02-16T15:41,38,4
8726,East,69,2024-03-10T13:00,2024-03-10T14:28,40,3
8727,North,78,2024-02-10T10:00,2024-02-10T11:25,32,6
8728,North,51,2024-02-18T16:00,2024-02-18T18:25,5,2
8729,West,21,2024-02-18T06:00,2024-02-18T07:50,55,9
8730,West,17,2024-02-19T11:00,2024-02-19T12:08,60,3
8731,North,98,2024-04-12T08:00,2024-04-12T08:38,50,11
8732,West,27,2024-04-16T09:00,2024-04-16T10:13,34,10
8733,West,38,2024-02-03T15:00,2024-02-03T17:01,54,5
8734,South,96,2024-06-07T10:00,2024-06-07T12:30,56,3
8735,South,107,2024-06-29T06:00,2024-06-29T08:39,53,5
8736,West,9,2024-06-16T15:00,2024-06-16T16:46,60,10
8737,North,80,2024-02-24T10:00,2024-02-24T12:40,6,3
8738,North,87,2024-02-08T11:00,2024-02-08T13:56,22,10
8739,West,31,2024-05-06T16:00,2024-05-06T18:16,54,1
8740,West,106,2024-07-11T14:00,2024-07-11T15:10,53,4
8741,North,3,2024-04-22T15:00,2024-04-22T15:38,19,5
8742,South,118,2024-01-10T08:00,2024-01-10T10:01,32,12
8743,North,94,2024-01-17T11:00,2024-01-17T11:43,39,1
8744,West,32,2024-06-28T11:00,2024-06-28T12:21,60,10
8745,South,24,2024-02-07T15:00,2024-02-07T14:25,25,11
8746,North,62,2024-05-02T11:00,2024-05-02T13:23,38,1
8747,East,100,2024-01-26T08:00,2024-01-26T08:43,44,9
8748,North,30,2024-06-09T08:00,2024-06-09T09:09,52,2
8749,South,75,2024-05-10T10:00,2024-05-10T10:58,23,1
8750,West,34,2024-03-28T14:00,2024-03-28T14:42,24,7
8751,South,107,2024-05-27T10:00,2024-05-27T12:59,7,12
8752,North,14,2024-04-03T12:00,2024-04-03T13:00,20,11
8753,North,62,2024-03-06T16:00,2024-03-06T17:32,17,5
8754,East,114,2024-03-15T09:00,2024-03-15T09:44,3,8
8755,East,11,2024-06-29T14:00,2024-06-29T16:24,30,3
8756,East,28,2024-04-14T12:00,2024-04-14T14:57,15,11
8757,North,39,2024-06-08T10:00,2024-06-08T10:56,34,5
8758,South,43,2024-02-21T11:00,2024-02-21T11:39,27,12
8759,East,36,2024-04-18T12:00,2024-04-18T14:14,6,5
8760,East,107,2024-06-25T06:00,2024-06-25T08:36,46,7
8761,South,12,2024-01-04T15:00,2024-01-04T16:22,26,6
8762,West,13,2024-02-05T15:00,2024-02-05T17:25,29,8
8763,South,118,2024-04-04T11:00,2024-04-04T13:29,7,2
8764,East,91,2024-04-24T15:00,2024-04-24T17:01,44,4
8765,West,35,2024-06-30T09:00,2024-06-30T10:17,20,11
8766,West,81,2024-03-09T16:00,2024-03-09T17:46,31,8
8767,East,116,2024-04-20T07:00,2024-04-20T08:26,50,3
8768,North,17,2024-03-27T08:00,2024-03-27T09:15,13,8
8769,East,75,2024-01-28T14:00,2024-01-28T15:43,33,6
8770,North,42,2024-04-28T06:00,2024-04-28T08:03,57,2
8771,West,50,2024-05-05T06:00,2024-05-05T08:33,54,5
8772,South,5,2024-05-08T13:00,2024-05-08T14:26,5,7
8773,West,16,2024-05-22T16:00,2024-05-22T18:51,51,8
8774,West,37,2024-01-29T07:00,2024-01-29T09:43,59,11
8775,West,83,2024-05-01T16:00,2024-05-01T18:39,12,3
8776,South,59,2024-01-23T14:00,2024-01-23T14:29,3,2
8777,South,4,2024-04-05T13:00,2024-04-05T13:27,52,7
8778,West,48,2024-02-16T15:00,2024-02-16T17:36,3,1
8779,West,26,2024-04-23T10:00,2024-04-23T12:59,23,12
8780,West,53,2024-06-14T16:00,2024-06-14T18:57,30,4
8781,West,100,2024-01-26T10:00,2024-01-26T10:36,21,5
8782,South,108,2024-01-22T15:00,2024-01-22T17:00,41,8
8783,North,88,2024-03-07T15:00,2024-03-07T17:27,18,5
8784,North,108,2024-03-11T13:00,2024-03-11T14:49,60,5
8785,West,62,2024-06-12T07:00,2024-06-12T09:57,17,6
8786,West,107,2024-06-21T11:00,2024-06-21T11:54,42,6
8787,West,21,2024-04-27T14:00,2024-04-27T16:43,48,1
8788,East,75,2024-02-17T06:00,2024-02-17T08:21,4,6
8789,East,42,2024-07-15T15:00,2024-07-15T16:20,21,9
8790,West,89,2024-02-11T09:00,2024-02-11T11:53,34,7
8791,South,84,2024-04-04T10:00,2024-04-04T10:45,48,8
8792,West,20,2024-03-28T06:00,2024-03-28T07:21,14,8
8793,South,118,2024-07-18T16:00,2024-07-18T18:48,60,7
8794,South,64,2024-05-10T13:00,2024-05-10T14:57,57,10
8795,South,5,2024-04-17T14:00,2024-04-17T13:46,5,7
8796,North,51,2024-01-25T11:00,2024-01-25T13:24,22,12
8797,South,14,2024-06-01T15:00,2024-06-01T16:49,57,1
8798,West,84,2024-07-03T11:00,2024-07-03T12:52,4,12
8799,East,39,2024-06-04T13:00,2024-06-04T14:37,25,8
8800,West,69,2024-03-18T13:00,2024-03-18T13:34,57,10
8801,South,39,2024-03-07T16:00,2024-03-07T17:04,52,4
8802,East,79,2024-02-22T12:00,2024-02-22T14:50,9,11
8803,East,7,2024-06-15T13:00,2024-06-15T15:47,28,12
8804,East,3,2024-06-08T12:00,2024-06-08T14:35,44,10
8805,West,73,2024-02-03T12:00,2024-02-03T12:38,29,2
8806,South,30,2024-05-10T16:00,2024-05-10T15:33,24,4
8807,North,102,2024-05-30T07:00,2024-05-30T08:37,29,1
8808,North,13,2024-03-27T12:00,2024-03-27T14:15,37,11
8809,East,105,2024-06-23T15:00,2024-06-23T16:41,8,11
8810,North,108,2024-02-28T12:00,2024-02-28T14:43,50,5
8811,West,46,2024-07-08T10:00,2024-07-08T11:59,40,5
8812,South,1,2024-04-22T13:00,2024-04-22T13:22,22,12
8813,North,44,2024-07-01T13:00,2024-07-01T13:48,17,2
8814,North,111,2024-02-01T16:00,2024-02-01T18:00,58,3
8815,West,34,2024-03-23T09:00,2024-03-23T09:33,6,5
8816,West,21,2024-01-09T10:00,2024-01-09T11:51,48,10
8817,East,38,2024-03-08T14:00,2024-03-08T16:36,26,12
8818,North,32,2024-01-23T07:00,2024-01-23T07:34,48,3
8819,East,42,2024-03-14T11:00,2024-03-14T11:39,31,4
8820,North,82,2024-07-16T13:00,2024-07-16T13:52,57,10
8821,South,12,2024-04-18T09:00,2024-04-18T10:28,58,8
8822,North,26,2024-02-22T12:00,2024-02-22T12:48,19,4
8823,South,49,2024-07-08T14:00,2024-07-08T14:35,4,1
8824,South,87,2024-02-17T13:00,2024-02-17T15:01,43,11
8825,North,32,2024-05-22T10:00,2024-05-22T11:03,12,8
8826,West,87,2024-04-26T11:00,2024-04-26T12:13,9,5
8827,South,10,2024-05-31T16:00,2024-05-31T16:58,57,7
8828,East,91,2024-05-09T16:00,2024-05-09T16:57,56,10
8829,North,52,2024-01-25T07:00,2024-01-25T08:35,4,5
8830,East,41,2024-02-11T16:00,2024-02-11T16:59,29,2
8831,East,17,2024-05-09T10:00,2024-05-09T12:12,59,11
8832,South,24,2024-06-19T16:00,2024-06-19T15:34,3,9
8833,North,74,2024-01-11T09:00,2024-01-11T10:16,35,7
8834,East,57,2024-04-30T08:00,2024-04-30T09:08,25,12
8835,North,103,2024-01-16T10:00,2024-01-16T11:51,29,11
8836,West,114,2024-06-30T11:00,2024-06-30T11:46,39,7
8837,East,115,2024-07-14T15:00,2024-07-14T17:08,55,10
8838,South,70,2024-01-26T07:00,2024-01-26T07:39,8,7
8839,North,119,2024-01-19T16:00,2024-01-19T17:21,57,10
8840,South,116,2024-04-15T08:00,2024-04-15T10:55,30,11
8841,East,67,2024-03-19T07:00,2024-03-19T08:58,6,12
8842,South,61,2024-05-16T09:00,2024-05-16T09:59,40,6
8843,South,67,2024-04-17T16:00,2024-04-17T16:44,25,8
8844,East,2,2024-01-09T14:00,2024-01-09T15:10,44,10
8845,East,34,2024-05-22T06:00,2024-05-22T06:22,4,8
8846,South,95,2024-05-08T07:00,2024-05-08T07:40,38,8
8847,East,36,2024-06-12T08:00,2024-06-12T10:43,13,9
8848,North,17,2024-04-02T16:00,2024-04-02T18:26,22,9
8849,South,40,2024-01-13T15:00,2024-01-13T15:21,52,4
8850,North,43,2024-02-28T12:00,2024-02-28T14:48,6,9
8851,South,1,2024-03-25T07:00,2024-03-25T07:52,21,12
8852,South,25,2024-05-25T10:00,2024-05-25T12:17,51,5
8853,South,116,2024-02-29T09:00,2024-02-29T09:21,47,12
8854,South,94,2024-06-27T08:00,2024-06-27T07:06,18,10
8855,South,51,2024-06-15T14:00,2024-06-15T14:36,50,6
8856,East,21,2024-03-01T10:00,2024-03-01T10:59,7,7
8857,North,45,2024-05-08T11:00,2024-05-08T13:16,49,2
8858,East,16,2024-04-24T07:00,2024-04-24T09:49,53,8
8859,South,6,2024-03-15T13:00,2024-03-15T13:33,28,10
8860,South,68,2024-04-07T13:00,2024-04-07T12:36,22,11
8861,South,34,2024-05-08T16:00,2024-05-08T18:50,59,4
8862,North,28,2024-06-30T14:00,2024-06-30T16:05,30,3
8863,South,25,2024-02-26T10:00,2024-02-26T11:18,35,3
8864,East,30,2024-03-07T16:00,2024-03-07T18:49,53,6
8865,East,42,2024-02-03T07:00,2024-02-03T08:48,11,7
8866,West,70,2024-06-15T07:00,2024-06-15T07:45,53,5
8867,East,48,2024-02-01T06:00,2024-02-01T08:26,5,9
8868,East,110,2024-06-22T11:00,2024-06-22T12:35,30,11
8869,West,66,2024-05-24T10:00,2024-05-24T12:35,56,10
8870,South,59,2024-01-26T10:00,2024-01-26T11:54,18,5
8871,West,1,2024-05-28T13:00,2024-05-28T14:37,48,6
8872,West,52,2024-03-07T09:00,2024-03-07T10:00,16,1
8873,North,41,2024-02-14T08:00,2024-02-14T09:51,33,3
8874,East,67,2024-05-20T12:00,2024-05-20T12:28,49,7
8875,West,86,2024-05-22T08:00,2024-05-22T09:49,38,2
8876,East,116,2024-02-15T14:00,2024-02-15T14:39,60,11
8877,South,8,2024-05-30T09:00,2024-05-30T10:50,47,1
8878,West,92,2024-07-17T12:00,2024-07-17T13:02,20,11
8879,East,22,2024-02-25T09:00,2024-02-25T10:26,54,11
8880,East,94,2024-05-28T14:00,2024-05-28T14:58,31,5
8881,East,50,2024-03-09T11:00,2024-03-09T11:46,6,1
8882,South,109,2024-05-10T06:00,2024-05-10T05:46,30,10
8883,East,97,2024-07-19T08:00,2024-07-19T08:35,8,5
8884,North,104,2024-01-18T15:00,2024-01-18T16:37,27,11
8885,East,1,2024-05-02T09:00,2024-05-02T10:10,7,5
8886,North,92,2024-02-11T13:00,2024-02-11T14:05,24,6
8887,East,56,2024-05-20T08:00,2024-05-20T10:11,28,8
8888,West,86,2024-05-08T15:00,2024-05-08T15:48,28,12
8889,West,23,2024-02-16T14:00,2024-02-16T14:54,51,10
8890,South,98,2024-04-08T15:00,2024-04-08T16:38,14,3
8891,West,70,2024-03-14T06:00,2024-03-14T07:11,31,10
8892,East,112,2024-04-26T07:00,2024-04-26T08:49,8,8
8893,West,86,2024-05-03T08:00,2024-05-03T10:16,40,7
8894,West,58,2024-02-10T10:00,2024-02-10T12:39,36,10
8895,North,11,2024-04-24T14:00,2024-04-24T16:04,54,12
8896,West,58,2024-03-18T15:00,2024-03-18T15:39,19,7
8897,West,51,2024-05-31T08:00,2024-05-31T08:27,36,12
8898,North,43,2024-02-27T16:00,2024-02-27T18:29,32,1
8899,North,41,2024-02-14T11:00,2024-02-14T13:32,38,3
8900,North,117,2024-05-04T16:00,2024-05-04T18:00,55,5
8901,North,56,2024-05-04T14:00,2024-05-04T15:21,12,11
8902,West,85,2024-05-26T06:00,2024-05-26T06:32,23,8
8903,East,54,2024-02-19T09:00,2024-02-19T09:52,34,6
8904,East,63,2024-05-10T10:00,2024-05-10T10:23,50,11
8905,North,11,2024-01-26T07:00,2024-01-26T08:25,59,10
8906,West,3,2024-01-31T16:00,2024-01-31T16:55,2,9
8907,South,51,2024-01-15T16:00,2024-01-15T17:07,7,1
8908,West,42,2024-03-02T16:00,2024-03-02T17:57,38,5
8909,East,55,2024-01-26T16:00,2024-01-26T16:45,25,10
8910,North,86,2024-02-02T10:00,2024-02-02T12:24,41,8
8911,East,116,2024-01-22T14:00,2024-01-22T14:52,60,9
8912,East,32,2024-06-23T12:00,2024-06-23T14:11,5,2
8913,South,10,2024-04-19T16:00,2024-04-19T17:09,37,6
8914,South,115,2024-03-28T11:00,2024-03-28T13:55,29,12
8915,South,39,2024-01-10T13:00,2024-01-10T15:37,38,10
8916,South,84,2024-06-10T14:00,2024-06-10T15:48,35,8
8917,East,24,2024-02-14T10:00,2024-02-14T11:13,47,5
8918,West,64,2024-06-07T13:00,2024-06-07T15:09,59,2
8919,West,34,2024-05-21T13:00,2024-05-21T14:43,15,11
8920,North,79,2024-05-03T09:00,2024-05-03T10:25,60,12
8921,South,61,2024-02-23T10:00,2024-02-23T10:23,26,8
8922,North,90,2024-05-23T13:00,2024-05-23T13:54,2,12
8923,North,113,2024-07-09T09:00,2024-07-09T10:21,13,4
8924,West,76,2024-04-18T07:00,2024-04-18T09:59,5,8
8925,East,45,2024-04-27T14:00,2024-04-27T16:09,45,10
8926,North,103,2024-04-24T11:00,2024-04-24T13:05,4,9
8927,East,92,2024-04-30T11:00,2024-04-30T12:58,29,10
8928,North,2,2024-02-09T07:00,2024-02-09T09:21,27,2
8929,North,88,2024-05-11T15:00,2024-05-11T17:35,56,7
8930,South,52,2024-07-14T07:00,2024-07-14T08:15,43,8
8931,South,47,2024-05-03T12:00,2024-05-03T11:49,14,11
8932,North,68,2024-04-15T14:00,2024-04-15T15:28,51,7
8933,West,7,2024-04-18T12:00,2024-04-18T14:37,33,3
8934,South,33,2024-03-22T12:00,2024-03-22T11:20,51,11
8935,North,81,2024-07-13T08:00,2024-07-13T08:53,6,5
8936,West,25,2024-02-19T15:00,2024-02-19T17:22,11,2
8937,East,114,2024-05-27T14:00,2024-05-27T15:51,12,5
8938,South,74,2024-02-05T16:00,2024-02-05T15:50,34,2
8939,West,108,2024-04-10T11:00,2024-04-10T11:43,59,11
8940,East,95,2024-07-01T09:00,2024-07-01T10:02,13,2
8941,East,73,2024-06-15T06:00,2024-06-15T06:35,42,1
8942,North,82,2024-03-13T12:00,2024-03-13T14:37,41,1
8943,East,43,2024-05-12T16:00,2024-05-12T18:05,25,4
8944,West,103,2024-01-16T06:00,2024-01-16T07:01,9,10
8945,South,59,2024-02-09T12:00,2024-02-09T12:25,24,11
8946,East,64,2024-01-28T09:00,2024-01-28T09:39,28,5
8947,East,38,2024-03-28T07:00,2024-03-28T07:34,58,12
8948,South,10,2024-04-16T14:00,2024-04-16T14:23,13,7
8949,East,53,2024-05-19T07:00,2024-05-19T09:42,46,2
8950,South,52,2024-03-29T11:00,2024-03-29T12:47,28,3
8951,West,54,2024-03-31T14:00,2024-03-31T14:31,34,1
8952,East,101,2024-02-01T08:00,2024-02-01T08:47,4,5
8953,East,102,2024-03-05T15:00,2024-03-05T17:37,12,6
8954,North,46,2024-06-13T08:00,2024-06-13T10:12,9,6
8955,South,92,2024-03-29T14:00,2024-03-29T14:50,4,4
8956,East,62,2024-01-25T09:00,2024-01-25T11:04,37,10
8957,West,106,2024-05-31T16:00,2024-05-31T17:08,53,6
8958,East,95,2024-07-02T08:00,2024-07-02T10:01,32,8
8959,North,98,2024-06-16T09:00,2024-06-16T10:13,32,11
8960,East,16,2024-04-09T06:00,2024-04-09T08:57,12,1
8961,East,41,2024-03-06T11:00,2024-03-06T13:47,30,8
8962,South,34,2024-05-03T16:00,2024-05-03T17:45,22,6
8963,West,95,2024-02-24T14:00,2024-02-24T15:03,12,8
8964,East,101,2024-04-15T15:00,2024-04-15T17:19,31,4
8965,West,68,2024-02-25T16:00,2024-02-25T17:13,43,1
8966,South,17,2024-01-04T14:00,2024-01-04T15:38,17,3
8967,West,28,2024-02-28T07:00,2024-02-28T09:20,40,1
8968,South,7,2024-02-19T06:00,2024-02-19T08:22,45,11
8969,West,119,2024-02-01T14:00,2024-02-01T16:25,44,5
8970,North,49,2024-02-12T12:00,2024-02-12T14:08,12,6
8971,East,69,2024-01-24T07:00,2024-01-24T09:53,28,4
8972,North,107,2024-05-07T10:00,2024-05-07T12:42,30,4
8973,West,104,2024-01-05T14:00,2024-01-05T14:49,2,5
8974,East,9,2024-05-28T09:00,2024-05-28T11:34,40,12
8975,North,35,2024-02-20T11:00,2024-02-20T12:32,42,1
8976,North,66,2024-06-20T11:00,2024-06-20T11:49,42,7
8977,North,44,2024-04-29T10:00,2024-04-29T10:54,5,4
8978,East,119,2024-02-20T16:00,2024-02-20T18:31,16,11
8979,South,105,2024-03-09T10:00,2024-03-09T12:51,30,2
8980,North,70,2024-03-24T10:00,2024-03-24T10:27,43,9
8981,South,100,2024-06-02T13:00,2024-06-02T15:15,4,3
8982,South,16,2024-01-21T07:00,2024-01-21T08:22,58,6
8983,East,3,2024-03-20T14:00,2024-03-20T15:08,38,2
8984,West,35,2024-05-24T14:00,2024-05-24T14:29,24,7
8985,West,91,2024-04-15T16:00,2024-04-15T17:23,16,9
8986,North,68,2024-03-29T06:00,2024-03-29T08:13,28,3
8987,South,10,2024-06-04T10:00,2024-06-04T11:38,55,6
8988,South,66,2024-03-06T14:00,2024-03-06T15:33,23,3
8989,South,4,2024-02-09T06:00,2024-02-09T06:56,41,3
8990,South,60,2024-04-20T10:00,2024-04-20T12:44,41,2
8991,South,90,2024-02-16T16:00,2024-02-16T18:02,58,1
8992,West,43,2024-02-14T11:00,2024-02-14T11:44,47,7
8993,North,80,2024-07-05T15:00,2024-07-05T15:38,31,5
8994,South,45,2024-02-05T16:00,2024-02-05T15:35,27,12
8995,East,94,2024-01-16T14:00,2024-01-16T15:07,45,3
8996,North,19,2024-05-07T07:00,2024-05-07T08:26,36,4
8997,East,49,2024-03-18T16:00,2024-03-18T18:17,35,12
8998,East,12,2024-06-05T08:00,2024-06-05T10:10,33,11
8999,South,120,2024-05-26T06:00,2024-05-26T08:29,4,1
9000,East,108,2024-02-09T10:00,2024-02-09T11:32,16,5
9001,West,74,2024-03-12T08:00,2024-03-12T10:27,33,1
9002,West,39,2024-04-17T11:00,2024-04-17T13:56,52,4
9003,West,82,2024-06-19T12:00,2024-06-19T13:47,43,11
9004,North,94,2024-04-24T06:00,2024-04-24T08:11,53,2
9005,North,56,2024-04-18T11:00,2024-04-18T12:03,12,2
9006,West,109,2024-06-16T15:00,2024-06-16T16:55,24,12
9007,West,65,2024-06-08T11:00,2024-06-08T11:42,3,3
9008,North,33,2024-03-10T07:00,2024-03-10T09:56,28,10
