date,platform,post_type,impressions,reach,likes,comments,shares
2024-09-23,Instagram,photo,34882,21557,945,142,94
2024-09-23,TikTok,photo,33983,23343,710,106,71
2024-09-23,LinkedIn,carousel,10555,7954,171,26,17
2024-09-23,X,carousel,11603,8500,462,69,47
2024-09-24,Instagram,text,33415,20651,1114,167,112
2024-09-24,TikTok,video,17444,12022,418,63,41
2024-09-24,LinkedIn,carousel,27032,16906,1010,152,101
2024-09-24,X,photo,35548,21013,1126,169,112
2024-09-25,Instagram,carousel,20057,16590,346,52,35
2024-09-25,TikTok,video,38104,21307,1177,177,117
2024-09-25,LinkedIn,video,12698,9001,263,39,27
2024-09-25,X,photo,24115,13729,431,65,43
2024-09-26,Instagram,text,16578,9623,267,40,27
2024-09-26,TikTok,video,3442,2116,63,9,7
2024-09-26,LinkedIn,carousel,39962,26406,806,121,81
2024-09-26,X,carousel,2221,1472,38,6,4
2024-09-27,Instagram,photo,18363,10193,642,96,64
2024-09-27,TikTok,photo,13654,9590,491,74,49
2024-09-27,LinkedIn,photo,32529,20398,1115,167,112
2024-09-27,X,carousel,8178,4834,321,48,32
2024-09-28,Instagram,photo,15787,12062,380,57,38
2024-09-28,TikTok,text,3011,1775,49,7,5
2024-09-28,LinkedIn,text,14786,10886,466,70,47
2024-09-28,X,video,39068,31010,1388,208,139
2024-09-29,Instagram,photo,15592,10132,383,57,39
2024-09-29,TikTok,photo,27250,17977,1077,162,107
2024-09-29,LinkedIn,video,19173,11377,460,69,46
2024-09-29,X,carousel,34120,24630,799,120,80
2024-09-30,Instagram,photo,24257,16457,626,94,63
2024-09-30,TikTok,video,18938,15255,457,69,45
2024-09-30,LinkedIn,carousel,31557,18103,654,98,65
2024-09-30,X,carousel,10084,7390,388,58,39
2024-10-01,Instagram,text,31379,19858,1223,183,123
2024-10-01,TikTok,video,36852,30318,1448,217,145
2024-10-01,LinkedIn,photo,12604,9029,369,55,37
2024-10-01,X,video,6609,4521,107,16,11
2024-10-02,Instagram,carousel,31043,18839,822,123,82
2024-10-02,TikTok,text,21353,17161,406,61,41
2024-10-02,LinkedIn,carousel,33165,27141,1104,166,110
2024-10-02,X,carousel,31615,19810,1058,159,105
2024-10-03,Instagram,video,5202,4156,122,18,12
2024-10-03,TikTok,text,5761,3638,158,24,15
2024-10-03,LinkedIn,text,29637,24541,530,80,53
2024-10-03,X,photo,6663,3989,146,22,15
2024-10-04,Instagram,video,21048,14860,406,61,41
2024-10-04,TikTok,text,23732,15977,480,72,48
2024-10-04,LinkedIn,text,15348,9808,296,44,30
2024-10-04,X,video,16343,11767,552,83,55
2024-10-05,Instagram,carousel,24386,17478,766,115,76
2024-10-05,TikTok,video,16628,11213,638,96,63
2024-10-05,LinkedIn,text,25929,20325,779,117,78
2024-10-05,X,carousel,25638,17562,694,104,70
2024-10-06,Instagram,video,13015,9187,445,67,44
2024-10-06,TikTok,photo,6895,5184,120,18,12
2024-10-06,LinkedIn,carousel,26688,19425,667,100,67
2024-10-06,X,carousel,15302,11579,540,81,54
2024-10-07,Instagram,video,20097,14625,662,99,66
2024-10-07,TikTok,text,5440,3200,158,24,16
2024-10-07,LinkedIn,carousel,9984,7615,342,51,35
2024-10-07,X,carousel,3236,2138,80,12,8
2024-10-08,Instagram,video,21535,17443,370,56,37
2024-10-08,TikTok,text,33005,23949,615,92,62
2024-10-08,LinkedIn,video,16608,9973,419,63,42
2024-10-08,X,carousel,27864,16123,448,67,45
2024-10-09,Instagram,carousel,33346,24919,1145,172,114
2024-10-09,TikTok,text,27536,15384,626,94,62
2024-10-09,LinkedIn,video,5149,3434,122,18,12
2024-10-09,X,text,17504,11238,666,100,67
2024-10-10,Instagram,photo,19038,15140,436,65,44
2024-10-10,TikTok,text,17567,14566,463,69,47
2024-10-10,LinkedIn,photo,25377,17661,483,72,49
2024-10-10,X,video,39747,28864,1302,195,130
2024-10-11,Instagram,video,24985,14093,757,114,75
2024-10-11,TikTok,video,29590,21284,1094,164,110
2024-10-11,LinkedIn,carousel,11613,8389,454,68,45
2024-10-11,X,video,18830,15886,470,71,47
2024-10-12,Instagram,photo,11801,7224,262,39,26
2024-10-12,TikTok,carousel,33432,21580,1252,188,125
2024-10-12,LinkedIn,video,32108,18517,962,144,97
2024-10-12,X,photo,23012,14687,648,97,65
2024-10-13,Instagram,text,27715,20512,774,116,77
2024-10-13,TikTok,photo,39628,21887,1421,213,142
2024-10-13,LinkedIn,video,6411,3707,170,26,17
2024-10-13,X,video,19947,13537,429,64,43
2024-10-14,Instagram,video,39945,27337,888,133,89
2024-10-14,TikTok,video,6794,4117,129,19,13
2024-10-14,LinkedIn,carousel,30755,22412,1042,156,104
2024-10-14,X,photo,12063,9073,285,43,28
2024-10-15,Instagram,carousel,32076,26012,726,109,72
2024-10-15,TikTok,carousel,15012,10334,386,58,39
2024-10-15,LinkedIn,carousel,19420,15670,547,82,55
2024-10-15,X,carousel,19933,11132,440,66,44
2024-10-16,Instagram,carousel,25432,18037,478,72,48
2024-10-16,TikTok,video,21193,16754,606,91,61
2024-10-16,LinkedIn,photo,30119,22932,932,140,93
2024-10-16,X,video,27651,19453,630,95,63
2024-10-17,Instagram,photo,24454,19211,545,82,54
2024-10-17,TikTok,video,32456,26179,1017,153,101
2024-10-17,LinkedIn,photo,19362,15581,739,111,74
2024-10-17,X,text,4208,2916,116,17,12
2024-10-18,Instagram,carousel,38071,21221,756,113,76
2024-10-18,TikTok,video,13507,8475,300,45,30
2024-10-18,LinkedIn,photo,15842,9622,346,52,35
2024-10-18,X,carousel,38868,32128,1387,208,139
2024-10-19,Instagram,carousel,25078,21228,579,87,58
2024-10-19,TikTok,photo,22011,18369,524,79,52
2024-10-19,LinkedIn,video,27802,16436,763,114,77
2024-10-19,X,photo,20537,16243,436,65,44
2024-10-20,Instagram,carousel,29511,16911,643,96,65
2024-10-20,TikTok,video,39965,27715,886,133,89
2024-10-20,LinkedIn,video,26412,21739,833,125,83
2024-10-20,X,carousel,39149,25603,1204,181,120
2024-10-21,Instagram,text,12021,9009,404,61,40
2024-10-21,TikTok,video,33075,21435,551,83,55
2024-10-21,LinkedIn,video,5147,4165,202,30,20
2024-10-21,X,video,27028,17805,450,67,45
2024-10-22,Instagram,photo,23249,15663,777,117,77
2024-10-22,TikTok,carousel,10132,6219,214,32,22
2024-10-22,LinkedIn,photo,39160,30861,1463,219,147
2024-10-22,X,video,8273,5929,254,38,26
2024-10-23,Instagram,carousel,35200,25473,944,142,94
2024-10-23,TikTok,video,6387,4290,114,17,11
2024-10-23,LinkedIn,video,2653,1658,55,8,6
2024-10-23,X,photo,6131,4916,207,31,21
2024-10-24,Instagram,video,38622,25119,1074,161,107
2024-10-24,TikTok,video,28925,16256,874,131,87
2024-10-24,LinkedIn,photo,8259,6653,142,21,14
2024-10-24,X,video,26367,19624,443,66,45
2024-10-25,Instagram,carousel,26376,15087,950,143,95
2024-10-25,TikTok,carousel,2035,1380,60,9,6
2024-10-25,LinkedIn,carousel,10414,7589,170,26,17
2024-10-25,X,photo,2644,1650,71,11,7
2024-10-26,Instagram,video,14813,11369,570,86,57
2024-10-26,TikTok,carousel,16597,10957,510,77,51
2024-10-26,LinkedIn,text,16730,10070,349,52,35
2024-10-26,X,text,7897,4458,194,29,19
2024-10-27,Instagram,video,27152,15492,950,142,95
2024-10-27,TikTok,video,9445,6506,227,34,23
2024-10-27,LinkedIn,video,33372,21142,740,111,74
2024-10-27,X,photo,9706,8028,280,42,28
2024-10-28,Instagram,photo,38849,21872,1533,230,153
2024-10-28,TikTok,video,12750,8655,289,43,29
2024-10-28,LinkedIn,photo,10433,8631,282,42,29
2024-10-28,X,video,5674,3994,134,20,14
2024-10-29,Instagram,text,36977,21037,1247,187,125
2024-10-29,TikTok,photo,23391,15750,396,59,40
2024-10-29,LinkedIn,text,15309,11880,534,80,53
2024-10-29,X,carousel,6800,4842,209,31,21
2024-10-30,Instagram,video,3597,2331,61,9,6
2024-10-30,TikTok,photo,24329,15495,586,88,58
2024-10-30,LinkedIn,video,26074,17081,1009,151,101
2024-10-30,X,text,20854,12246,809,121,81
2024-10-31,Instagram,photo,13141,7755,404,61,40
2024-10-31,TikTok,photo,5987,5088,103,15,11
2024-10-31,LinkedIn,carousel,28854,20672,791,119,79
2024-10-31,X,video,35753,20653,1069,160,107
2024-11-01,Instagram,text,25775,15663,448,67,45
2024-11-01,TikTok,video,25621,20541,604,91,60
2024-11-01,LinkedIn,video,39204,30664,1367,205,137
2024-11-01,X,carousel,2934,1871,83,12,9
2024-11-02,Instagram,text,22782,18925,838,126,84
2024-11-02,TikTok,carousel,38695,30377,1120,168,112
2024-11-02,LinkedIn,carousel,9478,6050,202,30,21
2024-11-02,X,carousel,10734,8817,325,49,32
2024-11-03,Instagram,video,27937,22345,784,118,78
2024-11-03,TikTok,video,34258,27034,963,144,97
2024-11-03,LinkedIn,text,2213,1613,42,6,5
2024-11-03,X,photo,39759,30885,1168,175,117
2024-11-04,Instagram,photo,14878,11314,404,61,40
2024-11-04,TikTok,text,18316,10877,475,71,48
2024-11-04,LinkedIn,carousel,21497,16095,826,124,83
2024-11-04,X,photo,22260,16454,402,60,41
2024-11-05,Instagram,photo,4485,2495,109,16,11
2024-11-05,TikTok,text,35214,26880,1374,206,137
2024-11-05,LinkedIn,carousel,34343,21934,682,102,68
2024-11-05,X,text,15512,11244,579,87,58
2024-11-06,Instagram,text,10252,6385,383,57,39
2024-11-06,TikTok,carousel,36999,23671,921,138,92
2024-11-06,LinkedIn,photo,30069,20389,868,130,87
2024-11-06,X,photo,33188,20752,1126,169,112
2024-11-07,Instagram,video,21665,12606,386,58,38
2024-11-07,TikTok,text,18808,15744,525,79,52
2024-11-07,LinkedIn,video,3670,2492,62,9,7
2024-11-07,X,video,28727,17247,862,129,86
2024-11-08,Instagram,carousel,25572,21341,498,75,50
2024-11-08,TikTok,photo,2234,1418,82,12,8
2024-11-08,LinkedIn,photo,15196,10337,595,89,60
2024-11-08,X,photo,30719,17587,882,132,89
2024-11-09,Instagram,carousel,27564,15308,903,135,91
2024-11-09,TikTok,text,18705,14429,616,92,62
2024-11-09,LinkedIn,text,21122,15641,833,125,83
2024-11-09,X,photo,12274,7613,486,73,48
2024-11-10,Instagram,photo,35347,27778,1192,179,119
2024-11-10,TikTok,carousel,16856,14142,308,46,31
2024-11-10,LinkedIn,carousel,9726,7126,197,30,19
2024-11-10,X,photo,26400,20383,841,126,84
2024-11-11,Instagram,text,4114,2586,138,21,14
2024-11-11,TikTok,photo,35910,20683,1383,207,139
2024-11-11,LinkedIn,photo,22465,16559,455,68,46
2024-11-11,X,text,37373,29899,1214,182,121
2024-11-12,Instagram,photo,9930,6359,326,49,32
2024-11-12,TikTok,text,37045,20797,654,98,66
2024-11-12,LinkedIn,video,23348,19518,454,68,46
2024-11-12,X,photo,18119,11118,562,84,57
2024-11-13,Instagram,video,5094,4212,110,16,11
2024-11-13,TikTok,text,38774,31356,909,136,91
2024-11-13,LinkedIn,video,34313,20805,1270,190,127
2024-11-13,X,carousel,9584,6263,285,43,28
2024-11-14,Instagram,carousel,29522,21709,882,132,89
2024-11-14,TikTok,text,24320,13599,698,105,69
2024-11-14,LinkedIn,photo,4597,3284,167,25,17
2024-11-14,X,carousel,28111,22071,574,86,57
2024-11-15,Instagram,text,4121,3087,138,21,13
2024-11-15,TikTok,photo,38991,30257,1283,192,129
2024-11-15,LinkedIn,carousel,22120,13474,519,78,52
2024-11-15,X,text,10813,7492,374,56,37
2024-11-16,Instagram,carousel,18163,12371,478,72,48
2024-11-16,TikTok,carousel,21550,13747,857,129,85
2024-11-16,LinkedIn,video,30850,22080,718,108,71
2024-11-16,X,photo,26952,15449,658,99,65
2024-11-17,Instagram,video,8660,6647,200,30,20
2024-11-17,TikTok,photo,15597,9870,538,81,54
2024-11-17,LinkedIn,text,4186,3055,142,21,15
2024-11-17,X,video,33309,20950,1086,163,109
2024-11-18,Instagram,photo,9739,5471,351,53,35
2024-11-18,TikTok,text,38943,21486,1308,196,131
2024-11-18,LinkedIn,video,4328,2644,122,18,13
2024-11-18,X,carousel,9562,5381,247,37,25
2024-11-19,Instagram,carousel,22018,18229,630,94,63
2024-11-19,TikTok,carousel,28977,22672,1105,166,110
2024-11-19,LinkedIn,text,13655,9233,370,55,37
2024-11-19,X,text,17663,10085,706,106,71
2024-11-20,Instagram,photo,33980,21566,1262,189,127
2024-11-20,TikTok,video,16052,9682,567,85,57
2024-11-20,LinkedIn,text,32098,25500,912,137,91
2024-11-20,X,carousel,33207,27801,1261,189,126
2024-11-21,Instagram,photo,5346,4005,151,23,15
2024-11-21,TikTok,video,30854,20875,745,112,74
2024-11-21,LinkedIn,photo,22515,17551,759,114,76
2024-11-21,X,carousel,4811,3495,150,22,15
2024-11-22,Instagram,photo,2456,1795,50,7,5
2024-11-22,TikTok,text,11776,8752,194,29,20
2024-11-22,LinkedIn,carousel,8067,6328,200,30,20
2024-11-22,X,text,27493,18649,891,134,89
2024-11-23,Instagram,photo,29639,24426,1094,164,109
2024-11-23,TikTok,carousel,16298,10030,639,96,64
2024-11-23,LinkedIn,video,17594,13979,657,99,65
2024-11-23,X,video,22036,17659,762,114,77
2024-11-24,Instagram,video,12587,6974,458,69,46
2024-11-24,TikTok,video,14355,8199,560,84,56
2024-11-24,LinkedIn,carousel,30989,22376,584,88,58
2024-11-24,X,video,22374,14910,786,118,78
2024-11-25,Instagram,video,9735,6022,327,49,33
2024-11-25,TikTok,text,23721,20107,674,101,67
2024-11-25,LinkedIn,video,38569,30826,835,125,84
2024-11-25,X,carousel,6959,4178,263,39,27
2024-11-26,Instagram,text,5633,3282,162,24,17
2024-11-26,TikTok,photo,17375,14508,678,102,68
2024-11-26,LinkedIn,photo,24459,18890,897,135,89
2024-11-26,X,text,34144,19809,1038,156,103
2024-11-27,Instagram,carousel,8318,6422,282,42,29
2024-11-27,TikTok,video,20880,13995,567,85,57
2024-11-27,LinkedIn,video,25957,15450,487,73,49
2024-11-27,X,text,35550,22264,1213,182,121
2024-11-28,Instagram,video,32697,18553,828,124,83
2024-11-28,TikTok,text,19762,14444,380,57,38
2024-11-28,LinkedIn,video,2917,2402,94,14,10
2024-11-28,X,text,27444,16376,906,136,91
2024-11-29,Instagram,photo,7913,4728,141,21,14
2024-11-29,TikTok,carousel,18876,15643,327,49,33
2024-11-29,LinkedIn,text,11121,6756,414,62,41
2024-11-29,X,photo,18117,10516,427,64,43
2024-11-30,Instagram,photo,26728,19594,478,72,48
2024-11-30,TikTok,photo,25790,15567,635,95,64
2024-11-30,LinkedIn,video,33650,26486,1109,166,111
2024-11-30,X,carousel,29256,20233,470,71,47
2024-12-01,Instagram,carousel,24890,19441,633,95,63
2024-12-01,TikTok,text,34153,27905,786,118,79
2024-12-01,LinkedIn,carousel,2265,1550,86,13,8
2024-12-01,X,video,3317,1867,121,18,12
2024-12-02,Instagram,text,30517,17629,1068,160,107
2024-12-02,TikTok,carousel,7074,5279,159,24,16
2024-12-02,LinkedIn,text,8782,5256,150,23,15
2024-12-02,X,carousel,14906,9523,462,69,47
2024-12-03,Instagram,video,33463,22843,1254,188,125
2024-12-03,TikTok,video,12497,8468,486,73,48
2024-12-03,LinkedIn,photo,22442,15665,667,100,67
2024-12-03,X,video,26149,20168,972,146,97
2024-12-04,Instagram,video,6699,4506,144,22,14
2024-12-04,TikTok,text,16574,13267,378,57,38
2024-12-04,LinkedIn,carousel,25288,20638,923,138,93
2024-12-04,X,text,22067,13482,877,132,87
2024-12-05,Instagram,photo,3688,2712,85,13,8
2024-12-05,TikTok,photo,19042,13351,568,85,57
2024-12-05,LinkedIn,text,33542,28291,761,114,76
2024-12-05,X,carousel,31955,19261,673,101,67
2024-12-06,Instagram,text,27755,15623,848,127,85
2024-12-06,TikTok,text,36595,24015,1079,162,108
2024-12-06,LinkedIn,video,4979,4093,114,17,11
2024-12-06,X,carousel,36753,21272,1264,190,126
2024-12-07,Instagram,video,15468,9990,546,82,54
2024-12-07,TikTok,carousel,10262,8486,278,42,28
2024-12-07,LinkedIn,photo,12303,9098,327,49,33
2024-12-07,X,text,28421,21382,1063,159,107
2024-12-08,Instagram,photo,10007,5672,318,48,32
2024-12-08,TikTok,video,16782,12621,287,43,29
2024-12-08,LinkedIn,text,36518,22708,1032,155,103
2024-12-08,X,photo,31320,19157,1178,177,118
2024-12-09,Instagram,photo,30547,18151,616,92,62
2024-12-09,TikTok,text,23977,15408,780,117,78
2024-12-09,LinkedIn,carousel,26307,16527,734,110,74
2024-12-09,X,photo,9578,7792,211,32,21
2024-12-10,Instagram,text,17622,10152,550,82,55
2024-12-10,TikTok,video,26127,15019,694,104,70
2024-12-10,LinkedIn,video,33405,28201,1114,167,112
2024-12-10,X,carousel,2471,1426,75,11,8
2024-12-11,Instagram,video,6512,4128,207,31,21
2024-12-11,TikTok,carousel,27348,15982,494,74,50
2024-12-11,LinkedIn,text,5976,4634,223,33,23
2024-12-11,X,carousel,31799,24750,1178,177,117
2024-12-12,Instagram,carousel,34611,22706,796,119,80
2024-12-12,TikTok,carousel,24964,18970,526,79,53
2024-12-12,LinkedIn,carousel,37988,24372,725,109,72
2024-12-12,X,photo,9253,6865,222,33,23
2024-12-13,Instagram,carousel,10799,7472,181,27,18
2024-12-13,TikTok,video,30884,22754,686,103,69
2024-12-13,LinkedIn,carousel,10581,6032,190,28,19
2024-12-13,X,photo,23801,17544,738,111,73
2024-12-14,Instagram,video,2826,2106,107,16,11
2024-12-14,TikTok,photo,16973,11728,514,77,52
2024-12-14,LinkedIn,video,31456,21695,1217,183,121
2024-12-14,X,carousel,21054,12005,764,115,76
2024-12-15,Instagram,text,30681,17444,916,137,92
2024-12-15,TikTok,carousel,12433,10354,370,56,37
2024-12-15,LinkedIn,video,38234,23881,1116,167,112
2024-12-15,X,photo,14647,8477,451,68,45
2024-12-16,Instagram,text,11967,7850,278,42,28
2024-12-16,TikTok,text,11174,6708,338,51,33
2024-12-16,LinkedIn,video,9843,7754,254,38,26
2024-12-16,X,photo,31608,26083,608,91,61
2024-12-17,Instagram,carousel,11279,9448,207,31,21
2024-12-17,TikTok,carousel,31192,17274,622,93,62
2024-12-17,LinkedIn,photo,25888,17474,907,136,91
2024-12-17,X,photo,19740,11658,430,64,43
2024-12-18,Instagram,video,33577,22616,1147,172,115
2024-12-18,TikTok,photo,21936,14668,861,129,86
2024-12-18,LinkedIn,carousel,22027,16707,763,114,77
2024-12-18,X,video,20991,11931,574,86,58
2024-12-19,Instagram,photo,7557,5642,286,43,29
2024-12-19,TikTok,text,37696,27509,1441,216,144
2024-12-19,LinkedIn,photo,39346,30714,930,140,93
2024-12-19,X,video,2830,1580,55,8,6
2024-12-20,Instagram,video,35038,23022,654,98,65
2024-12-20,TikTok,photo,30966,22449,684,103,68
2024-12-20,LinkedIn,photo,17730,13259,417,63,41
2024-12-20,X,text,31625,24028,806,121,81
2024-12-21,Instagram,carousel,32323,19909,1183,177,119
2024-12-21,TikTok,carousel,25827,16502,739,111,74
2024-12-21,LinkedIn,carousel,7248,5249,230,34,23
2024-12-21,X,photo,28010,18656,618,93,62
2024-12-22,Instagram,photo,17581,11232,578,87,57
2024-12-22,TikTok,text,25318,21440,858,129,85
2024-12-22,LinkedIn,video,37518,23465,870,131,87
2024-12-22,X,carousel,16272,10702,535,80,54
2024-12-23,Instagram,text,18225,11661,414,62,42
2024-12-23,TikTok,carousel,32812,23233,835,125,84
2024-12-23,LinkedIn,text,25084,15355,604,91,60
2024-12-23,X,photo,31716,18917,1075,161,108
2024-12-24,Instagram,video,16280,13428,414,62,41
2024-12-24,TikTok,video,35391,26903,996,149,100
2024-12-24,LinkedIn,text,22797,13318,386,58,38
2024-12-24,X,photo,28042,22966,759,114,76
2024-12-25,Instagram,text,7761,4547,133,20,13
2024-12-25,TikTok,photo,25219,17965,842,126,84
2024-12-25,LinkedIn,video,13182,7566,504,76,50
2024-12-25,X,video,12726,9297,226,34,22
2024-12-26,Instagram,video,24051,16698,702,105,70
2024-12-26,TikTok,video,20923,15471,518,78,51
2024-12-26,LinkedIn,carousel,5821,4892,210,32,21
2024-12-26,X,text,30387,21238,490,73,49
2024-12-27,Instagram,photo,39270,27292,1136,170,114
2024-12-27,TikTok,video,12961,8754,356,53,36
2024-12-27,LinkedIn,carousel,20720,15806,826,124,83
2024-12-27,X,video,32167,20840,1247,187,125
2024-12-28,Instagram,photo,29654,23719,522,78,52
2024-12-28,TikTok,photo,23001,16272,873,131,87
2024-12-28,LinkedIn,photo,33688,24733,573,86,57
2024-12-28,X,carousel,11102,8340,425,64,42
2024-12-29,Instagram,carousel,32931,25742,1042,156,104
2024-12-29,TikTok,carousel,11294,6430,285,43,28
2024-12-29,LinkedIn,carousel,35714,26975,684,103,68
2024-12-29,X,text,23504,14720,577,87,57
2024-12-30,Instagram,carousel,17693,11815,430,65,43
2024-12-30,TikTok,video,12052,10069,342,51,35
2024-12-30,LinkedIn,photo,16336,13535,646,97,65
2024-12-30,X,text,20327,12764,373,56,37
