po_id,supplier,created_date,promised_date,received_date,value,on_time
11687,GLOBEX,2024-09-05,2024-09-25,2024-09-20,82933,1
11688,Stark,2024-09-05,2024-09-18,2024-09-15,82646,1
11689,SOYLENT,2024-03-15,2024-04-02,2024-03-28,76398,1
11690,Stark,2024-02-07,2024-02-17,2024-03-01,65357,0
11691,Acme,2024-05-13,2024-05-28,2024-05-24,54521,1
11692,UMBRELLA,2024-02-03,2024-03-03,2024-03-02,85756,1
11693,Soylent,2024-10-06,2024-11-03,2024-11-03,75049,1
11694,UMBRELLA,2024-07-22,2024-08-27,2024-08-24,80492,1
11695,SOYLENT,2024-03-13,2024-04-14,2024-04-10,16466,1
11696,Initech  Ltd.,2024-08-24,2024-09-04,2024-09-03,67064,1
11697,Globex Limited,2024-01-07,2024-02-07,2024-02-05,8713,1
11698,Stark,2024-06-04,2024-06-23,2024-06-19,37535,1
11699,Globex,2024-01-21,2024-01-29,2024-01-24,58408,1
11700,Soylent  Ltd.,2024-02-14,2024-03-28,2024-04-13,31256,0
11701,Globex,2024-04-29,2024-06-11,2024-06-14,32060,0
11702,Acme Ltd,2024-03-01,2024-03-18,2024-03-14,28579,1
11703,Initech,2024-04-01,2024-04-24,2024-04-23,86795,1
11704,Initech Ltd,2024-06-03,2024-06-19,2024-06-14,23576,1
11705,Stark,2024-05-10,2024-06-10,2024-06-09,27064,1
11706,Acme,2024-03-31,2024-04-13,2024-04-13,7265,1
11707,Acme Ltd,2024-09-08,2024-10-04,2024-10-06,3876,0
11708,Umbrella Ltd,2024-03-04,2024-04-01,2024-03-30,40320,1
11709,STARK,2024-01-10,2024-02-07,2024-02-05,50504,1
11710,Soylent  Ltd.,2024-05-01,2024-06-11,2024-06-11,57294,1
11711,Umbrella  Ltd.,2024-01-21,2024-02-26,2024-02-21,65710,1
11712,Acme  Ltd.,2024-06-26,2024-07-24,2024-07-26,28837,0
11713,Acme,2024-06-29,2024-07-15,2024-07-14,65462,1
11714,Acme Ltd,2024-02-04,2024-02-29,2024-02-25,34417,1
11715,Umbrella  Ltd.,2024-10-04,2024-10-22,2024-10-17,76656,1
11716,Stark Ltd,2024-01-03,2024-01-14,2024-01-14,66535,1
11717,Globex Ltd,2024-01-20,2024-03-05,2024-03-01,30828,1
11718,Soylent,2024-01-17,2024-01-29,2024-01-26,13944,1
11719,Initech Ltd,2024-09-07,2024-09-14,2024-09-09,15879,1
11720,Initech Limited,2024-09-11,2024-09-30,2024-09-26,2872,1
11721,SOYLENT,2024-09-20,2024-10-23,2024-10-22,80294,1
11722,Globex Ltd,2024-09-14,2024-10-03,2024-10-01,22237,1
11723,Initech Limited,2024-08-13,2024-09-06,2024-09-17,37351,0
11724,INITECH,2024-05-27,2024-06-22,2024-06-18,85867,1
11725,Initech Ltd,2024-10-23,2024-10-30,2024-10-28,74856,1
11726,Acme Limited,2024-02-20,2024-03-24,2024-03-22,36714,1
11727,Umbrella,2024-02-12,2024-03-23,2024-03-22,22346,1
11728,Acme,2024-04-17,2024-04-27,2024-04-29,67085,0
11729,GLOBEX,2024-09-19,2024-09-11,2024-09-08,79236,1
11730,Stark  Ltd.,2024-01-19,2024-01-28,2024-01-23,16331,1
11731,INITECH,2024-03-05,2024-04-04,2024-04-03,83254,1
11732,GLOBEX,2024-09-13,2024-09-28,2024-09-28,60484,1
11733,Umbrella Limited,2024-07-31,2024-09-09,2024-09-07,54129,1
11734,Umbrella,2024-06-02,2024-06-19,2024-06-18,86349,1
11735,Globex  Ltd.,2024-02-17,2024-03-30,2024-03-30,4635,1
11736,Umbrella Limited,2024-07-15,2024-08-11,2024-08-11,67935,1
11737,Soylent Limited,2024-09-27,2024-10-10,2024-10-25,61606,0
11738,UMBRELLA,2024-03-25,2024-05-04,2024-05-01,73735,1
11739,Acme Limited,2024-01-19,2024-02-26,2024-02-25,68778,1
11740,Umbrella Limited,2024-06-30,2024-07-14,2024-07-21,48566,0
11741,Initech  Ltd.,2024-04-24,2024-05-18,2024-05-14,84635,1
11742,Acme,2024-09-07,2024-09-21,2024-09-18,42915,1
11743,STARK,2024-01-02,2024-02-02,2024-02-01,74754,1
11744,Soylent  Ltd.,2024-01-04,2024-02-06,2024-02-01,84285,1
11745,Acme  Ltd.,2024-04-06,2024-04-28,2024-05-12,51644,0
11746,Umbrella Ltd,2024-09-04,2024-09-22,2024-09-22,48529,1
11747,Umbrella  Ltd.,2024-08-14,2024-09-24,2024-09-21,35596,1
11748,Soylent Ltd,2024-04-28,2024-05-06,2024-05-11,68208,0
11749,Stark  Ltd.,2024-06-27,2024-08-04,2024-07-31,15522,1
11750,Acme Ltd,2024-02-04,2024-03-13,2024-03-09,45923,1
11751,Acme Limited,2024-08-24,2024-09-06,2024-09-04,88801,1
11752,GLOBEX,2024-05-17,2024-05-24,2024-05-23,62666,1
11753,Soylent,2024-08-21,2024-09-22,2024-09-17,64120,1
11754,Initech  Ltd.,2024-08-21,2024-08-30,2024-08-28,70158,1
11755,Globex  Ltd.,2024-03-26,2024-04-12,2024-04-10,48823,1
11756,Stark,2024-02-07,2024-03-23,2024-03-21,30698,1
11757,STARK,2024-02-14,2024-03-30,2024-03-28,51748,1
11758,Stark Ltd,2024-01-22,2024-03-06,2024-03-04,57003,1
11759,Initech Limited,2024-02-07,2024-02-18,2024-02-15,33579,1
11760,Initech Ltd,2024-06-03,2024-07-16,2024-07-28,15054,0
11761,Globex,2024-07-29,2024-08-06,2024-08-11,46680,0
11762,Acme,2024-05-24,2024-06-04,2024-06-01,21939,1
11763,Umbrella Ltd,2024-09-27,2024-10-31,2024-11-07,16947,0
11764,Stark,2024-10-13,2024-11-09,2024-11-04,48697,1
11765,Globex Ltd,2024-02-03,2024-02-18,2024-02-17,62648,1
11766,Stark  Ltd.,2024-07-21,2024-08-24,2024-08-23,60159,1
11767,Globex Limited,2024-09-25,2024-10-13,2024-10-29,7765,0
11768,Acme,2024-10-16,2024-10-25,2024-11-03,65298,0
11769,Acme Limited,2024-08-22,2024-10-06,2024-10-03,58845,1
11770,Soylent,2024-06-08,2024-07-08,2024-07-08,78066,1
11771,Initech Limited,2024-01-30,2024-02-12,2024-02-11,49834,1
11772,Globex  Ltd.,2024-03-24,2024-04-16,2024-04-16,78241,1
11773,Acme  Ltd.,2024-08-25,2024-09-02,2024-09-21,29428,0
11774,Stark,2024-02-09,2024-02-28,2024-02-26,61772,1
11775,Stark  Ltd.,2024-03-04,2024-04-10,2024-04-07,42913,1
11776,Umbrella  Ltd.,2024-09-06,2024-09-21,2024-09-17,1620,1
11777,Soylent  Ltd.,2024-10-11,2024-10-23,2024-10-22,3511,1
11778,Stark Ltd,2024-08-17,2024-09-30,2024-09-26,77105,1
11779,Stark Ltd,2024-07-07,2024-08-14,2024-08-14,11223,1
11780,Stark  Ltd.,2024-08-15,2024-09-16,2024-09-15,8242,1
11781,Umbrella Limited,2024-08-11,2024-08-26,2024-08-25,45173,1
11782,STARK,2024-10-01,2024-10-21,2024-10-21,1098,1
11783,Globex,2024-05-15,2024-06-28,2024-06-24,13948,1
11784,Stark Ltd,2024-04-29,2024-05-28,2024-05-26,82123,1
11785,GLOBEX,2024-04-26,2024-05-17,2024-05-13,74450,1
11786,Stark Limited,2024-03-21,2024-05-01,2024-05-01,59000,1
11787,Initech Ltd,2024-05-25,2024-06-06,2024-06-04,55731,1
11788,Soylent,2024-03-28,2024-04-22,2024-04-21,18488,1
11789,UMBRELLA,2024-08-23,2024-09-30,2024-09-28,46341,1
11790,Globex Ltd,2024-08-07,2024-09-08,2024-09-25,18767,0
11791,Acme Limited,2024-03-12,2024-04-03,2024-03-29,86675,1
11792,Stark  Ltd.,2024-02-26,2024-03-22,2024-03-22,50277,1
11793,Acme Limited,2024-06-10,2024-07-21,2024-07-16,40307,1
11794,STARK,2024-04-28,2024-05-17,2024-05-14,86069,1
11795,Acme,2024-10-02,2024-11-11,2024-11-08,2344,1
11796,SOYLENT,2024-01-11,2024-01-31,2024-01-26,42639,1
11797,SOYLENT,2024-10-17,2024-10-26,2024-10-22,81267,1
11798,Initech Limited,2024-06-16,2024-07-01,2024-06-29,9283,1
11799,Umbrella  Ltd.,2024-05-11,2024-06-22,2024-06-18,1767,1
11800,Globex Ltd,2024-10-22,2024-11-18,2024-11-18,29934,1
11801,Initech  Ltd.,2024-01-24,2024-02-01,2024-01-29,50103,1
11802,STARK,2024-08-05,2024-08-27,2024-08-24,64004,1
11803,Acme Limited,2024-05-06,2024-06-18,2024-06-16,50430,1
11804,Soylent  Ltd.,2024-04-26,2024-05-05,2024-05-02,36732,1
11805,Globex Ltd,2024-06-29,2024-07-26,2024-07-21,41657,1
11806,Globex,2024-06-30,2024-07-23,2024-07-18,68530,1
11807,Acme Limited,2024-02-23,2024-03-23,2024-03-21,59281,1
11808,Acme  Ltd.,2024-08-31,2024-10-01,2024-09-28,77817,1
11809,Globex Limited,2024-10-12,2024-11-06,2024-11-05,6733,1
11810,Initech Ltd,2024-01-31,2024-01-29,2024-01-29,41911,1
11811,Stark  Ltd.,2024-06-22,2024-07-29,2024-07-25,10271,1
11812,Globex,2024-06-18,2024-07-07,2024-07-03,54994,1
11813,Umbrella Ltd,2024-10-08,2024-11-10,2024-11-09,51077,1
11814,Acme Ltd,2024-08-19,2024-09-03,2024-08-31,46429,1
11815,INITECH,2024-08-24,2024-10-08,2024-10-06,66962,1
11816,SOYLENT,2024-09-16,2024-10-07,2024-10-07,39146,1
11817,Globex Ltd,2024-02-04,2024-02-21,2024-02-25,9051,0
11818,Umbrella  Ltd.,2024-06-12,2024-07-04,2024-07-17,31338,0
11819,UMBRELLA,2024-03-11,2024-04-19,2024-04-23,86225,0
11820,Globex  Ltd.,2024-02-08,2024-02-24,2024-03-07,24430,0
11821,Stark  Ltd.,2024-04-13,2024-05-26,2024-05-24,77075,1
11822,Stark Limited,2024-01-26,2024-02-24,2024-02-19,51054,1
11823,Acme,2024-01-25,2024-02-06,2024-02-04,73885,1
11824,UMBRELLA,2024-07-05,2024-08-19,2024-08-19,24010,1
11825,Umbrella  Ltd.,2024-02-01,2024-03-02,2024-03-01,63091,1
11826,Globex  Ltd.,2024-03-07,2024-03-25,2024-03-20,32740,1
11827,Globex,2024-07-08,2024-07-31,2024-07-26,42755,1
11828,GLOBEX,2024-03-11,2024-04-23,2024-04-23,13294,1
11829,Globex,2024-01-05,2024-02-19,2024-02-15,50535,1
11830,INITECH,2024-05-06,2024-05-22,2024-05-18,44799,1
11831,Acme  Ltd.,2024-04-05,2024-04-18,2024-04-16,12646,1
11832,Initech Limited,2024-06-03,2024-07-09,2024-07-09,19430,1
11833,Globex  Ltd.,2024-09-10,2024-10-14,2024-10-09,40337,1
11834,Umbrella  Ltd.,2024-08-26,2024-09-23,2024-09-18,28376,1
11835,STARK,2024-08-05,2024-09-02,2024-08-31,10355,1
11836,Umbrella  Ltd.,2024-07-09,2024-08-04,2024-07-31,31811,1
11837,Umbrella  Ltd.,2024-05-24,2024-06-05,2024-05-31,40417,1
11838,Soylent,2024-01-25,2024-02-26,2024-03-03,65860,0
11839,Umbrella  Ltd.,2024-06-21,2024-07-24,2024-07-19,69676,1
11840,Soylent  Ltd.,2024-05-04,2024-05-30,2024-05-30,2069,1
11841,Initech,2024-10-20,2024-11-17,2024-11-16,65689,1
11842,Acme  Ltd.,2024-07-24,2024-08-11,2024-08-06,22878,1
11843,UMBRELLA,2024-08-06,2024-08-31,2024-08-27,52391,1
11844,SOYLENT,2024-04-04,2024-04-26,2024-04-24,23081,1
11845,ACME,2024-06-01,2024-07-15,2024-07-10,48558,1
11846,Soylent,2024-07-07,2024-08-04,2024-08-01,85305,1
11847,Soylent  Ltd.,2024-02-26,2024-03-27,2024-03-24,6277,1
11848,UMBRELLA,2024-05-10,2024-05-25,2024-05-22,60466,1
11849,Initech Limited,2024-05-01,2024-05-19,2024-05-25,17920,0
11850,Stark  Ltd.,2024-06-23,2024-08-02,2024-08-01,43252,1
11851,Soylent Ltd,2024-01-31,2024-03-04,2024-02-29,75604,1
11852,Acme Limited,2024-06-04,2024-06-21,2024-06-16,42082,1
11853,Acme  Ltd.,2024-02-07,2024-02-25,2024-02-25,9666,1
11854,Umbrella,2024-09-15,2024-10-28,2024-10-26,7078,1
11855,Globex Ltd,2024-08-14,2024-08-22,2024-08-26,53631,0
11856,Acme Limited,2024-10-11,2024-10-26,2024-10-28,37034,0
11857,ACME,2024-03-24,2024-04-17,2024-04-15,66678,1
11858,STARK,2024-05-03,2024-06-11,2024-06-08,49382,1
11859,Acme,2024-06-18,2024-07-31,2024-07-27,9111,1
11860,Initech Ltd,2024-08-11,2024-08-19,2024-08-15,76665,1
11861,Umbrella Ltd,2024-06-30,2024-07-13,2024-07-08,59829,1
11862,Initech  Ltd.,2024-09-08,2024-10-23,2024-10-31,26002,0
11863,Stark Ltd,2024-01-30,2024-02-20,2024-02-16,17789,1
11864,Globex Limited,2024-06-19,2024-06-27,2024-06-23,65062,1
11865,Stark,2024-10-26,2024-11-26,2024-11-24,45985,1
11866,Soylent Ltd,2024-04-17,2024-04-27,2024-04-27,23523,1
11867,Umbrella,2024-01-21,2024-02-06,2024-02-04,72904,1
11868,Initech,2024-08-06,2024-09-15,2024-09-13,47554,1
11869,Initech  Ltd.,2024-05-22,2024-07-03,2024-07-02,89006,1
11870,Umbrella Ltd,2024-09-15,2024-09-29,2024-09-25,1270,1
11871,Soylent  Ltd.,2024-04-04,2024-04-19,2024-04-14,85184,1
11872,Stark Limited,2024-02-19,2024-03-14,2024-03-14,31712,1
11873,Globex Ltd,2024-03-03,2024-04-11,2024-04-11,80740,1
11874,Acme Ltd,2024-09-12,2024-10-16,2024-10-30,59810,0
11875,GLOBEX,2024-09-06,2024-10-16,2024-10-31,61850,0
11876,Soylent Limited,2024-05-20,2024-05-31,2024-06-08,76852,0
11877,Stark Limited,2024-05-31,2024-06-11,2024-06-11,9531,1
11878,Globex Ltd,2024-05-26,2024-06-13,2024-06-09,82953,1
11879,ACME,2024-08-10,2024-09-04,2024-08-30,17116,1
11880,Soylent,2024-09-15,2024-10-11,2024-10-10,25525,1
11881,Initech Limited,2024-09-01,2024-09-17,2024-09-13,49715,1
11882,Initech,2024-06-20,2024-06-27,2024-06-22,6248,1
11883,Soylent Limited,2024-04-04,2024-04-22,2024-04-22,61689,1
11884,Globex,2024-03-02,2024-03-29,2024-04-18,40533,0
11885,Initech  Ltd.,2024-08-04,2024-09-01,2024-08-28,24617,1
11886,Acme Limited,2024-06-07,2024-06-23,2024-06-24,85494,0
11887,INITECH,2024-10-15,2024-11-01,2024-10-27,44767,1
11888,ACME,2024-01-05,2024-01-30,2024-01-29,67914,1
11889,ACME,2024-10-15,2024-11-01,2024-11-14,33059,0
11890,Initech Ltd,2024-05-13,2024-06-14,2024-06-11,1721,1
11891,Umbrella,2024-03-09,2024-03-27,2024-03-24,1539,1
11892,Globex Ltd,2024-05-11,2024-06-23,2024-06-22,15950,1
11893,Stark Ltd,2024-04-29,2024-05-19,2024-05-15,1849,1
11894,Umbrella  Ltd.,2024-01-11,2024-01-29,2024-01-27,24713,1
11895,Initech,2024-08-31,2024-10-15,2024-10-11,63690,1
11896,Stark Limited,2024-03-17,2024-04-27,2024-04-24,23667,1
11897,Stark  Ltd.,2024-01-15,2024-02-15,2024-02-25,43794,0
11898,Stark,2024-07-16,2024-08-10,2024-08-07,28486,1
11899,Umbrella Ltd,2024-06-09,2024-07-19,2024-07-16,11893,1
11900,Globex Limited,2024-09-27,2024-10-25,2024-11-12,13329,0
11901,Acme Limited,2024-01-19,2024-02-25,2024-02-25,10187,1
11902,Acme,2024-04-03,2024-05-14,2024-05-10,28306,1
11903,Globex  Ltd.,2024-04-23,2024-05-09,2024-05-09,81315,1
11904,ACME,2024-05-13,2024-06-10,2024-06-06,48447,1
11905,Globex Ltd,2024-08-07,2024-08-24,2024-08-23,27818,1
11906,Acme  Ltd.,2024-07-10,2024-08-06,2024-08-06,1675,1
11907,Globex  Ltd.,2024-05-14,2024-05-31,2024-06-05,66616,0
11908,Stark Ltd,2024-06-27,2024-08-03,2024-08-01,65271,1
11909,Globex,2024-05-26,2024-06-18,2024-06-16,51467,1
11910,Initech Limited,2024-10-02,2024-11-06,2024-11-02,67343,1
11911,Initech Ltd,2024-10-27,2024-12-09,2024-12-08,37946,1
11912,Initech Limited,2024-07-29,2024-08-24,2024-08-21,51794,1
11913,Globex Ltd,2024-09-28,2024-10-19,2024-10-21,42905,0
11914,INITECH,2024-01-21,2024-02-04,2024-02-01,37796,1
11915,Umbrella Ltd,2024-05-08,2024-05-15,2024-05-12,72449,1
11916,Acme Limited,2024-08-15,2024-09-01,2024-09-01,47752,1
11917,Acme Limited,2024-07-27,2024-08-06,2024-08-05,60398,1
11918,Umbrella Ltd,2024-07-15,2024-08-24,2024-08-21,45767,1
11919,Acme Limited,2024-03-20,2024-04-02,2024-04-02,75262,1
11920,Soylent  Ltd.,2024-04-27,2024-05-04,2024-05-03,55121,1
11921,SOYLENT,2024-08-03,2024-08-25,2024-08-23,79703,1
11922,Globex Ltd,2024-09-21,2024-09-30,2024-09-27,7230,1
11923,Umbrella Limited,2024-02-26,2024-04-05,2024-04-03,48010,1
11924,Stark Limited,2024-09-22,2024-11-04,2024-11-04,38122,1
11925,Acme,2024-10-16,2024-11-25,2024-11-25,83567,1
11926,Stark Limited,2024-06-23,2024-07-17,2024-07-16,68900,1
11927,INITECH,2024-01-03,2024-01-23,2024-01-18,88817,1
11928,Soylent Limited,2024-02-11,2024-03-13,2024-03-11,12715,1
11929,Initech  Ltd.,2024-06-19,2024-08-03,2024-08-18,61733,0
11930,Acme Ltd,2024-03-15,2024-03-22,2024-03-21,71235,1
11931,ACME,2024-07-25,2024-08-30,2024-08-30,34291,1
11932,Globex Limited,2024-08-02,2024-09-15,2024-09-10,46608,1
11933,Initech,2024-08-31,2024-09-09,2024-09-05,10933,1
11934,Stark Limited,2024-01-01,2024-01-08,2024-01-28,85436,0
11935,GLOBEX,2024-04-06,2024-04-15,2024-04-15,86040,1
11936,Umbrella  Ltd.,2024-08-30,2024-09-11,2024-09-10,80243,1
11937,INITECH,2024-02-02,2024-02-14,2024-02-13,24394,1
11938,Globex  Ltd.,2024-07-02,2024-07-12,2024-07-08,55444,1
11939,GLOBEX,2024-02-12,2024-02-20,2024-02-15,5158,1
11940,Initech,2024-03-15,2024-04-18,2024-04-18,16310,1
11941,Acme,2024-01-06,2024-01-21,2024-01-20,23333,1
11942,Initech Limited,2024-05-22,2024-06-06,2024-06-01,66444,1
11943,Soylent  Ltd.,2024-06-09,2024-06-25,2024-06-20,7235,1
11944,Initech Limited,2024-06-04,2024-07-02,2024-06-27,77741,1
11945,Acme  Ltd.,2024-03-12,2024-03-20,2024-03-15,25460,1
11946,SOYLENT,2024-07-12,2024-08-14,2024-08-12,76363,1
11947,Umbrella  Ltd.,2024-01-03,2024-01-16,2024-01-12,46353,1
11948,Initech Limited,2024-08-06,2024-09-16,2024-09-16,2206,1
11949,Stark  Ltd.,2024-07-01,2024-07-15,2024-07-10,55477,1
11950,Globex Limited,2024-08-29,2024-09-08,2024-09-19,5369,0
11951,Stark,2024-03-11,2024-03-18,2024-03-16,83583,1
11952,GLOBEX,2024-07-09,2024-07-23,2024-08-05,26622,0
11953,Acme Ltd,2024-02-01,2024-02-12,2024-02-12,55578,1
11954,STARK,2024-03-24,2024-04-14,2024-04-14,4374,1
11955,Umbrella Limited,2024-01-02,2024-02-12,2024-02-09,86992,1
11956,Umbrella  Ltd.,2024-07-11,2024-08-01,2024-07-28,81646,1
11957,Initech Ltd,2024-09-13,2024-09-21,2024-09-20,64450,1
11958,Soylent Ltd,2024-01-12,2024-02-19,2024-02-15,7532,1
11959,Acme  Ltd.,2024-03-20,2024-04-24,2024-05-11,31636,0
11960,Initech,2024-08-22,2024-09-20,2024-10-02,60177,0
11961,Globex Ltd,2024-02-03,2024-02-11,2024-02-27,38270,0
11962,Acme Ltd,2024-07-28,2024-08-04,2024-08-01,737,1
11963,Globex  Ltd.,2024-01-27,2024-02-12,2024-02-09,78568,1
11964,GLOBEX,2024-08-08,2024-08-01,2024-07-27,50112,1
11965,Acme Ltd,2024-01-15,2024-01-30,2024-02-06,40979,0
11966,Acme Limited,2024-09-24,2024-11-06,2024-11-05,42100,1
11967,Stark  Ltd.,2024-01-05,2024-02-09,2024-02-07,37945,1
11968,UMBRELLA,2024-05-25,2024-06-09,2024-06-05,64208,1
11969,ACME,2024-08-25,2024-09-06,2024-09-06,56948,1
11970,Globex Ltd,2024-07-29,2024-08-19,2024-09-04,65329,0
11971,Globex Limited,2024-05-15,2024-05-30,2024-06-18,22449,0
11972,ACME,2024-02-29,2024-03-26,2024-04-06,58770,0
11973,Initech  Ltd.,2024-09-04,2024-10-16,2024-10-14,15627,1
11974,Globex  Ltd.,2024-01-10,2024-01-29,2024-01-28,38350,1
11975,STARK,2024-08-20,2024-09-05,2024-09-03,11463,1
11976,INITECH,2024-10-17,2024-11-02,2024-11-12,73489,0
11977,Initech Ltd,2024-06-11,2024-07-08,2024-07-07,63340,1
11978,UMBRELLA,2024-08-25,2024-09-20,2024-09-16,46305,1
11979,Globex  Ltd.,2024-01-12,2024-02-04,2024-02-07,40133,0
11980,Stark  Ltd.,2024-07-04,2024-07-15,2024-07-14,15205,1
11981,Initech,2024-02-19,2024-03-29,2024-03-27,79306,1
11982,Soylent Limited,2024-03-05,2024-04-19,2024-04-14,41483,1
11983,Initech Limited,2024-02-07,2024-02-21,2024-02-21,55504,1
11984,Acme Ltd,2024-03-31,2024-04-08,2024-04-08,15907,1
11985,Stark  Ltd.,2024-08-10,2024-08-30,2024-08-25,33645,1
11986,Soylent Ltd,2024-09-19,2024-09-30,2024-09-29,22321,1
11987,Umbrella Ltd,2024-08-13,2024-08-06,2024-08-06,60745,1
11988,Globex Limited,2024-02-27,2024-03-24,2024-03-20,84950,1
11989,Umbrella,2024-04-24,2024-04-17,2024-04-14,87396,1
11990,Umbrella Limited,2024-07-04,2024-07-26,2024-07-25,12410,1
11991,Initech,2024-08-24,2024-10-07,2024-10-04,66800,1
11992,Acme,2024-09-10,2024-10-17,2024-10-16,22200,1
11993,Acme,2024-08-12,2024-08-11,2024-08-08,72385,1
11994,Soylent  Ltd.,2024-10-13,2024-10-30,2024-10-29,53946,1
11995,Soylent Limited,2024-07-24,2024-09-05,2024-09-02,2016,1
11996,Globex Ltd,2024-05-06,2024-06-12,2024-06-13,7310,0
11997,Globex Limited,2024-06-30,2024-07-08,2024-07-06,76405,1
11998,Globex  Ltd.,2024-09-20,2024-10-15,2024-10-15,34715,1
11999,Initech  Ltd.,2024-06-19,2024-07-19,2024-07-19,83956,1
12000,ACME,2024-08-12,2024-09-01,2024-08-28,45051,1
12001,Initech,2024-09-08,2024-09-18,2024-09-26,61036,0
12002,Acme Limited,2024-08-21,2024-09-28,2024-09-28,74903,1
12003,Globex Limited,2024-08-18,2024-09-21,2024-09-19,51440,1
12004,Initech,2024-06-18,2024-06-28,2024-06-23,48019,1
12005,Acme,2024-04-16,2024-05-13,2024-05-12,44863,1
12006,GLOBEX,2024-02-16,2024-03-11,2024-03-08,71780,1
12007,GLOBEX,2024-09-02,2024-10-14,2024-10-13,4863,1
12008,STARK,2024-06-20,2024-07-23,2024-07-18,17666,1
12009,Initech Ltd,2024-02-11,2024-03-19,2024-03-25,75837,0
12010,Initech  Ltd.,2024-04-30,2024-05-14,2024-05-10,86231,1
12011,Globex  Ltd.,2024-07-13,2024-08-25,2024-08-24,73985,1
12012,Initech  Ltd.,2024-04-15,2024-05-10,2024-05-07,29563,1
12013,GLOBEX,2024-06-18,2024-07-10,2024-07-19,52277,0
12014,Soylent,2024-08-29,2024-09-19,2024-09-17,74261,1
12015,Stark Ltd,2024-06-21,2024-07-22,2024-07-17,59930,1
12016,Stark Ltd,2024-04-25,2024-05-16,2024-05-16,54398,1
12017,GLOBEX,2024-04-26,2024-06-09,2024-06-08,80868,1
12018,Soylent,2024-06-08,2024-07-22,2024-07-20,65992,1
12019,Globex Ltd,2024-04-01,2024-05-10,2024-05-17,61695,0
12020,Soylent,2024-01-12,2024-02-20,2024-02-15,47474,1
12021,Acme Ltd,2024-08-19,2024-09-01,2024-08-27,29162,1
12022,Acme  Ltd.,2024-07-13,2024-08-05,2024-08-04,76160,1
12023,Umbrella Limited,2024-10-09,2024-11-06,2024-11-03,28639,1
12024,Umbrella  Ltd.,2024-06-21,2024-08-03,2024-07-31,38214,1
12025,Umbrella,2024-03-15,2024-04-20,2024-04-18,62581,1
12026,Soylent,2024-02-01,2024-03-13,2024-03-08,14622,1
12027,Soylent,2024-10-18,2024-11-26,2024-11-23,28993,1
12028,Acme Ltd,2024-02-11,2024-02-28,2024-02-25,40657,1
12029,ACME,2024-08-17,2024-09-16,2024-09-19,17908,0
12030,Stark,2024-08-14,2024-08-21,2024-08-21,44351,1
12031,Acme Limited,2024-03-21,2024-04-28,2024-04-28,70851,1
12032,Umbrella  Ltd.,2024-08-20,2024-08-30,2024-08-25,53460,1
12033,Acme  Ltd.,2024-07-10,2024-08-09,2024-08-08,29802,1
12034,Acme  Ltd.,2024-04-07,2024-04-15,2024-04-14,44435,1
12035,Initech Limited,2024-02-04,2024-03-08,2024-03-08,12675,1
12036,Globex,2024-05-02,2024-05-15,2024-05-12,59894,1
12037,Globex Limited,2024-06-25,2024-07-30,2024-08-10,83282,0
12038,Acme Limited,2024-05-14,2024-06-21,2024-06-19,57583,1
12039,Initech Ltd,2024-02-19,2024-03-24,2024-03-22,10797,1
12040,SOYLENT,2024-09-16,2024-10-25,2024-10-23,27851,1
12041,SOYLENT,2024-08-04,2024-08-15,2024-08-13,13735,1
12042,Stark Limited,2024-07-09,2024-08-13,2024-08-12,21617,1
12043,Globex  Ltd.,2024-05-21,2024-06-08,2024-06-24,71914,0
12044,Globex,2024-09-13,2024-09-12,2024-09-07,60365,1
12045,Initech Limited,2024-09-11,2024-10-22,2024-10-20,87053,1
12046,Initech Ltd,2024-08-22,2024-09-27,2024-09-25,62173,1
12047,Soylent Limited,2024-09-11,2024-10-23,2024-10-20,56006,1
12048,ACME,2024-05-03,2024-06-13,2024-06-13,71974,1
12049,STARK,2024-02-26,2024-02-17,2024-02-14,66584,1
12050,Soylent Limited,2024-04-14,2024-05-11,2024-05-31,12588,0
12051,ACME,2024-02-21,2024-03-21,2024-03-19,9589,1
12052,SOYLENT,2024-04-18,2024-05-08,2024-05-04,80253,1
12053,Acme Limited,2024-06-10,2024-06-20,2024-07-06,43926,0
12054,Acme,2024-04-24,2024-05-18,2024-05-17,81092,1
12055,Globex,2024-04-01,2024-04-15,2024-04-13,28020,1
12056,Umbrella Ltd,2024-03-07,2024-03-21,2024-03-17,86662,1
12057,STARK,2024-04-16,2024-05-28,2024-05-26,85739,1
12058,Umbrella,2024-02-02,2024-03-10,2024-03-06,67570,1
12059,STARK,2024-01-05,2024-01-30,2024-01-28,52608,1
12060,Umbrella  Ltd.,2024-08-08,2024-09-20,2024-09-20,55693,1
12061,Globex Ltd,2024-02-02,2024-02-15,2024-02-19,85532,0
12062,Stark,2024-04-04,2024-05-15,2024-05-15,37893,1
12063,Acme Ltd,2024-01-08,2024-01-15,2024-01-10,19514,1
12064,Acme Ltd,2024-07-22,2024-09-05,2024-09-03,28741,1
12065,UMBRELLA,2024-08-22,2024-09-27,2024-09-25,66872,1
12066,Globex  Ltd.,2024-03-29,2024-05-04,2024-05-01,53733,1
12067,Soylent,2024-01-22,2024-02-19,2024-02-18,84459,1
12068,Acme,2024-04-18,2024-05-13,2024-05-11,43007,1
12069,Soylent Limited,2024-04-18,2024-05-27,2024-05-27,4379,1
12070,Globex Limited,2024-09-14,2024-09-26,2024-09-22,83068,1
